6.0442	2.5934	2
17.649	1.4175	5
27.366	1.4946	6
38.536	1.8024	4
55.423	2.0032	2
66.212	1.4203	5
76.565	1.6499	4
85.954	2.2588	1
96.816	2.2273	2
105.23	1.4559	5
113.95	2.9741	2
122.28	1.776	7
133.94	1.4042	5
142.11	2.2125	2
164.07	1.4076	3
206.54	2.64	3
217.15	1.676	5
233.22	1.2253	4
245.38	1.9145	2
296.67	1.8713	3
313.55	1.8549	3
363.9	1.4988	11
373.87	1.4864	4
395.02	2.3325	4
414.78	2.5519	2
423.33	2.0181	2
432.23	1.6758	5
444.16	1.782	1
455.92	2.3151	2
468.33	2.2423	1
480.19	2.0938	1
492.43	1.9747	3
502.89	1.6556	6
518.3	2.1384	3
529.72	1.1973	3
546.12	1.3861	12
554.6	1.4829	4
564.81	1.5633	5
574.6	1.8279	2
582.68	1.973	3
600.71	2.3	2
609.06	2.3189	2
