Day,fMRI Run,Trial Categ,Stimulus Value,Item 1 Value,Item 2 Value
1,1,1,16,5,4
1,1,1,14,9,3
1,1,0,4,4,-1
1,1,0,3,3,-1
1,1,1,16,5,1
1,1,1,11,4,4
1,1,0,9,9,-1
1,1,1,14,4,9
1,1,1,13,4,8
1,1,0,9,9,-1
1,1,1,16,8,4
1,1,1,14,6,9
1,1,1,8,1,4
1,1,1,14,9,1
1,1,1,13,6,2
1,1,1,13,3,8
1,1,1,13,4,9
1,1,1,19,5,7
1,1,0,7,7,-1
1,1,0,6,6,-1
1,1,1,11,6,7
1,1,0,6,6,-1
1,1,1,11,9,6
1,1,0,1,1,-1
1,1,1,16,4,9
1,1,1,11,9,1
1,1,0,7,7,-1
1,1,1,18,1,8
1,1,1,19,9,9
1,1,1,14,7,4
1,1,1,12,6,4
1,1,1,7,7,3
1,1,0,5,5,-1
1,1,0,2,2,-1
1,1,0,1,1,-1
1,1,0,4,4,-1
1,1,1,5,1,1
1,1,1,14,6,7
1,1,1,8,4,3
1,1,1,12,9,6
1,1,1,9,5,4
1,1,1,14,4,9
1,1,1,18,8,9
1,1,0,7,7,-1
1,1,1,17,9,9
1,1,1,16,5,6
1,1,0,4,4,-1
1,1,1,14,4,8
1,1,1,14,1,3
1,1,0,8,8,-1
1,1,1,9,4,2
1,1,1,5,3,6
1,1,1,14,2,9
1,1,1,9,4,4
1,1,1,8,2,4
1,1,1,12,3,9
1,1,0,6,6,-1
1,1,0,9,9,-1
1,1,0,9,9,-1
1,1,0,4,4,-1
1,1,1,13,4,9
1,1,1,9,9,1
1,2,0,9,9,-1
1,2,0,7,7,-1
1,2,0,5,5,-1
1,2,1,14,4,7
1,2,0,1,1,-1
1,2,1,13,7,8
1,2,1,14,8,7
1,2,0,4,4,-1
1,2,1,13,2,8
1,2,1,11,4,9
1,2,1,12,3,7
1,2,0,4,4,-1
1,2,1,12,7,7
1,2,1,15,5,9
1,2,1,14,9,6
1,2,1,14,4,4
1,2,0,6,6,-1
1,2,0,6,6,-1
1,2,1,17,1,7
1,2,1,16,9,9
1,2,0,4,4,-1
1,2,1,12,6,6
1,2,1,16,5,9
1,2,0,2,2,-1
1,2,1,15,5,8
1,2,1,8,6,4
1,2,1,16,7,6
1,2,0,9,9,-1
1,2,1,14,9,8
1,2,0,7,7,-1
1,2,1,16,7,7
1,2,1,8,1,4
1,2,0,9,9,-1
1,2,1,14,6,1
1,2,1,12,6,7
1,2,0,8,8,-1
1,2,1,13,4,7
1,2,1,11,9,1
1,2,1,14,6,4
1,2,1,9,4,6
1,2,1,6,4,4
1,2,0,3,3,-1
1,2,1,16,6,8
1,2,0,1,1,-1
1,2,1,11,2,9
1,2,0,7,7,-1
1,2,0,4,4,-1
1,2,1,11,7,7
1,2,1,14,7,1
1,2,1,13,9,5
1,2,1,17,9,7
1,2,1,14,9,9
1,2,1,15,7,6
1,2,1,11,1,8
1,2,1,15,9,4
1,2,1,20,9,9
1,2,1,12,9,4
1,2,1,16,4,6
1,2,1,11,2,9
1,2,0,9,9,-1
1,2,1,14,7,9
1,2,0,6,6,-1
1,3,1,13,7,4
1,3,1,9,4,1
1,3,1,14,2,9
1,3,1,14,4,1
1,3,1,16,7,6
1,3,1,9,6,4
1,3,0,1,1,-1
1,3,1,12,4,1
1,3,0,4,4,-1
1,3,1,14,1,6
1,3,0,7,7,-1
1,3,1,7,6,1
1,3,0,4,4,-1
1,3,1,12,4,3
1,3,1,13,3,9
1,3,0,8,8,-1
1,3,1,15,9,4
1,3,1,14,7,1
1,3,1,8,6,6
1,3,1,14,8,7
1,3,1,14,9,7
1,3,1,16,9,9
1,3,1,17,7,7
1,3,1,11,7,1
1,3,1,13,9,7
1,3,0,9,9,-1
1,3,1,10,7,6
1,3,1,12,4,4
1,3,1,12,9,4
1,3,1,13,7,4
1,3,1,7,6,2
1,3,0,2,2,-1
1,3,1,14,9,6
1,3,1,13,6,9
1,3,0,7,7,-1
1,3,1,14,7,2
1,3,0,4,4,-1
1,3,1,15,3,6
1,3,1,5,2,1
1,3,1,13,6,8
1,3,0,9,9,-1
1,3,1,14,4,7
1,3,1,8,4,4
1,3,1,16,1,1
1,3,0,6,6,-1
1,3,0,9,9,-1
1,3,1,7,6,2
1,3,0,6,6,-1
1,3,1,12,8,4
1,3,1,16,4,9
1,3,1,17,9,8
1,3,0,4,4,-1
1,3,0,7,7,-1
1,3,0,6,6,-1
1,3,1,16,9,9
1,3,0,5,5,-1
1,3,0,3,3,-1
1,3,0,1,1,-1
1,3,1,18,9,1
1,3,0,9,9,-1
1,3,1,12,1,7
1,3,1,17,9,7
1,4,0,2,2,-1
1,4,0,6,6,-1
1,4,1,18,9,6
1,4,1,11,6,5
1,4,1,13,5,7
1,4,0,6,6,-1
