6.2168	2.2779	1
26.465	2.303	1
38.468	2.0771	1
48.842	2.4608	1
69.662	2.8079	1
115.84	1.8784	1
126.45	2.1466	1
164.5	1.9467	1
184.66	1.713	1
193.06	1.5939	1
203.1	3.7557	1
226.94	2.784	1
237.81	2.5268	1
267.85	3.9085	1
276.33	2.5985	1
285.4	2.6292	1
294.36	2.468	1
303.27	2.2539	1
325.63	1.4491	1
333.47	1.6646	1
343.26	1.7013	1
364.16	2.5062	1
373.79	1.5231	1
396.01	2.6604	1
408.35	2.6259	1
426.79	1.4331	1
439.29	1.6686	1
472.69	3.439	1
481.33	2.1692	1
492.37	2.6815	1
501.74	4.2764	1
523.07	1.9341	1
533.18	2.288	1
541.34	1.9574	1
556.82	1.8876	1
567.53	1.9883	1
575.76	2.3678	1
583.43	1.8783	1
595.19	2.0747	1
601.77	2.476	1
609.16	2.3423	1
