15.864	2.0303	3
48.022	2.0575	1
60.012	2.1755	1
81.001	2.6455	3
90.303	2.9056	2
111.95	1.517	4
134.23	1.3803	12
144.27	1.397	4
152.19	2.2288	2
170.71	1.4665	5
179.6	1.788	6
198.46	2.3876	10
206.79	1.4916	3
222.59	1.514	6
234.29	1.7414	8
244.64	1.8986	5
263.91	2.2084	2
273.38	1.3894	7
283.66	1.6134	1
315.19	2.0719	8
322.92	2.4057	0
333.79	1.7624	3
344.31	1.2797	3
354.93	1.9447	1
363.01	4.7332	10
380.55	1.2018	5
389.6	1.512	2
401.45	1.6651	13
422.94	1.8175	4
441.78	1.2528	7
464.4	2.6602	2
473.94	1.4343	5
482.69	2.4441	1
518.04	1.4373	11
528.75	1.8781	2
537.31	1.7317	5
548.42	2.6653	2
558.21	2.8499	2
567.94	2.5589	3
578.38	2.7248	2
587.02	2.2497	2
602.65	1.8806	4
