,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.0771265579214282,123.53624384076448,3158245.489827528,0.2210578774775394,0.0656051573379206,107.35873948664936,3161814.730808304,0.19902682572655522,0.06800968456399004,110.90030443254835,3161085.0441968758,0.1964686670240056,0.06987523618132763,-113.5805232047564,3160508.6221756916,-0.2158193460295072,rACC
dACC,0.08974501189374973,133.13628675721037,3034998.029557811,0.23756081044037614,0.07664908492488187,115.73143595800215,3039107.418958843,0.21440637555719633,0.08040314591638442,120.92917805186772,3037946.9859680673,0.2134473768956918,0.07647448754648722,-115.48979608428287,3039173.381102777,-0.2196227856580677,dACC
vlPFC,0.05971344524934452,106.45848154153491,3398657.106537915,0.19255905291345177,0.049188761857632324,89.57475009840401,3401859.2383261123,0.16861242967474868,0.0545634598658955,98.51742151065102,3400240.0112525756,0.17564879314746232,0.06292524966994562,-111.17237259115447,3397684.34476243,-0.21099452549835077,vlPFC
vmPFC,0.05070765148308576,95.60700946799639,3381988.7219677805,0.17370355329653267,0.046066628853113745,87.73054951871015,3383391.7421379737,0.1639794852370568,0.04431617629816331,84.59707247638273,3383930.7161961687,0.15164513920403772,0.06006115225798103,-109.97912896334189,3379151.6861508074,-0.20864903583977057,vmPFC
OFCant,0.037118817597724396,82.33186669031781,3451662.0523780226,0.15067284767488454,0.03330057702244349,74.9367231017887,3452800.5721986694,0.141023149916469,0.03309338007834284,74.52303674278805,3452873.7948908457,0.1344032175210918,0.04607134223443288,-97.68820970068252,3448986.3642419325,-0.18611000890868962,OFCant
OFClat,0.04067575655883471,88.38810219574735,3282588.7318901964,0.16168960858533593,0.03555279909611031,79.0119247198709,3284120.905466166,0.1488031573684713,0.037411574893407296,82.53162257853035,3283577.4953852235,0.14880267822408313,0.03970433621300784,-86.68663198821362,3282891.4614294474,-0.1666848415584386,OFClat
OFCmed,0.048862688817143174,99.0727313939411,3129863.3469375176,0.17960328770896897,0.0406740706733385,85.29997828473398,3132329.4672414497,0.15974984633328906,0.043538965407417085,90.3359497456375,3131480.6347528133,0.1619747888676839,0.04599606584237126,-94.4591339819106,3130740.648357424,-0.1808072736188665,OFCmed
OFCpost,0.07360231601749401,122.59919414712787,3259560.8087769547,0.2197991353961978,0.05873971027060365,101.24627182897812,3264139.55364502,0.18922019068973417,0.06617437931721348,112.35565400730749,3261869.8231634656,0.19934709180193938,0.0541571564009673,-93.8531026665923,3265548.3035521903,-0.1811822504286667,OFCpost
dmPFC,0.049090684580330946,93.63931535989853,3744755.377273665,0.17140763319331018,0.044324577803767085,85.38097527861127,3746193.673119113,0.16111305555192793,0.043299011386420116,83.51489724448494,3746513.795943763,0.15074651168247635,0.054910865554023136,-102.93180858227835,3743000.7482327516,-0.1963192463747115,dmPFC
dlPFC,0.0481085642892789,92.05081914648092,3928353.6357454397,0.16843305345925128,0.04320693688772015,83.40379219899565,3929831.2013374637,0.15750516548796747,0.042905719975282475,82.85221802445788,3929933.3238754976,0.14928956602426585,0.05403289087865937,-101.632097601881,3926569.164397512,-0.19405437941542306,dlPFC
MFG,0.04915351532712253,94.9651488311197,3852912.8026172915,0.17408924765222983,0.04342354507673052,85.09501852861305,3854641.210896288,0.16110331781479933,0.04466915473288535,87.33106897641773,3854277.932764271,0.1576950800901027,0.05059211712403344,-97.30868744906796,3852488.791516086,-0.1863342573350996,MFG
IFG,0.0639753207024546,110.76248313477136,3530076.1597378477,0.2007840133448148,0.05547374807416472,97.81907854167761,3532677.2582083833,0.18340182629147714,0.05895440348061631,103.29098314193266,3531626.745654089,0.18454315108948607,0.05917869692157063,-103.63470912441593,3531558.1704138173,-0.19810825174843352,IFG
