6.8578	2.6441	2
18.296	1.3555	7
27.686	1.3166	4
38.041	1.4599	6
47.268	1.9305	1
56.564	1.8371	3
75.013	1.3774	3
105.46	1.33	6
117.07	1.5082	7
124.72	1.3627	3
136.09	2.246	1
175.84	2.278	1
187.67	1.9034	3
197.31	1.5251	5
208.08	2.4192	2
242.08	1.7758	2
254.32	3.9011	1
266	1.3955	6
294.73	2.7731	3
305.75	1.3154	5
325.18	1.2887	3
352.44	1.7128	5
361.08	1.6307	4
368.9	1.9756	3
397.73	1.3253	5
406.28	2.8383	2
414.69	1.2115	5
434.27	2.0123	3
458.12	1.0315	3
468.43	1.3762	8
480.58	1.891	3
489.48	1.5252	3
501.41	1.9527	1
512.36	1.4567	4
533.58	1.561	5
543.45	1.8545	3
558.53	2.7486	2
569.15	1.9439	4
577.14	1.832	8
587.12	1.9954	5
602.25	1.8429	1
608.18	2.6741	3
