103	112
10	121
10	132
136	136
108	-1
117	60
136	132
11	124
60	103
136	126
58	-1
60	44
117	20
138	136
136	-1
112	-1
68	58
55	58
132	-1
15	124
68	117
10	-1
108	54
138	121
132	55
44	112
108	136
132	60
124	-1
58	20
117	-1
55	-1
112	117
108	55
68	-1
103	-1
10	44
121	-1
112	58
44	-1
60	126
58	117
68	126
126	-1
60	-1
138	11
126	10
103	124
11	112
11	-1
10	20
54	-1
20	11
68	68
108	103
132	126
138	-1
117	44
15	-1
60	124
20	-1
15	-1
138	54
117	-1
117	136
54	10
68	10
112	138
136	103
132	-1
132	108
124	117
138	-1
121	11
58	11
117	132
108	112
132	68
20	20
11	-1
126	117
121	-1
117	138
10	124
121	108
60	68
112	-1
44	132
103	-1
20	-1
126	-1
136	11
58	-1
58	136
44	44
60	-1
124	-1
68	55
10	60
108	68
44	-1
54	11
68	121
54	-1
55	-1
132	54
10	-1
126	15
126	58
136	10
136	-1
132	121
132	112
108	-1
68	-1
108	124
44	15
20	112
44	138
55	60
60	54
68	136
108	10
15	108
124	44
132	138
138	60
20	-1
126	54
108	58
55	-1
55	55
132	-1
68	-1
54	68
55	136
121	54
117	117
54	124
112	112
58	132
126	-1
136	121
58	58
126	126
44	-1
15	55
103	-1
54	44
54	-1
15	-1
60	11
103	58
44	121
15	20
10	-1
15	15
124	124
117	-1
124	-1
55	138
20	138
60	-1
60	15
138	68
58	-1
15	117
11	55
136	-1
121	121
108	108
108	-1
108	11
10	11
68	112
11	44
121	-1
112	60
15	68
11	-1
103	138
60	58
20	108
138	-1
112	-1
103	54
54	-1
126	44
54	58
20	103
103	132
124	-1
132	-1
138	124
60	-1
55	-1
68	11
112	55
124	55
68	-1
108	60
15	103
112	54
44	-1
15	11
10	15
103	-1
136	112
136	-1
11	-1
108	-1
112	-1
10	117
103	10
112	10
44	136
54	20
44	103
44	20
112	121
108	44
15	-1
15	136
20	136
121	-1
20	-1
55	10
58	44
132	132
58	-1
54	54
121	60
138	10
20	60
121	55
138	-1
103	55
54	136
103	121
20	132
126	-1
117	121
138	108
68	103
124	132
117	-1
10	-1
108	-1
15	54
44	-1
126	112
117	55
10	-1
15	112
132	-1
124	20
112	-1
55	126
68	124
117	11
117	-1
55	54
132	11
126	138
68	-1
58	121
108	117
138	138
124	136
54	-1
58	-1
20	68
60	60
15	138
11	11
126	11
55	-1
11	-1
15	121
103	-1
58	138
54	117
10	10
126	108
126	103
124	-1
121	126
15	-1
121	124
117	103
126	124
20	-1
112	124
20	55
136	60
126	-1
60	-1
58	10
11	103
103	103
126	20
132	15
138	-1
121	-1
58	15
136	-1
55	44
58	124
68	44
10	10
102	121
9	-1
18	15
15	102
10	-1
102	-1
107	-1
108	108
20	112
117	133
20	65
107	60
117	121
133	-1
10	133
10	121
10	117
124	-1
130	44
65	-1
18	124
112	9
65	60
60	-1
37	108
121	65
125	-1
65	36
36	-1
124	130
112	-1
44	44
36	20
37	-1
108	133
15	-1
121	112
37	37
65	124
37	44
102	65
112	130
20	44
18	-1
130	-1
121	-1
60	36
130	133
44	-1
124	125
124	121
117	-1
15	60
107	117
108	-1
15	108
112	36
20	10
130	10
133	15
20	-1
18	18
65	112
121	107
60	121
20	-1
15	20
36	36
10	37
112	-1
108	10
108	-1
133	44
9	-1
133	20
36	-1
15	-1
133	-1
102	112
37	124
65	-1
125	-1
102	125
60	9
20	108
44	60
107	-1
133	37
133	36
107	18
65	9
125	121
124	112
36	102
20	130
10	-1
44	65
44	-1
20	60
102	124
15	37
130	-1
125	125
18	65
18	-1
124	108
117	-1
124	133
124	-1
102	-1
107	36
18	9
130	65
36	15
102	60
36	10
20	20
36	124
60	-1
121	-1
112	117
37	-1
44	18
102	133
65	125
117	37
112	44
18	112
124	9
15	15
108	36
112	108
133	133
10	-1
108	-1
107	125
9	-1
36	-1
37	18
107	112
10	18
44	-1
65	-1
37	36
18	-1
20	102
121	20
60	-1
107	-1
108	130
117	-1
124	-1
108	18
107	124
102	102
44	102
130	102
130	130
112	-1
15	-1
60	108
133	18
102	37
37	20
10	112
130	-1
10	125
20	-1
44	10
18	36
9	117
15	107
133	-1
125	36
102	18
125	-1
121	121
102	-1
37	-1
44	121
37	130
37	121
18	60
133	125
121	-1
102	108
130	121
60	130
112	60
124	20
9	9
18	121
124	60
44	36
9	-1
121	-1
65	133
9	108
15	-1
36	121
102	9
130	-1
124	117
20	-1
133	60
108	-1
65	108
15	130
112	-1
117	102
125	44
10	-1
125	20
36	117
44	-1
9	15
37	-1
9	121
130	117
9	20
125	-1
20	107
124	-1
65	-1
37	112
44	9
18	-1
130	18
60	10
121	15
107	107
60	-1
107	-1
60	60
133	112
37	60
125	117
36	9
117	-1
18	20
44	124
36	-1
10	107
117	65
117	15
133	-1
102	-1
15	10
36	-1
37	-1
124	15
124	10
133	9
108	-1
117	-1
117	117
44	117
130	9
107	102
124	124
9	10
15	125
124	-1
130	36
125	60
112	125
108	44
125	-1
117	60
108	117
130	107
102	-1
130	-1
107	-1
18	-1
10	65
9	107
107	65
108	107
37	125
9	125
44	107
20	-1
10	-1
37	65
121	-1
133	-1
117	18
112	15
9	37
112	-1
108	125
125	18
107	133
130	125
37	107
121	108
10	102
15	44
44	-1
65	-1
121	133
9	-1
60	-1
65	65
15	-1
15	65
117	20
112	112
121	-1
121	50
15	-1
134	20
108	-1
134	-1
15	140
139	10
15	1
40	131
61	-1
140	20
1	139
127	-1
50	-1
140	-1
140	124
131	-1
20	-1
40	-1
40	108
44	140
139	-1
139	127
60	60
117	-1
131	140
108	108
20	61
1	61
124	139
124	-1
57	134
121	127
112	117
131	15
112	-1
60	50
57	57
10	-1
57	124
121	40
15	50
40	112
10	127
1	-1
121	1
44	-1
139	140
50	124
57	-1
140	140
131	20
134	139
40	1
44	139
60	-1
140	60
20	112
57	127
134	124
57	40
61	-1
112	127
112	-1
117	121
20	127
121	-1
112	112
108	140
112	121
139	-1
57	-1
44	44
124	10
139	50
134	-1
61	10
44	112
127	-1
20	117
50	140
20	-1
134	15
121	15
1	1
124	-1
131	108
50	127
1	-1
108	57
10	-1
127	117
61	131
139	57
50	-1
60	15
50	50
50	117
61	112
140	-1
60	-1
117	-1
44	50
127	134
124	124
15	-1
61	121
1	124
112	15
139	112
121	20
112	140
15	15
40	44
124	40
108	-1
134	117
60	61
121	121
40	-1
10	1
44	-1
131	-1
40	-1
60	139
20	-1
124	15
124	-1
108	-1
61	50
121	-1
20	60
121	124
131	-1
40	60
40	20
127	61
50	-1
121	140
117	-1
131	134
10	-1
124	60
139	-1
1	-1
127	127
15	61
127	-1
140	-1
60	121
1	57
140	1
117	44
121	57
131	117
57	-1
15	57
134	44
112	-1
134	134
20	44
20	15
44	10
40	117
117	108
40	134
40	10
112	57
1	117
50	112
15	-1
20	50
140	10
50	40
44	-1
15	40
61	-1
131	57
44	57
1	20
112	134
134	-1
60	-1
57	61
44	60
50	131
108	139
108	-1
60	10
140	-1
60	-1
57	-1
131	124
60	112
20	10
57	60
61	-1
134	140
108	50
139	139
117	61
44	-1
124	108
60	131
108	10
10	-1
121	44
131	131
50	57
134	108
44	131
134	50
108	1
112	108
127	-1
117	139
57	20
121	139
121	-1
61	44
60	108
10	117
60	117
61	139
1	50
117	15
117	124
134	121
20	20
108	127
15	-1
40	-1
20	-1
10	57
44	124
117	-1
131	-1
50	-1
1	-1
121	108
139	-1
60	134
121	10
134	-1
61	61
124	-1
112	-1
117	-1
15	-1
10	-1
10	10
60	127
44	-1
61	108
134	61
44	1
140	117
57	-1
140	-1
131	10
121	131
40	127
131	139
134	10
1	127
139	20
127	-1
108	-1
117	117
124	61
15	108
10	50
40	-1
127	140
40	140
134	1
139	40
134	-1
10	15
44	108
112	-1
131	-1
127	131
44	15
124	-1
112	131
124	20
40	40
127	44
20	108
124	112
140	57
10	112
50	-1
61	40
1	-1
117	57
61	-1
1	60
121	-1
127	124
112	1
15	127
140	61
131	1
60	-1
20	-1
139	-1
15	139
