,Subj,Mask,S2S,S2B,B2B,B2S
0,105,rACC,0.03958473475526708,-0.08506547611883655,0.16417174739004714,0.05203714712414445
1,105,rACC,0.4694814918025282,-0.19308425836445917,-0.06259819080131973,0.34529573536123154
2,105,rACC,0.35724696574494036,-0.2624195463033562,-0.2535764380794839,-0.14574570392768368
3,105,rACC,-0.09358041742091563,0.2613398272311912,-0.04079793300194351,-0.5353514216032087
4,105,rACC,-0.061120653457753714,0.051360772807393595,0.16783622192584055,0.07683547060151019
5,105,rACC,0.028885906643038223,0.010080807155867667,0.10990675198604734,0.22917468590256249
6,105,rACC,-0.025684394939927146,-0.036345518322621784,-0.4382965088860886,0.02108683715442789
7,105,rACC,0.1375574095477376,0.008406063899546588,0.195715110469294,-0.009198942648453813
8,105,rACC,0.124565277713452,-0.05445793437962493,-0.15239268967440953,-0.3108644906999283
9,105,rACC,0.0558897728167902,-0.06709435490193646,-0.005186665740631799,-0.16714258541394378
10,105,rACC,-0.023596576793716875,-0.012602014948394327,0.2534865767185687,-0.36653535708938256
11,105,rACC,-0.03541270363246625,-0.20845561918762204,-0.22071129715398602,-0.3389282336792457
12,105,rACC,0.21387873270371563,-0.0845357965835541,-0.08268214127480224,0.18583268544033332
13,105,rACC,-0.1414425254937773,-0.2629149947318584,-0.18675318070934505,-0.16055515595326741
14,105,rACC,0.59550524021378,0.011783003762690179,0.06374935153045665,0.11409756734148725
15,105,dACC,0.43962832092002085,-0.18041838252120335,0.28784477938054204,-0.12929710122774168
16,105,dACC,0.1565956791247401,-0.4095760390560947,-0.1923347196916887,-0.25812713807100474
17,105,dACC,0.38839885838169314,0.18145575048466953,0.37219460458247333,0.08930587068729195
18,105,dACC,-0.2918201540945422,-0.06682126781609898,-0.012913307876046495,-0.31130076639093884
19,105,dACC,-0.48273322454692524,0.10962523063905524,0.18540813822965263,-0.27959926686339925
20,105,dACC,0.05304507428568616,0.071304707528038,0.05875965989907016,0.2864531716834546
21,105,dACC,-0.08629587118379481,-0.1223206359096685,-0.2088647655900568,0.09084970450066794
22,105,dACC,-0.0522565471592033,0.2241129768934227,0.3003423261135275,-0.04951675162034421
23,105,dACC,0.10200969350186945,-0.21819282488367392,-0.11870409239889121,0.036385997734379505
24,105,dACC,-0.18797630231149773,-0.022364276832305227,0.01133685826536577,-0.5215813985870221
25,105,dACC,-0.13176113474228818,0.13188203071205135,0.2645324684455134,-0.023585981301228236
26,105,dACC,0.03334993877462918,-0.06806942086659191,-0.1273214682275272,-0.17341492002912232
27,105,dACC,0.13385761411905256,-0.08985081295045973,0.08214584366534373,0.28663454881735795
28,105,dACC,-0.07742998445714425,-0.22430788194110174,0.08771947705938082,-0.13160796336590688
29,105,dACC,0.31884037618809896,-0.13494276410361705,0.30186285248795164,-0.1272186663670248
30,105,vlPFC,0.1490572152085403,-0.009865092916429001,0.027927785249905995,-0.19363814102000312
31,105,vlPFC,0.4816854872268282,-0.10261503746326595,0.027758674377895715,-0.3312743909424289
32,105,vlPFC,0.07978406633833557,0.09550199015588903,-0.032428228086180615,0.17993053179054297
33,105,vlPFC,-0.08418126000344679,0.2788222142742722,-0.07256407046066574,-0.2784778521840761
34,105,vlPFC,0.15315353076301982,0.052564706603973936,0.05011537997791825,-0.21633611499227956
35,105,vlPFC,-0.08444143633860418,-0.0661169816315144,-0.0013634957453728981,-0.13954745815289024
36,105,vlPFC,0.1194738499812756,-0.11976001792454724,-0.06547059892521967,0.0693831374477191
37,105,vlPFC,0.08967899746970788,-0.11513984284992303,0.075024150451374,-0.22585106849806164
38,105,vlPFC,0.3262539352981628,0.04642593415653122,-0.08525370496029393,0.03078727244557933
39,105,vlPFC,0.02331431055580411,-0.012261640918928972,-0.050485323076637334,-0.2533966688345169
40,105,vlPFC,-0.16952296503360412,0.20077176118780815,0.11984723556610472,0.22188623993321768
41,105,vlPFC,-0.016924441500508085,-0.2692603756334247,-0.48554328760033877,-0.14204987836477123
42,105,vlPFC,0.19016232816785067,0.06036992175014445,-0.055972117391397104,0.159480600292936
43,105,vlPFC,-0.10149343187177526,-0.006984012015152775,-0.030423425138374812,0.089615560951342
44,105,vlPFC,-0.12222988020013299,0.07290556962841835,0.09301804052574256,0.19152565170055919
45,105,vmPFC,-0.19280390159557528,-0.0409956269306214,-0.10647099424163885,-0.04453783685166722
46,105,vmPFC,0.23051842850634557,-0.02816098778058898,-0.1865728924182641,0.28631047872000825
47,105,vmPFC,0.17966254856560415,0.21661170865047666,0.2588701638145466,0.2815070284854182
48,105,vmPFC,-0.19309780346582073,-0.023842377532094873,-0.08425022508800124,-0.6206617052817317
49,105,vmPFC,0.20818881852600768,-0.12651096084290286,-0.059851763122269516,-0.20350276198075773
50,105,vmPFC,-0.08813878099172064,-0.05179590271584262,0.06414299669508114,0.13426905497482114
51,105,vmPFC,-0.1967651203585801,-0.20693033157900742,-0.25084235982257547,-0.029097608935042398
52,105,vmPFC,0.08998998422988727,-0.18478255761344908,0.028137376023276525,0.19144689015667815
53,105,vmPFC,0.13099680425822965,0.08414645352192149,-0.016849315166376784,-0.027114002794201945
54,105,vmPFC,0.15986849059356337,-0.06917021056177082,-0.04175642066961851,-0.2740060822450736
55,105,vmPFC,-0.0949892452425579,0.1462336013974368,0.10587231687072113,-0.46881892449181156
56,105,vmPFC,-0.16278111087657812,-0.22701402014928854,-0.412092580220876,-0.49175287033909443
57,105,vmPFC,0.1797997287064729,-0.06295056979216376,0.02227377503815229,0.18050542389833701
58,105,vmPFC,-0.6356142746319299,-0.21799180614447042,-0.33454798475674097,-0.2843047058174789
59,105,vmPFC,0.3945724726998288,-0.06805232246478564,0.35394128711921435,-0.4486580734905353
60,105,OFCant,0.31521158110354347,-0.23091355279179632,-0.08285071675336839,-0.06015353240894564
61,105,OFCant,0.037546097266542865,-0.17043568555694227,-0.06483984910815899,-0.2634817622229534
62,105,OFCant,-0.033864916360263814,0.04614048840408718,0.2455201321132008,0.2156960569104458
63,105,OFCant,0.00568120615148738,0.204078821970011,-0.04253157092566588,-0.25551839155296346
64,105,OFCant,-0.10442696770454833,-0.009668760414882165,0.21307449727218145,-0.5245105672536563
65,105,OFCant,-0.18260443454421532,0.16648070842579343,0.06955488347984898,-0.31885972473784385
66,105,OFCant,0.1155026067743383,0.1420921873040349,-0.18810889046740747,-0.3492517959421589
67,105,OFCant,0.29913609706245053,-0.16998177769400777,0.20149401910322806,0.19585983581900393
68,105,OFCant,0.49383723682978076,0.0923770166260939,-0.02682110973538919,0.31449542627266275
69,105,OFCant,-0.23451540838784576,-0.16496836733621892,-0.17453157904898087,-0.2882208174088037
70,105,OFCant,-0.019692997357133174,0.22404944301216792,0.23994821236592834,0.061001288030433545
71,105,OFCant,-0.3935860683627282,-0.002391892234570016,-0.33777789340467695,-0.013014167330458098
72,105,OFCant,0.20408330633543992,-0.10792148098085835,-0.05123343468252531,0.060877041642468856
73,105,OFCant,-0.14689707355936238,-0.21261645537896318,-0.19718750366474028,-0.005631892738171379
74,105,OFCant,0.04322646749452429,-0.061039604434214606,0.12371217623113671,0.48059163075686345
75,105,OFClat,0.3604463889624805,-0.14732568437378585,-0.20819005665441578,0.15043729052116117
76,105,OFClat,0.4407425389469386,0.06615880829255039,0.08129606687936708,-0.08682740056863089
77,105,OFClat,0.3657876262543931,-0.06512459403795073,0.21597160087560444,0.43668527645005784
78,105,OFClat,0.12349723454923212,0.15554222467688994,0.14247320103361807,0.0027259100790180046
