,Subj,Mask,S2S,S2B,B2B,B2S
0,105,rACC,0.10945055068,-0.0616003359324,-0.0325419523535,-0.0673307841393
1,105,dACC,0.0210301557867,-0.0545655740416,0.0861339102896,-0.08104137736
2,105,vlPFC,0.0689180204041,0.00702393976026,-0.032387532349,-0.0558641718951
3,105,vmPFC,0.000627135928212,-0.0574137273691,-0.043999774663,-0.121227713066
4,105,OFCant,0.0265757821828,-0.0169812607387,-0.00483857514836,-0.0500080914776
5,105,OFClat,0.112580481244,-0.0142864801672,0.0683547515773,0.00915403387327
6,105,OFCmed,-0.0607277516042,-0.0125126325157,-0.0675344706708,-0.0870430302979
7,105,OFCpost,-0.0048771674846,-0.0246670666413,-0.0754934101623,-0.130111273065
8,105,dmPFC,0.00739751687701,-0.00987932438418,-0.0179079186604,-0.187417679928
9,105,dlPFC,-0.00544271668054,-0.0100614688612,-0.0192138405748,-0.231753523702
10,105,MFG,-0.0781926712494,-0.016782173183,-0.0178659320628,-0.200883357636
11,105,IFG,-0.113731054965,-0.0547717044769,-0.0487304675582,-0.0788120628947
