,Subj,Mask,S2S,S2B,B2B,B2S
0,105,rACC,0.10945055068,-0.104387016555,0.0284131726984,-0.089371582735
1,105,dACC,0.0210301557867,-0.143705083432,0.0133499909108,-0.106945895813
2,105,vlPFC,0.0689180204041,-0.0224410522583,0.138576968059,-0.0155726834869
3,105,vmPFC,0.000627135928212,-0.0360256665015,-0.0225571134592,-0.0521469249723
4,105,OFCant,0.0265757821828,0.0132148080829,0.00258201470215,-0.0476420050656
5,105,OFClat,0.112580481244,-0.12825460179,-0.0395207054042,-0.0103684697784
6,105,OFCmed,-0.0607277516042,-0.050403726608,0.141032786831,-0.0832227484307
7,105,OFCpost,-0.0048771674846,-0.0977262887872,-0.0234197085613,-0.167192779038
8,105,dmPFC,0.00739751687701,0.0264486059173,-0.0251191717833,-0.183813713672
9,105,dlPFC,-0.00544271668054,0.0147513822873,0.0188518441312,-0.121416164609
10,105,MFG,-0.0781926712494,-0.0355719216561,0.0878758059384,-0.155538283219
11,105,IFG,-0.113731054965,-0.122102051404,0.172133916877,-0.126327170942
