4.5959	3.857	0	3
15.319	3.6575	0	5
24.492	3.9342	1	2
34.709	3.4074	1	5
45.003	1.9654	1	4
52.904	2.2892	1	2
64.818	3.5948	0	4
72.489	4.7797	0	4
81.208	2.1132	1	4
89.539	2.3456	1	3
101.38	2.0004	0	3
111.26	2.2867	1	3
122.36	1.5419	1	5
134.7	2.3272	1	1
147.19	1.0445	1	1
158.79	2.1392	1	3
168.93	1.7053	1	5
176.91	2.0954	0	5
187.45	2.0186	0	4
199.62	1.5999	1	3
210.47	2.5566	0	4
220.19	2.7588	1	5
228.99	2.3046	1	2
239.79	3.4628	0	3
251.05	2.0468	0	1
259.62	1.6851	0	4
270.81	1.3436	1	4
282.83	3.7954	0	5
290.89	2.5075	1	4
303.13	4.7709	0	2
310.96	1.1751	1	5
322.31	4.3663	1	2
334.08	1.3427	1	5
343.88	1.3864	1	2
353.02	3.5398	1	4
362.48	1.6013	1	1
374.17	1.6926	0	5
384.62	1.6532	1	3
394.58	1.7383	0	3
406.02	2.2631	1	5
415.64	1.3598	0	3
428.07	2.2192	0	1
439.58	2.4634	0	3
449.13	1.3326	0	1
460.06	1.3653	0	2
469.03	4.4379	0	4
480.06	2.2465	0	2
488.72	1.9378	0	5
496.21	2.4952	0	1
506.58	1.906	1	4
515.89	2.1413	0	5
523.47	3.3008	0	2
531.22	3.6255	1	4
540.1	1.6208	1	3
549.49	4.6255	1	1
560.1	1.8724	1	2
568.59	1.6906	1	5
576.74	2.5901	0	1
585.81	2.0157	0	3
597.9	1.9409	0	5
603.13	1.9256	1	4
608.49	1.7742	0	1
