4.4017	1.7165	4
15.6	1.5072	5
42.927	1.8934	0
51.158	2.8151	4
60.803	1.4062	14
69.44	1.5128	8
81.128	2.6438	5
93.208	1.6043	10
113.61	1.9482	4
163.1	1.3219	5
173.38	1.8084	3
182.52	1.5273	2
191.32	1.3309	5
200.38	1.4166	10
212.23	1.5154	8
221.61	2.7485	3
239.81	1.9864	1
266.33	1.5799	10
294.89	1.7808	5
314.65	2.0534	1
323.39	2.4886	3
355.87	2.0834	2
375.96	2.6897	3
387.48	3.2934	2
397.85	1.954	7
410.34	1.6829	14
421.36	1.9893	1
429.04	1.5334	3
439.73	2.0332	2
451.66	1.7625	3
471.9	2.2037	3
483.25	1.5423	5
501.04	2.0672	2
535.51	2.3286	0
543	2.0636	3
553.79	1.6536	10
563.26	1.6239	4
575.59	2.4223	1
584.81	2.8947	1
594.6	2.4983	6
604.14	2.2693	2
609.35	2.3164	5
