5.7197	2.0008	5
24.329	1.7645	3
36.25	2.0587	4
48.008	1.8499	1
60.015	1.5025	4
72.191	2.0432	3
80.993	1.8189	5
90.303	1.8594	3
111.94	1.7751	3
123.29	2.1216	2
134.24	1.5992	2
152.19	1.4901	3
170.71	1.2726	4
189.49	1.706	4
206.78	2.065	2
215.03	1.7156	2
234.29	1.4688	5
252.65	1.8869	5
263.91	2.0691	3
273.38	2.0428	4
295.27	1.4363	3
322.93	1.6128	4
333.79	1.7606	3
344.32	1.9398	3
363	1.9569	1
372.39	1.5593	3
380.55	1.6017	5
389.6	1.6925	1
422.92	1.8312	9
441.78	1.5043	3
454.19	1.7368	5
473.94	2.1931	3
482.69	2.0874	3
505.8	1.869	4
518.05	2.5265	1
528.76	1.4676	2
537.3	2.1065	2
548.42	1.7474	5
558.2	2.0946	3
594.69	2.0825	1
603.23	2.3951	3
609.05	1.849	4
