5.7281	1.9717	1
15.851	1.8392	1
24.327	2.4155	1
36.25	2.7929	1
48.011	1.7506	1
60.016	1.8467	1
72.203	2.3485	1
81.008	3.4816	1
90.306	1.6069	1
99.455	2.0648	1
111.95	4.3662	1
134.25	2.7189	1
144.28	1.877	1
152.2	1.7181	1
159.69	2.2791	1
170.72	1.7718	1
179.62	1.7447	1
198.47	1.9489	1
206.78	1.991	1
252.64	1.6893	1
263.91	3.4821	1
273.38	1.8915	1
283.67	1.8719	1
295.26	2.292	1
303.1	2.0281	1
322.93	1.6573	1
333.79	1.4187	1
344.32	3.243	1
363.01	1.896	1
372.41	2.9229	1
401.45	3.1178	1
411.41	2.5661	1
432.57	1.4663	1
441.78	2.1779	1
464.41	4.5649	1
473.96	1.7654	1
505.8	3.3758	1
528.76	2.1971	1
548.43	2.7118	1
578.38	1.5989	1
587.03	1.3815	1
603.95	3.285	1
