,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.021390611797125314,-25.95946692498249,3442516.8149127387,-0.0488289775313972,0.020943292887140363,-23.302345745739657,3442647.4337504855,-0.041062924320359497,0.03250749085016191,-62.982657871098034,3439262.8817030005,-0.13496423436534047,0.02561367729901587,-43.778746080311976,3441292.2758300537,-0.08653430032047177,rACC
dACC,0.02502747986283982,-20.84098011481441,3334943.468711616,-0.039310866133218825,0.024680403220801672,-18.234057837023126,3335045.1996136117,-0.03129606007352829,0.033274483284472356,-53.64080740776987,3332527.0565168457,-0.1199887157489638,0.02569651759147429,-25.13788608134576,3334758.8293485073,-0.05275648764263203,dACC
vlPFC,0.021637030176168137,-40.82084751887012,3564747.889538203,-0.07595006309598179,0.020303551062944902,-35.70773677324371,3565137.192391681,-0.06377799600775537,0.020731263625893837,-37.43581479086937,3565023.944607855,-0.08577478274046013,0.02388620415550302,-48.26774153355864,3564101.613212703,-0.09424011498029172,vlPFC
vmPFC,0.027394482073892834,-44.944839474603285,3315385.240399244,-0.08376026964838329,0.025949438058995744,-39.91264264668714,3315809.585403588,-0.07157822671568752,0.031778395974511264,-57.65694529526638,3314105.5750967236,-0.12628221856377822,0.032257871413238326,-58.8861713473173,3313963.9969164953,-0.11425688193553488,vmPFC
OFCant,0.023910420215965678,-47.64592904817903,3350847.1907569584,-0.08838951682526139,0.021792217499349564,-40.57475799986536,3351466.7804917,-0.07259378306495498,0.019022755060594698,-28.909413768499594,3352286.410803863,-0.06990999262005348,0.028901623634506324,-61.252337408665454,3349393.457347762,-0.11789840296052294,OFCant
OFClat,0.02196360928304264,-49.71106195848152,3272115.933269474,-0.09201677550694831,0.01986008263247907,-43.04042312545959,3272730.011303848,-0.07712339379923114,0.014913371715172707,-20.221607648528018,3274180.478987621,-0.051133248690340256,0.02569743777620659,-59.80815549622374,3271034.2278474113,-0.11477016232754973,OFClat
OFCmed,0.029169502367119016,-44.32980577375113,3041379.74820983,-0.08241871343612152,0.027486994377469598,-38.30468590311112,3041874.6680224896,-0.06819407672010136,0.029953042050285483,-46.88914087714477,3041160.535613343,-0.10702226262919726,0.03338594326863831,-56.758029687533345,3040147.241964982,-0.11049115823806033,OFCmed
OFCpost,0.027523603925158957,-39.29932285759671,3087261.913683006,-0.07308685494752888,0.026319463215576433,-34.48272909489582,3087615.60679803,-0.061023481568228066,0.028071054298624887,-41.31952346071787,3087112.5289526945,-0.09625368521970282,0.030030357926928652,-47.834022847123286,3086535.759151726,-0.09415008238681281,OFCpost
dmPFC,0.014479937861454961,-6.352657044918486,3889440.7082137964,-0.012364206830404895,0.014506609507667023,-6.934896934880275,3889432.972731397,-0.010908729864901698,0.028949925881373684,-65.58243552196106,3885224.5355295492,-0.13650610632330282,0.014528277716576832,-7.441674563484478,3889438.2513257153,-0.0187553795953011,dmPFC
dlPFC,0.013676019266054551,-9.149402906359109,4101095.793132412,-0.01754741826546488,0.013659326252142723,-8.881042705700342,4101100.630495219,-0.014598489955898294,0.02738396389664932,-64.14198003793139,4097107.121640129,-0.133410160137099,0.013937520428001782,-12.670142858250296,4101031.5667795828,-0.028297070941008678,dlPFC
MFG,0.015088868592391003,-15.073767622729472,4050384.885385567,-0.028501979054606438,0.014956325891701594,-13.73788967309567,4050423.3469302584,-0.023466601051518075,0.0260198828137842,-58.63894935439751,4047206.5136608128,-0.12380917082295763,0.015796288377341372,-20.82838897546922,4050191.080217831,-0.043535759056839124,MFG
IFG,0.01557055038477162,-11.50666483816201,3788577.9217181937,-0.021947926394843536,0.015507394603015978,-10.679861821906691,3788596.258020506,-0.017814118018018056,0.026240916139509407,-57.15622410392085,3785474.497590227,-0.12187574861128266,0.015528113945009081,-11.003528882975,3788601.8057121392,-0.025490590122771176,IFG
