3.1839	2.4435	1
32.155	3.3397	1
44.334	2.2173	1
56.827	1.8211	1
68.509	2.0686	1
76.34	2.7424	1
96.821	1.7006	1
106.61	2.5317	1
117.4	2.4573	1
129.25	2.4922	1
139.21	1.8991	1
151.13	2.1619	1
161.17	2.6469	1
170.89	2.0448	1
180.77	1.9326	1
203.46	1.7644	1
212.52	1.9617	1
220.2	1.782	1
231.29	2.8116	1
241.59	1.4015	1
273.18	1.9157	1
291.7	2.0202	1
302.56	1.8916	1
323.72	1.5573	1
334.07	1.6272	1
343.22	1.5217	1
391.13	2.4651	1
400.52	1.6883	1
412.53	1.7648	1
429.66	2.2282	1
439.86	1.6834	1
459.21	2.0957	1
477.4	1.2001	1
497.82	2.6906	1
510.23	1.6838	1
517.72	1.7592	1
526.05	1.512	1
554.77	1.9269	1
573.96	1.9107	1
582.44	1.8827	1
602.78	2.5907	1
608.63	1.9629	1
