Day,fMRI Run,Trial Categ,Stimulus Value,Item 1 Value,Item 2 Value
1,2,0,4,4,-1
1,2,1,6,7,4
1,2,0,5,5,-1
1,2,1,3,4,4
1,2,1,3,1,1
1,2,1,5,5,6
1,2,1,7,5,5
1,2,0,4,4,-1
1,2,1,8,5,6
1,2,0,8,8,-1
1,2,0,2,2,-1
1,2,0,7,7,-1
1,2,1,5,7,4
1,2,0,3,3,-1
1,2,1,3,3,7
1,2,1,10,5,5
1,2,0,5,5,-1
1,2,0,1,1,-1
1,2,1,10,5,7
1,2,1,8,1,5
1,2,1,5,6,5
1,2,0,5,5,-1
1,2,1,4,2,4
1,2,1,5,5,5
1,2,0,2,2,-1
1,2,0,7,7,-1
1,2,1,5,6,2
1,2,0,1,1,-1
1,2,1,10,7,7
1,2,1,8,7,3
1,2,1,4,7,1
1,2,0,7,7,-1
1,2,1,4,6,5
1,2,1,7,6,4
1,2,0,6,6,-1
1,2,0,5,5,-1
1,2,1,5,6,1
1,2,1,10,5,7
1,2,1,5,2,4
1,2,1,6,5,4
1,2,1,4,7,5
1,2,1,9,5,2
1,2,1,10,5,7
1,2,1,7,6,1
1,3,1,7,7,6
1,3,1,5,1,5
1,3,1,5,6,4
1,3,1,7,4,5
1,3,0,2,2,-1
1,3,1,4,7,2
1,3,1,8,6,3
1,3,0,7,7,-1
1,3,1,13,7,7
1,3,0,6,6,-1
1,3,0,5,5,-1
1,3,1,5,2,5
1,3,1,6,7,7
1,3,1,4,5,2
1,3,1,3,4,4
1,3,1,2,2,1
1,3,1,6,4,4
1,3,1,9,3,6
1,3,0,7,7,-1
1,3,1,7,7,5
1,3,1,9,3,3
1,3,1,8,7,7
1,3,0,5,5,-1
1,3,1,10,7,7
1,3,0,8,8,-1
1,3,1,7,2,5
1,3,0,2,2,-1
1,3,0,7,7,-1
1,3,1,7,5,4
1,3,1,8,8,3
1,3,1,5,5,5
1,3,1,5,7,2
1,3,0,1,1,-1
1,3,1,10,7,7
1,3,1,2,1,1
1,3,0,4,4,-1
1,3,0,1,1,-1
1,3,1,7,7,4
1,3,1,4,2,4
1,3,0,5,5,-1
1,3,1,10,5,7
1,3,1,5,4,5
1,3,0,3,3,-1
1,3,1,6,7,4
1,3,1,8,4,7
1,3,0,7,7,-1
1,3,1,3,5,5
1,3,1,7,6,6
1,3,0,6,6,-1
1,3,1,6,6,4
1,3,1,5,1,4
1,3,1,5,5,4
1,3,1,7,4,5
1,3,0,5,5,-1
1,3,1,7,4,5
1,3,1,12,7,5
1,3,0,4,4,-1
1,3,1,4,8,4
1,3,1,8,5,3
1,3,1,5,2,6
1,3,0,4,4,-1
1,3,0,4,4,-1
1,4,1,7,8,2
1,4,0,2,2,-1
1,4,1,12,7,5
1,4,1,7,2,3
1,4,1,4,2,8
1,4,1,3,8,6
1,4,0,1,1,-1
1,4,0,6,6,-1
1,4,1,4,4,1
1,4,0,5,5,-1
1,4,0,7,7,-1
1,4,1,5,5,4
1,4,1,7,4,7
1,4,1,7,1,7
1,4,0,5,5,-1
1,4,1,6,6,5
1,4,1,8,7,8
1,4,1,4,4,2
1,4,0,5,5,-1
1,4,1,9,7,4
1,4,1,5,1,7
1,4,0,8,8,-1
1,4,1,12,7,4
1,4,0,7,7,-1
1,4,0,4,4,-1
1,4,0,6,6,-1
1,4,0,4,4,-1
1,4,1,3,1,4
1,4,1,3,8,1
1,4,1,5,4,1
1,4,1,10,5,7
1,4,1,6,2,2
1,4,1,10,5,8
1,4,1,6,5,2
1,4,1,3,4,5
1,4,1,9,6,5
1,4,0,7,7,-1
1,4,1,8,7,7
1,4,1,4,2,7
1,4,0,5,5,-1
1,4,0,2,2,-1
1,4,1,6,7,1
1,4,1,9,3,5
1,4,1,5,6,6
1,4,0,3,3,-1
1,4,1,2,2,2
1,4,1,7,5,5
1,4,1,3,4,1
1,4,1,4,2,5
1,4,1,5,5,7
1,4,0,4,4,-1
1,4,1,10,8,7
1,4,1,5,2,7
1,4,1,5,8,5
1,4,1,3,2,6
1,4,0,7,7,-1
1,4,1,3,4,5
1,4,1,4,4,6
1,4,1,4,5,8
1,4,1,5,1,6
1,4,0,4,4,-1
1,4,0,1,1,-1
1,5,0,6,6,-1
1,5,1,7,7,2
1,5,0,5,5,-1
1,5,1,7,7,4
1,5,1,8,4,7
1,5,0,1,1,-1
1,5,1,8,7,4
1,5,0,6,6,-1
1,5,1,2,1,2
1,5,0,4,4,-1
1,5,1,13,7,7
1,5,1,4,5,1
1,5,1,4,4,4
1,5,0,4,4,-1
1,5,1,7,7,2
1,5,1,5,6,4
1,5,1,5,7,4
1,5,0,5,5,-1
1,5,1,4,3,5
1,5,1,8,6,4
1,5,1,3,4,4
1,5,1,3,1,7
1,5,0,2,2,-1
1,5,0,3,3,-1
1,5,1,4,2,5
1,5,1,7,5,5
1,5,1,7,7,4
1,5,1,3,4,4
1,5,1,7,7,4
1,5,0,7,7,-1
1,5,0,4,4,-1
1,5,1,6,7,5
1,5,0,8,8,-1
1,5,1,6,3,4
1,5,1,4,2,4
1,5,1,2,1,1
1,5,1,9,7,6
1,5,1,8,7,8
1,5,0,1,1,-1
1,5,1,3,5,7
1,5,0,7,7,-1
1,5,1,5,5,1
1,5,1,3,4,8
1,5,1,5,7,1
1,5,0,2,2,-1
1,5,1,7,4,1
1,5,1,6,2,7
1,5,1,10,7,5
1,5,0,7,7,-1
1,5,0,5,5,-1
1,5,1,4,3,1
1,5,1,5,4,8
1,5,1,9,8,8
1,5,1,6,7,2
1,5,1,7,6,7
1,5,0,4,4,-1
1,5,0,5,5,-1
1,5,1,8,3,7
1,5,0,7,7,-1
1,5,1,13,7,5
1,5,1,5,3,1
1,5,1,6,5,5
2,1,1,2,1,1
2,1,1,8,4,2
2,1,0,2,2,-1
2,1,1,7,2,4
2,1,1,11,4,4
2,1,0,1,1,-1
2,1,0,4,4,-1
2,1,0,5,5,-1
2,1,1,9,5,5
2,1,1,5,1,3
2,1,1,8,5,7
2,1,1,8,1,9
2,1,1,6,5,6
2,1,1,5,5,2
2,1,0,7,7,-1
2,1,1,6,1,7
2,1,1,4,1,2
2,1,1,6,1,5
2,1,0,1,1,-1
2,1,1,9,8,4
2,1,0,9,9,-1
2,1,1,4,2,1
2,1,1,5,3,2
2,1,1,11,9,6
2,1,0,6,6,-1
2,1,1,9,1,5
2,1,1,11,2,9
2,1,0,6,6,-1
2,1,1,10,9,4
2,1,0,4,4,-1
2,1,1,6,1,8
2,1,0,3,3,-1
2,1,1,10,4,4
2,1,1,6,4,1
2,1,0,1,1,-1
2,1,1,9,5,7
2,1,0,4,4,-1
2,1,1,6,2,3
2,1,1,2,1,1
2,1,1,9,9,1
2,1,1,7,1,4
2,1,1,10,4,9
2,1,1,5,3,8
2,1,1,7,1,4
2,1,0,2,2,-1
2,1,0,8,8,-1
2,1,0,2,2,-1
2,1,1,10,6,4
2,1,1,10,8,7
2,1,0,4,4,-1
2,1,1,10,1,6
2,1,1,4,1,2
2,1,0,5,5,-1
2,1,1,9,4,6
2,1,1,7,5,5
2,1,0,5,5,-1
2,1,1,9,4,5
2,1,1,7,3,4
2,1,1,3,1,1
2,1,1,5,8,1
2,1,1,7,7,4
2,1,0,1,1,-1
2,2,1,4,2,2
2,2,1,7,9,3
2,2,1,5,2,5
2,2,1,6,6,2
2,2,0,1,1,-1
2,2,1,5,4,1
2,2,1,7,4,4
2,2,1,3,1,1
2,2,0,3,3,-1
2,2,1,7,5,1
2,2,0,5,5,-1
2,2,1,11,7,4
2,2,0,2,2,-1
2,2,1,6,7,1
2,2,0,4,4,-1
2,2,0,4,4,-1
2,2,0,7,7,-1
2,2,1,9,4,3
2,2,1,3,1,1
2,2,0,9,9,-1
2,2,0,6,6,-1
2,2,1,13,4,6
2,2,1,7,6,2
2,2,1,5,1,5
2,2,1,10,4,6
2,2,0,5,5,-1
2,2,1,6,7,1
2,2,1,11,7,4
2,2,1,9,5,2
2,2,1,8,9,2
2,2,1,12,6,2
2,2,1,6,1,3
2,2,1,9,4,4
2,2,1,5,1,8
2,2,0,1,1,-1
2,2,1,12,4,9
2,2,0,4,4,-1
2,2,1,6,1,6
2,2,1,7,4,1
2,2,1,7,4,1
2,2,0,8,8,-1
2,2,1,12,6,6
2,2,1,5,2,9
2,2,0,2,2,-1
2,2,1,5,1,5
2,2,0,5,5,-1
2,2,1,4,1,7
2,2,0,1,1,-1
2,2,0,4,4,-1
2,2,1,8,5,4
2,2,1,4,2,2
2,2,1,8,8,9
2,2,1,7,4,4
2,2,1,13,4,6
2,2,1,5,4,1
2,2,1,2,1,1
2,2,1,7,4,1
2,2,0,6,6,-1
2,2,0,2,2,-1
2,2,1,5,3,5
2,2,0,1,1,-1
2,2,1,7,4,2
2,3,1,10,4,7
2,3,1,7,9,6
2,3,1,4,5,1
2,3,1,7,3,4
2,3,1,7,2,3
2,3,1,4,1,2
2,3,1,7,4,4
2,3,1,11,5,4
2,3,1,9,3,5
2,3,1,7,7,7
2,3,0,1,1,-1
2,3,0,5,5,-1
2,3,1,10,5,6
2,3,0,2,2,-1
2,3,0,4,4,-1
2,3,1,4,1,2
2,3,1,6,5,3
2,3,1,4,1,2
2,3,0,4,4,-1
2,3,0,9,9,-1
2,3,1,6,1,4
2,3,0,2,2,-1
2,3,1,10,1,4
2,3,1,4,2,1
2,3,0,6,6,-1
2,3,0,5,5,-1
2,3,1,7,5,8
2,3,0,5,5,-1
2,3,0,1,1,-1
2,3,1,4,5,2
2,3,1,7,5,1
2,3,1,11,4,4
2,3,1,12,4,4
2,3,1,9,8,4
2,3,1,8,8,8
2,3,0,3,3,-1
2,3,0,4,4,-1
2,3,1,9,6,5
2,3,1,3,7,2
2,3,1,8,4,1
2,3,1,3,1,1
2,3,1,7,1,3
2,3,0,8,8,-1
2,3,1,6,1,6
2,3,0,1,1,-1
2,3,1,7,4,1
2,3,1,7,2,4
2,3,1,5,2,5
2,3,1,11,4,5
2,3,0,7,7,-1
2,3,1,10,6,4
2,3,1,8,4,2
2,3,0,6,6,-1
2,3,1,4,2,2
2,3,0,4,4,-1
2,3,0,1,1,-1
2,3,1,8,4,2
2,3,1,7,1,8
2,3,1,5,1,2
2,3,1,6,2,6
2,3,1,11,7,6
2,3,0,2,2,-1
2,4,1,1,4,5
2,4,1,4,8,2
2,4,1,9,6,8
2,4,1,7,3,6
2,4,1,4,1,1
2,4,1,6,2,2
2,4,1,7,2,2
2,4,1,5,1,6
2,4,1,9,4,4
2,4,0,2,2,-1
2,4,0,2,2,-1
2,4,1,12,9,7
2,4,1,4,2,5
2,4,0,4,4,-1
2,4,1,9,4,2
2,4,1,7,4,2
2,4,0,8,8,-1
2,4,1,4,1,5
2,4,0,1,1,-1
2,4,1,7,7,6
2,4,0,5,5,-1
2,4,1,10,9,5
2,4,1,9,4,8
2,4,0,3,3,-1
2,4,1,7,5,4
2,4,1,13,6,4
2,4,0,1,1,-1
2,4,1,8,6,1
2,4,1,7,4,5
2,4,0,4,4,-1
2,4,1,9,2,4
2,4,0,1,1,-1
2,4,1,8,2,2
2,4,1,9,8,5
2,4,1,5,2,1
2,4,0,6,6,-1
2,4,1,7,1,5
2,4,0,1,1,-1
2,4,0,9,9,-1
2,4,1,4,1,3
2,4,1,7,4,2
2,4,0,2,2,-1
2,4,1,6,8,2
2,4,1,5,6,1
2,4,1,8,2,4
2,4,1,10,5,5
2,4,0,6,6,-1
2,4,0,5,5,-1
2,4,1,8,6,6
2,4,1,7,7,3
2,4,1,7,1,6
2,4,1,12,6,5
2,4,1,5,4,2
2,4,0,5,5,-1
2,4,1,4,2,1
2,4,1,7,4,1
2,4,0,4,4,-1
2,4,1,8,1,5
2,4,1,6,5,9
2,4,1,6,5,4
2,4,0,7,7,-1
2,4,0,4,4,-1
2,5,1,6,4,1
2,5,0,4,4,-1
2,5,0,1,1,-1
2,5,1,6,1,4
2,5,1,3,1,1
2,5,1,9,7,2
2,5,0,5,5,-1
2,5,0,5,5,-1
2,5,1,5,5,5
2,5,1,7,4,5
2,5,1,9,8,2
2,5,1,12,5,4
2,5,1,2,1,1
2,5,1,4,2,1
2,5,1,10,4,6
2,5,0,1,1,-1
2,5,1,7,8,4
2,5,1,15,6,6
2,5,1,9,3,6
2,5,1,8,5,4
2,5,0,6,6,-1
2,5,1,8,5,6
2,5,1,8,5,5
2,5,1,10,8,5
2,5,0,4,4,-1
2,5,0,8,8,-1
2,5,0,5,5,-1
2,5,0,2,2,-1
2,5,1,8,1,9
2,5,1,8,2,5
2,5,1,9,5,9
2,5,1,13,5,5
2,5,1,10,1,6
2,5,1,9,2,6
2,5,1,11,4,5
2,5,0,1,1,-1
2,5,0,1,1,-1
2,5,1,7,1,9
2,5,0,2,2,-1
2,5,0,7,7,-1
2,5,1,3,5,2
2,5,1,7,3,4
2,5,1,4,2,1
2,5,0,3,3,-1
2,5,1,9,5,6
2,5,1,8,6,2
2,5,1,7,5,7
2,5,1,15,8,6
2,5,1,7,1,5
2,5,1,6,2,5
2,5,1,6,1,4
2,5,1,1,4,4
2,5,0,4,4,-1
2,5,0,9,9,-1
2,5,1,5,2,7
2,5,0,2,2,-1
2,5,0,6,6,-1
2,5,1,11,9,9
2,5,0,4,4,-1
2,5,1,9,4,9
2,5,1,5,5,1
2,5,1,5,3,3
3,1,0,5,5,-1
3,1,1,10,5,4
3,1,0,8,8,-1
3,1,1,6,11,1
3,1,0,10,10,-1
3,1,0,11,11,-1
3,1,1,10,8,10
3,1,1,6,7,1
3,1,1,8,8,2
3,1,1,8,9,10
3,1,0,5,5,-1
3,1,1,10,10,1
3,1,1,9,2,7
3,1,0,8,8,-1
3,1,0,4,4,-1
3,1,0,10,10,-1
3,1,1,10,10,2
3,1,0,10,10,-1
3,1,0,1,1,-1
3,1,0,9,9,-1
3,1,1,13,9,10
3,1,1,13,5,10
3,1,0,7,7,-1
3,1,1,18,7,8
3,1,1,10,5,5
3,1,0,4,4,-1
3,1,1,12,10,10
3,1,1,15,10,10
3,1,1,8,1,5
3,1,1,6,2,5
3,1,1,10,2,7
3,1,0,2,2,-1
3,1,1,10,5,11
3,1,1,8,5,8
3,1,1,9,6,4
3,1,1,14,10,8
3,1,0,6,6,-1
3,1,1,11,5,4
3,1,1,10,5,5
3,1,0,1,1,-1
3,1,1,8,5,2
3,1,1,9,5,9
3,1,1,8,8,4
3,1,1,13,9,6
3,1,1,8,1,8
3,1,0,2,2,-1
3,1,1,7,5,2
3,1,0,5,5,-1
3,1,1,13,7,10
3,1,1,8,4,2
3,1,0,5,5,-1
3,1,1,13,10,10
3,1,1,10,10,1
3,1,1,10,11,7
3,1,1,8,9,2
3,1,1,9,5,7
3,1,0,5,5,-1
3,1,1,11,10,5
3,1,1,7,1,6
3,1,1,12,5,8
3,1,1,9,11,2
3,1,1,15,5,9
3,2,0,5,5,-1
3,2,1,15,6,8
3,2,0,6,6,-1
3,2,1,7,4,5
3,2,1,9,1,8
3,2,0,5,5,-1
3,2,1,8,6,6
3,2,1,17,10,10
3,2,1,7,6,5
3,2,0,7,7,-1
3,2,0,5,5,-1
3,2,1,10,5,5
3,2,1,4,2,1
3,2,1,10,7,4
3,2,0,11,11,-1
3,2,1,7,5,1
3,2,1,8,5,6
3,2,0,8,8,-1
3,2,1,6,1,4
3,2,1,17,4,10
3,2,0,1,1,-1
3,2,1,9,11,8
3,2,1,9,5,8
3,2,1,4,2,2
3,2,0,2,2,-1
3,2,1,14,10,10
3,2,1,14,4,8
3,2,0,2,2,-1
3,2,1,12,10,5
3,2,0,1,1,-1
3,2,1,10,8,4
3,2,1,13,5,10
3,2,1,11,7,5
3,2,0,4,4,-1
3,2,1,10,5,8
3,2,1,10,4,4
3,2,1,8,4,4
3,2,1,10,5,6
3,2,0,10,10,-1
3,2,0,5,5,-1
3,2,0,4,4,-1
3,2,1,10,5,4
3,2,1,13,8,11
3,2,1,3,2,2
3,2,0,8,8,-1
3,2,1,11,5,5
3,2,1,3,2,2
3,2,1,8,6,8
3,2,1,10,7,6
3,2,1,5,5,1
3,2,1,12,6,10
3,2,1,1,8,8
3,2,1,10,9,5
3,2,1,12,2,9
3,2,0,10,10,-1
3,2,1,10,11,4
3,2,1,12,5,5
3,2,1,6,5,5
3,2,0,9,9,-1
3,2,1,4,1,2
3,2,0,5,5,-1
3,2,0,10,10,-1
3,3,0,9,9,-1
3,3,1,9,5,7
3,3,0,1,1,-1
3,3,1,8,2,8
3,3,0,2,2,-1
3,3,0,10,10,-1
3,3,1,10,5,4
3,3,0,5,5,-1
3,3,1,6,1,5
3,3,1,5,5,2
3,3,0,10,10,-1
3,3,1,9,9,5
3,3,1,10,9,1
3,3,1,13,8,5
3,3,0,4,4,-1
3,3,1,10,5,10
3,3,0,4,4,-1
3,3,1,17,10,11
3,3,0,1,1,-1
3,3,1,8,2,5
3,3,0,7,7,-1
3,3,0,2,2,-1
3,3,1,14,8,8
3,3,1,9,8,5
3,3,0,8,8,-1
3,3,0,10,10,-1
3,3,1,9,5,5
3,3,1,7,2,5
3,3,1,10,10,2
3,3,1,7,4,5
3,3,1,10,5,5
3,3,1,12,10,4
3,3,0,5,5,-1
3,3,1,10,8,5
3,3,1,15,11,5
3,3,0,6,6,-1
3,3,1,10,11,11
3,3,1,7,1,5
3,3,1,6,1,8
3,3,1,6,5,1
3,3,1,10,9,4
3,3,1,14,4,10
3,3,1,11,9,11
3,3,1,9,9,1
3,3,1,10,6,5
3,3,1,6,2,4
3,3,1,10,4,6
3,3,0,8,8,-1
3,3,1,7,1,4
3,3,1,10,10,1
3,3,1,10,4,9
3,3,0,5,5,-1
3,3,1,11,8,9
3,3,0,5,5,-1
3,3,1,10,10,5
3,3,1,9,5,5
3,3,1,4,2,1
3,3,1,10,6,11
3,3,0,11,11,-1
3,3,0,5,5,-1
3,3,1,10,5,5
3,3,1,10,5,5
3,4,1,12,4,10
3,4,1,11,10,7
3,4,0,10,10,-1
3,4,1,7,5,1
3,4,0,10,10,-1
3,4,0,5,5,-1
3,4,0,5,5,-1
3,4,1,8,10,2
3,4,1,9,5,6
3,4,1,4,1,1
3,4,1,10,5,5
3,4,0,5,5,-1
3,4,1,12,11,10
3,4,1,12,10,4
3,4,1,11,7,7
3,4,1,6,4,5
3,4,0,5,5,-1
3,4,1,16,2,10
3,4,1,13,5,10
3,4,1,13,10,1
3,4,0,1,1,-1
3,4,1,8,5,5
3,4,1,15,10,10
3,4,1,10,4,5
3,4,1,10,11,10
3,4,1,17,5,10
3,4,1,8,11,4
3,4,1,14,10,2
3,4,1,10,6,10
3,4,0,8,8,-1
3,4,1,10,4,7
3,4,1,7,5,1
3,4,1,8,5,7
3,4,0,5,5,-1
3,4,1,10,5,5
3,4,1,12,5,10
3,4,1,7,1,4
3,4,1,9,5,4
3,4,1,12,5,7
3,4,1,7,2,4
3,4,1,8,4,8
3,4,1,8,4,2
3,4,1,10,11,5
3,4,1,3,1,1
3,4,1,18,10,8
3,4,0,8,8,-1
3,4,0,9,9,-1
3,4,0,1,1,-1
3,4,1,7,1,5
3,4,1,7,5,2
3,4,0,4,4,-1
3,4,0,10,10,-1
3,4,0,4,4,-1
3,4,0,2,2,-1
3,4,1,10,5,10
3,4,0,7,7,-1
3,4,1,9,5,11
3,4,1,6,5,1
3,4,0,11,11,-1
3,4,1,10,5,5
3,4,0,2,2,-1
3,4,0,6,6,-1
3,5,0,4,4,-1
3,5,0,8,8,-1
3,5,0,1,1,-1
3,5,1,3,1,1
3,5,1,12,5,8
3,5,0,5,5,-1
3,5,1,13,5,10
3,5,1,8,11,5
3,5,1,7,5,2
3,5,1,10,10,4
3,5,0,5,5,-1
3,5,0,10,10,-1
3,5,1,9,10,1
3,5,1,0,5,10
3,5,1,15,9,8
3,5,1,10,10,7
3,5,1,8,11,1
3,5,1,10,2,8
3,5,1,6,7,1
3,5,0,8,8,-1
3,5,0,10,10,-1
3,5,1,7,4,4
3,5,1,9,2,5
3,5,1,13,8,10
3,5,1,7,1,4
3,5,0,9,9,-1
3,5,1,14,8,10
3,5,1,14,9,10
3,5,1,8,11,2
3,5,1,6,7,9
3,5,0,11,11,-1
3,5,1,6,1,8
3,5,1,14,5,10
3,5,0,6,6,-1
3,5,0,10,10,-1
3,5,1,14,8,10
3,5,1,10,5,8
3,5,0,2,2,-1
3,5,1,13,6,10
3,5,1,3,2,1
3,5,1,10,9,9
3,5,1,14,8,5
3,5,1,11,1,10
3,5,1,6,2,6
3,5,1,10,10,5
3,5,1,7,1,6
3,5,0,4,4,-1
3,5,1,11,5,9
3,5,0,2,2,-1
3,5,1,9,4,5
3,5,0,5,5,-1
3,5,1,8,2,5
3,5,0,5,5,-1
3,5,1,8,8,2
3,5,1,6,6,2
3,5,1,12,8,8
3,5,1,11,10,5
3,5,1,6,10,2
3,5,0,5,5,-1
3,5,0,1,1,-1
3,5,0,7,7,-1
3,5,1,11,8,7
