,Subtract Mean_adjr2,Subtract Mean_tval,Subtract Mean_bic,Subtract Mean_corr,Subtract Median_adjr2,Subtract Median_tval,Subtract Median_bic,Subtract Median_corr,Z-score_adjr2,Z-score_tval,Z-score_bic,Z-score_corr,ROI
rACC,0.016037446707481307,8.396978265187185,2899892.9487850764,0.012097753040111296,0.016057174486657222,8.701123510428273,2899887.7498442796,0.015316991435848241,0.01693887669794314,17.5596760553533,2899655.284823202,0.03535269006449626,rACC
dACC,0.016492143635016276,9.888190091887699,2871313.869116278,0.014852442187239629,0.0165189795514038,10.239843910867247,2871306.7936443402,0.018209024162893397,0.017488663821004558,18.996647776206093,2871051.0001779306,0.038056821723415644,dACC
vlPFC,0.012403716801255738,-0.2835510109020442,3163672.8074030294,-0.0043830648197102735,0.012405998047690048,-0.8242325109621409,3163672.208434301,-0.003112300658354537,0.012648395243930799,8.02111590366208,3163608.5562455286,0.01662609354804197,vlPFC
vmPFC,0.01633489083104711,5.027967145940989,2999564.796554838,0.005540331999593622,0.016316202330264984,4.51150379119001,2999569.7230035006,0.00718853984563959,0.016989734610832086,14.072420571291591,2999392.1150083165,0.028647442156053207,vmPFC
OFCant,0.015466317149185005,2.6422097536333777,2964222.2726253937,0.0009138666272739171,0.015458512012871184,2.2193620511526557,2964224.328322303,0.0026849687059171262,0.015929173446131317,11.355436487264559,2964100.337565591,0.02325108404445218,OFCant
OFClat,0.010388128358294835,-2.028540628365446,2900204.715931067,-0.007521651297042285,0.010402935276348946,-2.8275137064883515,2900200.8360901712,-0.006947221521824207,0.010474527074528006,5.172588354281908,2900182.076148953,0.010938376543095329,OFClat
OFCmed,0.01845954530778282,10.88602271939545,2750335.5412712484,0.016597156492653805,0.018424770955581704,10.455383702952702,2750344.7278550784,0.018577723644168327,0.019548965936149854,20.168201915416653,2750047.576469474,0.040435448684988905,OFCmed
OFCpost,0.013995523229748952,7.3997141606422865,2980589.160920014,0.010191921939453893,0.013916474372924759,5.827927144353397,2980609.9487994644,0.009627119914461258,0.014780479172250338,16.167622244756547,2980382.646580013,0.03234653074731937,OFCpost
dmPFC,0.011417789894162866,-1.08467208570647,3406154.0107236146,-0.005786561386832581,0.01142893445787696,-2.0247768185037622,3406151.0874893568,-0.005388456510212365,0.01161244940281081,7.228069117350098,3406102.946529254,0.015045619562027289,dmPFC
dlPFC,0.011995323822964421,0.7320675641082416,3538117.363739953,-0.002416066280710107,0.011993693698873154,0.32878516881232006,3538117.7915709023,-0.0009032949264014624,0.012319465824555786,9.253890343625066,3538032.2776725614,0.01893734739887592,dlPFC
MFG,0.01046496828549448,-1.4948817522867122,3559497.4029641007,-0.006568699274674445,0.010463818031597016,-1.390415071346183,3559497.704384872,-0.004215650949530885,0.010614983978713077,6.446039297469097,3559458.0887740706,0.013350310039818559,MFG
IFG,0.012574286558254322,4.059247048935944,3266333.2507540868,0.004247590139041817,0.01259028951936847,4.547552296524527,3266329.0482288725,0.007516256189300634,0.01310232149153634,12.458873982101975,3266194.547943597,0.02545671662625749,IFG
