,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.025042636227204818,64.37373042495655,2333423.070820636,0.1377991616404685,0.024039543191105794,62.651658610882095,2333637.673921838,0.12927454495745236,0.02503691685461662,64.37195446876956,2333435.54363085,0.13647574839078486,0.023245611998084503,61.26526277915967,2333818.6209074627,0.12768999634486414,rACC
dACC,0.03075909882420569,72.54129966097402,2315637.603086219,0.15504730664248903,0.02905472683766619,69.90479955431266,2316004.255720323,0.14438148977879603,0.03111969541860138,73.09509383557548,2315571.1957690413,0.1548025456102457,0.0289879950093066,69.80706835811763,2316029.8468673355,0.1455569628232583,dACC
vlPFC,0.022805343202455308,61.797166219839276,2493305.86703624,0.13273172103250955,0.022108736966148013,60.55997623996111,2493454.5821967744,0.12560230525453456,0.022619624099587954,61.47786825388405,2493356.7742621643,0.13085406418347392,0.021246049969642633,59.00301815876044,2493649.854959196,0.12355956068943823,vlPFC
vmPFC,0.024244273204117928,65.3230124866086,2497285.3884606715,0.13922651307844086,0.021272533491578427,60.170591280979494,2497920.0071797175,0.1238396811994795,0.02339123872696336,63.89137858659426,2497479.0011685365,0.1349785893200798,0.020452370918331186,58.68351623426706,2498106.0632238165,0.12192655312691066,vmPFC
OFCant,0.019763182701583948,58.84413456997164,2529091.830115607,0.12662604619364648,0.016667632125538567,52.86571576627644,2529749.8299307697,0.11017602390871838,0.018639917520219984,56.75228805336121,2529342.083308385,0.12118183333813913,0.015817054527032415,51.11775334286033,2529941.5171519225,0.1075239438550376,OFCant
OFClat,0.014682365225529015,48.782057407262876,2377134.5642077136,0.10545106979063144,0.012709766015018609,44.24908253783419,2377551.944514849,0.09221669475005392,0.01395478995888888,47.169484939541,2377299.8568911394,0.10105950229668209,0.012155843556246104,42.905406440819434,2377680.2470325837,0.09034541940444797,OFClat
OFCmed,0.01943424343088418,57.03998941774214,2318830.0307416692,0.12266946195316139,0.018015904804549288,54.29036150518353,2319131.673584051,0.11271373131417584,0.019214569618948185,56.631317219247194,2318888.026627432,0.12069245782592483,0.017238679175832772,52.73598844043653,2319308.032610376,0.11055729243273285,OFCmed
OFCpost,0.021767644111448492,58.78237815787464,2444381.5873554493,0.12670459737045908,0.02131652857354449,57.944657081265746,2444477.8038130756,0.12035553679699601,0.022191816424753652,59.56854648599016,2444302.325591029,0.12713725564110598,0.021183981033074173,57.70515674797975,2444517.3144417778,0.12108951698117945,OFCpost
dmPFC,0.01716768624352727,54.01997116300373,2797271.2335980507,0.11573077671271605,0.014787713175924422,49.06104396877203,2797775.977445241,0.10128796679723459,0.01646967032017388,52.62123274297716,2797430.6437003356,0.11169711212424181,0.014171376187411378,47.7076752034576,2797917.739785847,0.09947038895663686,dmPFC
dlPFC,0.016468012575719726,53.0264309839058,2984336.4924676837,0.1137525954293398,0.01414446519426038,48.097053379847935,2984828.933539953,0.09950566916921422,0.015832323351740674,51.73205479676014,2984482.581359957,0.10997667912178773,0.013629293892642669,46.94820903559471,2984949.2077564974,0.09808254099335854,dlPFC
MFG,0.0181059470049707,55.336255102447,2904192.3014048086,0.11912488928933691,0.016085793298483142,51.257623864017326,2904621.2222250244,0.10659163496038243,0.0174978662253249,54.14851880300927,2904332.750993269,0.11556318965926013,0.01540833236354755,49.82929914446182,2904776.112743328,0.10462847246717256,MFG
IFG,0.020997492132412976,58.96003695240249,2654581.0687665576,0.12657771271749302,0.020618274227941935,58.259217628062075,2654661.8898468465,0.1206373378555619,0.021028556750037897,59.0257145094576,2654585.6952850544,0.12552366551126515,0.01982588981220601,56.777669815956315,2654841.914938576,0.11872379552879363,IFG
