47.776	1.5721	-1.0633
55.436	1.4238	0.35445
66.216	2.6598	0.35445
96.822	1.9536	1.0633
113.96	1.3732	-1.7722
122.28	1.3309	-0.35445
133.96	1.5902	-1.7722
142.13	1.4372	0.35445
196.99	1.6696	1.0633
233.23	0.98322	1.0633
255.54	1.8346	-0.35445
275.85	2.0705	-0.35445
313.54	1.8485	-1.0633
333.87	1.7298	-1.0633
363.92	1.7445	0.35445
373.87	2.1325	-0.35445
395.02	1.6204	-1.0633
423.35	2.0059	-0.35445
455.93	1.68	-0.35445
468.34	2.2139	-1.0633
492.45	1.8293	0.35445
502.9	1.1711	0.35445
510.81	1.1132	0.35445
538.55	1.6329	-1.7722
554.62	1.6959	-1.0633
