Subject,Mask,Model,a2,b1,b2,sigma,w1,w_v,w_avg,a2_s,b1_s,b2_s,sigma_s,w1_s,w_v_s,w_avg_s,b1+b2,b1+b2_s,Adjusted R2,bic,bic_rel
111,dmPFC,Absolute,18.080218273105995,3.377636147727648,0.0,1.0,0.0,0.0,0.0,0.2884689491472847,0.06254000003971422,0.0,0.0,0.0,0.0,0.0,3.377636147727648,0.06254000003971422,0.022639656639257044,2503220.6898946986,-2889.634184837807
111,vmPFC,Relative,9.21890387498678,8.305949865088744,-6.023004462365315,1.0,0.0,0.0,0.0,0.23613173552534245,0.09129490120552648,0.07604397352037891,0.0,0.0,0.0,0.0,2.2829454027234286,0.044424442033887936,0.03943577987546898,2357129.9076453215,-8136.200183889363
111,OFCmed,Relative,7.581721748260266,7.952929791878532,-6.573246956774273,1.0,0.0,0.0,0.0,0.15997368210798896,0.060071096652300794,0.05181150863928005,0.0,0.0,0.0,0.0,1.3796828351042585,0.02801778220825169,0.08218153170805464,2117847.1549959877,-17400.806069459766
111,dmPFC,Relative,9.568517663553425,12.14301806849208,-9.8944058517444,1.0,0.0,0.0,0.0,0.3076893392362771,0.11557795957177051,0.09965428474862315,0.0,0.0,0.0,0.0,2.248612216747679,0.05392103358611923,0.049739552946428955,2495125.4649642827,-10984.859115253668
112,vmPFC,Null,21.8528043464636,0.0,0.0,1.0,0.0,0.0,0.0,0.24400532592122792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027126564592461988,2401098.405593845,0.0
112,OFCmed,Null,18.88618315135986,0.0,0.0,1.0,0.0,0.0,0.0,0.17597546258705266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038516933984761303,2213044.587498022,0.0
112,dmPFC,Null,26.52733740446655,0.0,0.0,1.0,0.0,0.0,0.0,0.3073348613116748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025233917851967158,2533861.4908286547,0.0
112,vmPFC,Absolute,21.64512582688387,0.46094072157555294,0.0,1.0,0.0,0.0,0.0,0.24470983202380142,0.042595825152923275,0.0,0.0,0.0,0.0,0.0,0.46094072157555294,0.042595825152923275,0.02751903539772138,2400993.897615298,-104.50797854689881
112,OFCmed,Absolute,18.70913722338696,0.39295226296540475,0.0,1.0,0.0,0.0,0.0,0.17646927830671008,0.030717419332599503,0.0,0.0,0.0,0.0,0.0,0.39295226296540475,0.030717419332599503,0.03906023326449781,2212893.55358598,-151.0339120416902
112,dmPFC,Absolute,26.312196168735618,0.4775044275609873,0.0,1.0,0.0,0.0,0.0,0.30824251180919504,0.05365474706531599,0.0,0.0,0.0,0.0,0.0,0.4775044275609873,0.05365474706531599,0.02549882728660513,2533794.867807552,-66.62302110251039
112,vmPFC,Relative,13.237867265290808,3.322915344590084,-2.7615934384043004,1.0,0.0,0.0,0.0,0.3451497949706263,0.062164158878424414,0.05193521989385449,0.0,0.0,0.0,0.0,0.5613219061857837,0.031274491583641296,0.03732249352810313,2398090.6847636127,-3007.7208302323706
112,OFCmed,Relative,13.68423040764216,2.5954628658070527,-1.9684327343349555,1.0,0.0,0.0,0.0,0.22851959332910857,0.04617385577628518,0.035835342234312846,0.0,0.0,0.0,0.0,0.6270301314720972,0.022729949465784535,0.04940972363235363,2209789.953212759,-3254.634285262786
112,dmPFC,Relative,15.831004454184981,4.038469474892378,-3.38223781507565,1.0,0.0,0.0,0.0,0.44967133362359263,0.07750054260493047,0.06652570204666476,0.0,0.0,0.0,0.0,0.6562316598167279,0.03962237903917491,0.034808439074004105,2531044.9591054204,-2816.531723234337
113,vmPFC,Null,17.243364252389604,0.0,0.0,1.0,0.0,0.0,0.0,0.31939601015507546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010229264151144335,2507044.3800475732,0.0
113,OFCmed,Null,16.21765585482623,0.0,0.0,1.0,0.0,0.0,0.0,0.26955641987166334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012651857355099994,2411109.1004349156,0.0
113,dmPFC,Null,24.14011376873024,0.0,0.0,1.0,0.0,0.0,0.0,0.4553207117918434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009834805515977152,2707545.3680409403,0.0
113,vmPFC,Absolute,17.157295583606828,1.4652988214815368,0.0,1.0,0.0,0.0,0.0,0.3185605660375131,0.03783690661691934,0.0,0.0,0.0,0.0,0.0,1.4652988214815368,0.03783690661691934,0.0154483016434388,2505561.1170392507,-1483.2630083225667
113,OFCmed,Absolute,16.134994233564544,1.407294454871082,0.0,1.0,0.0,0.0,0.0,0.2686408908740462,0.031907716713769026,0.0,0.0,0.0,0.0,0.0,1.407294454871082,0.031907716713769026,0.019395113356343474,2409183.022935769,-1926.0774991465732
113,dmPFC,Absolute,24.00176811667898,2.3552999866777142,0.0,1.0,0.0,0.0,0.0,0.45380278430605764,0.05390024816907315,0.0,0.0,0.0,0.0,0.0,2.3552999866777142,0.05390024816907315,0.016473609863986827,2705654.8507401035,-1890.517300836742
113,vmPFC,Relative,9.751777284183378,5.710342584217139,-4.463345864258488,1.0,0.0,0.0,0.0,0.33955039921633745,0.05883403999374749,0.04961837001764983,0.0,0.0,0.0,0.0,1.2469967199586511,0.031194407756046587,0.04282100792221999,2497600.5885150274,-9443.791532545816
113,OFCmed,Relative,10.316220063635837,5.0013543444100375,-3.7459841840638513,1.0,0.0,0.0,0.0,0.28124064484558786,0.049986937986988,0.04103313181491959,0.0,0.0,0.0,0.0,1.2553701603461862,0.027110415968188147,0.046984357098940666,2401125.714845589,-9983.385589326732
113,dmPFC,Relative,15.696433042184958,7.662564181530732,-5.575887204158339,1.0,0.0,0.0,0.0,0.47651598581062843,0.08472567031974221,0.06951964920424887,0.0,0.0,0.0,0.0,2.0866769773723934,0.04597087673452899,0.03786755217008797,2699448.330083101,-8097.037957839202
114,vmPFC,Null,17.286210552796327,0.0,0.0,1.0,0.0,0.0,0.0,0.16132270408489544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03864067653945724,2147119.292394741,0.0
114,OFCmed,Null,16.119498028028726,0.0,0.0,1.0,0.0,0.0,0.0,0.1406120149175443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04397266896165697,2068573.266459003,0.0
114,dmPFC,Null,18.84707934255399,0.0,0.0,1.0,0.0,0.0,0.0,0.21436346723886454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026338317912004694,2309620.1154604238,0.0
114,vmPFC,Absolute,16.86071551850314,1.736424034869501,0.0,1.0,0.0,0.0,0.0,0.16015671185895058,0.025542590221747576,0.0,0.0,0.0,0.0,0.0,1.736424034869501,0.025542590221747576,0.05393440276150463,2142547.2696243087,-4572.02277043229
114,OFCmed,Absolute,15.747543891888808,1.5179261651477578,0.0,1.0,0.0,0.0,0.0,0.1395891041222503,0.022262365689204106,0.0,0.0,0.0,0.0,0.0,1.5179261651477578,0.022262365689204106,0.05927065568911627,2063974.178219702,-4599.088239300996
114,dmPFC,Absolute,18.304632080567487,2.213700045874558,0.0,1.0,0.0,0.0,0.0,0.21295087959332135,0.033962467089287636,0.0,0.0,0.0,0.0,0.0,2.213700045874558,0.033962467089287636,0.04059579932893553,2305415.3520079106,-4204.763452513143
114,vmPFC,Relative,7.351462167719899,4.922868915347428,-3.8122490234154176,1.0,0.0,0.0,0.0,0.19430804321993744,0.04195616163935899,0.03256243905349919,0.0,0.0,0.0,0.0,1.1106198919320107,0.01956978638592114,0.0851122431718977,2132980.6881553167,-14138.604239424225
114,OFCmed,Relative,6.996531909225026,4.574196112632613,-3.525562942128267,1.0,0.0,0.0,0.0,0.16879689606820628,0.036447641284576705,0.02828724200684385,0.0,0.0,0.0,0.0,1.0486331705043463,0.01700042440336718,0.09625509692446355,2052521.7753673545,-16051.491091648582
114,dmPFC,Relative,6.845643104445459,5.957570532209668,-4.6102137902891975,1.0,0.0,0.0,0.0,0.25931384517675377,0.055992605483206725,0.043456210774221064,0.0,0.0,0.0,0.0,1.3473567419204704,0.026116863070515403,0.06534906177936117,2297955.639406968,-11664.476053455845
