,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.03282386229251866,81.0273019722421,3302938.088771792,0.1477187154649638,0.04042890667036714,94.11826268550003,3300706.0926185725,0.17004356952922225,0.03737868050993853,89.08041286848321,3301614.9697791515,0.16116570131368554,0.03626439932506287,87.17365544750464,3301942.06354406,0.15783822013787696,rACC
dACC,0.0385447325860786,87.05856716542881,3206018.327806563,0.15786626978333249,0.04413730956628126,96.3211161965561,3204368.9002734367,0.17391360364937983,0.04177461756522072,92.51366438247177,3205078.4592235433,0.1670529694402467,0.040693859206812455,90.72269587814144,3205397.172616669,0.16392447127272783,dACC
vlPFC,0.03322371677138136,82.56971072576586,3503209.5030879113,0.14908218681618332,0.03880853587852062,92.19618433964115,3501571.462198966,0.16571878084777342,0.037007306502128245,89.1988095666005,3502112.3568589534,0.16014431116887623,0.03611796503388287,87.68248565273501,3502373.3501058826,0.15743230452178383,vlPFC
vmPFC,0.029589114577327158,78.48420824265895,3425305.6112970016,0.14267185018716053,0.03392131431086387,86.34382843378458,3424040.5597832096,0.1563954270391935,0.03369815692251188,85.96084505689656,3424117.414982038,0.1551398653193988,0.03363104739687228,85.8435747854603,3424137.050414115,0.15471934510597957,vmPFC
OFCant,0.0277927572727924,78.95073117707936,3439689.0068287514,0.14277407904850048,0.029577683292206114,82.24792964486033,3439169.43627816,0.1488903913526094,0.02992634422384055,82.88423631340926,3439079.3859507735,0.14933341231694686,0.029613745879590758,82.31952712758893,3439170.481294687,0.14817185859002266,OFCant
OFClat,0.028601630438798487,78.87143126628152,3362432.674485357,0.14227104652589376,0.03222123245982633,85.44835979158353,3361377.175010684,0.15384727652609365,0.031586543472678086,84.33481811685613,3361574.0918112583,0.15137275050455165,0.030918534830032263,83.14183616769574,3361769.0563842985,0.14917657202792287,OFClat
OFCmed,0.03271976666258147,83.00374967393142,3202897.487813771,0.15075444916559025,0.03542110379724539,87.75375093774844,3202106.7767884224,0.15934569641206228,0.03600386372608089,88.75428534393019,3201947.4584427206,0.16035994731121808,0.03501751527231889,87.0647939909723,3202236.604429502,0.15737611658996012,OFCmed
OFCpost,0.040104923483421095,91.82890679425638,3388559.0952352504,0.1655493078409772,0.04529501462836083,100.0770706194136,3387026.2011193368,0.1798546541033134,0.044536879444922794,98.91494530579507,3387262.187685392,0.17724643479003713,0.04306337459707921,96.6113049483685,3387697.8872790514,0.17326717163343888,OFCpost
dmPFC,0.026963196486880836,72.90622527510378,3869828.086568865,0.1334507341981944,0.032442645605529674,83.3461844302846,3868231.407947695,0.15150167971563333,0.030601964463678022,79.98480502963199,3868780.329993091,0.1453819083153673,0.030992013628524107,80.7090520742614,3868666.5440050038,0.14637263950525276,dmPFC
dlPFC,0.02986555418391723,76.98805843780502,4074809.439252347,0.14011102368447215,0.033176657910506946,83.1609446181823,4073842.793759934,0.15110572457964042,0.0318179746325612,80.68637839177083,4074251.4006762183,0.1464474017273257,0.032425920102234884,81.80482137900785,4074073.80672067,0.14808169422770281,dlPFC
MFG,0.028392441826490367,73.59259079864779,4034698.1351768817,0.1342122924023596,0.03240819713487597,81.3127387190347,4033527.1279352303,0.147801689323046,0.03065069100335238,78.02677956892617,4034051.7715759664,0.14181271909517928,0.03106952576984312,78.82274815683401,4033929.58023179,0.14293222311433473,MFG
IFG,0.03150069520152565,77.68947960515963,3709085.5753952786,0.14128746937926087,0.03574458274243508,85.47856937756278,3707843.9173718663,0.154984426078944,0.03387554712230312,82.13712765276563,3708402.975909015,0.14889606204291525,0.03390877333302822,82.1977106646519,3708393.2520334995,0.14879559745701898,IFG
