,Subtract Mean_adjr2,Subtract Mean_tval,Subtract Mean_bic,Subtract Mean_corr,Subtract Median_adjr2,Subtract Median_tval,Subtract Median_bic,Subtract Median_corr,Z-score_adjr2,Z-score_tval,Z-score_bic,Z-score_corr,ROI
rACC,0.0172938149885431,44.62651735106129,3307418.87386969,0.07684500288095536,0.01732292807207303,44.72092781317807,3307410.4975135946,0.07744907489348672,0.021786292192925272,57.43807437073272,3306123.363281254,0.10103965257941937,rACC
dACC,0.02091437021075304,48.472006947990714,3211132.8739005015,0.0824813067617566,0.020814367216968166,48.1707415113058,3211161.7510504876,0.08247900248332203,0.02610613822084651,62.20364010027136,3209629.6184204537,0.10844455242655505,dACC
vlPFC,0.017768055881092537,47.53513279796282,3507670.7247003587,0.08059498783189856,0.017615227808008282,47.0664742226123,3507714.713233548,0.0802770467577068,0.02222710299007369,59.65963820125404,3506384.254167095,0.10355752147401712,vlPFC
vmPFC,0.01613295262256309,46.974716519442204,3429176.1478929874,0.08076140982383218,0.016134786207426255,46.9803684649548,3429175.6209675237,0.08120030174835095,0.0205001829804905,58.96664520162836,3427918.3248790535,0.1032987419235043,vmPFC
OFCant,0.017276736982801744,56.02676179266772,3442707.756968226,0.09622250282705663,0.016923329209189153,55.10199147234954,3442809.4171691993,0.09511290835124103,0.021800607645859227,66.7912262863808,3441403.1951496005,0.116288761486184,OFCant
OFClat,0.01683022988997751,52.5268239414381,3365815.194390373,0.08949223953564181,0.01655885328729867,51.77148687571252,3365893.225563411,0.08867264416104668,0.021155203692612368,63.40740324654048,3364568.683335255,0.10994025094348388,OFClat
OFCmed,0.018942687150091175,53.10748483627939,3206873.042408205,0.09129598427634805,0.01860105196095585,52.16321340816501,3206971.4835842014,0.09018261819380637,0.023849685098295326,65.23687474261534,3205455.3106630775,0.1140843294285482,OFCmed
OFCpost,0.02268019010953537,56.91489520848712,3393622.434330167,0.09689582443542838,0.022556053412444932,56.59493289008349,3393658.344717182,0.09688007040279033,0.028321063711558847,69.99611534154012,3391985.8054950717,0.12150427298132736,OFCpost
dmPFC,0.014096447313440508,39.421686059931154,3873519.205652515,0.06805138415104574,0.01406740369287418,39.315325231868826,3873527.5346764005,0.06827491048223029,0.0179034102141985,51.5370664072352,3872425.329289384,0.09091792423133106,dmPFC
dlPFC,0.015864802659592447,42.644325759361166,4078837.5793858897,0.0728944496881935,0.01569718366828643,42.07233819375044,4078885.731533074,0.07236970579758839,0.020040212723416828,55.05410938766123,4077635.449266623,0.09633695581908194,dlPFC
MFG,0.014904390562895387,38.32086846437161,4038573.061913358,0.06525310581057733,0.01472461989628171,37.63820305237159,4038624.654226834,0.06453062306023644,0.018621627766425397,50.44778796466872,4037504.1380688665,0.08830949558299106,MFG
IFG,0.016744421230438955,41.230186304132566,3713337.8426790503,0.0699580786436232,0.016577243503031358,40.63958492180872,3713385.911034264,0.06942004135579141,0.02067561294921405,53.3075545264208,3712205.151231977,0.09303833086604857,IFG
