3.1745	1.8133	1	3
12.486	3.4854	0	5
22.604	2.9809	0	3
32.151	2.6058	1	4
44.33	1.5648	1	3
56.838	2.9591	1	5
68.511	2.253	1	1
76.331	1.7082	0	2
88.098	1.826	1	1
96.836	2.1083	1	4
106.64	1.9761	1	5
117.41	2.6286	1	3
129.24	1.76	0	2
139.21	2.1363	1	4
151.14	1.369	1	1
161.16	1.8094	1	1
170.89	1.6461	1	3
180.77	2.188	0	5
192.28	1.3918	0	2
203.46	1.3882	1	2
212.53	1.7803	1	3
220.2	3.6483	1	5
231.3	1.8348	0	5
241.57	2.9978	0	1
251.05	1.1108	1	1
262.48	1.1164	1	2
273.18	1.7198	1	3
282.08	2.1253	1	5
291.7	3.351	1	4
302.57	3.0844	1	5
313.1	1.5332	1	3
323.72	2.5034	1	3
334.08	1.8362	1	3
343.22	2.9404	1	1
354.49	2.5428	1	5
366.58	2.2734	1	5
375.15	3.1948	1	3
383.54	1.3269	1	5
391.13	1.767	1	5
400.52	1.8543	1	3
412.53	1.7654	0	4
420.43	2.5234	0	5
429.66	1.8466	0	2
439.85	1.7301	1	4
451.22	1.9054	1	3
459.2	4.6487	1	1
466.95	1.5379	0	2
477.41	1.3725	1	1
489.75	1.4371	1	3
497.81	2.0374	1	1
510.22	1.7626	1	5
517.73	1.4537	1	3
526.05	1.4903	0	4
545.98	1.2132	1	5
554.78	2.0741	1	5
565.8	1.4571	0	2
573.96	1.7792	0	2
582.44	3.1217	1	4
594.7	1.6699	0	2
603.01	1.921	0	4
608.2	3.1116	1	5
