Day,fMRI Run,Trial Categ,Stimulus Value,Item 1 Value,Item 2 Value
1,1,1,4,12,2
1,1,0,0,0,-1
1,1,1,20,14,20
1,1,0,20,20,-1
1,1,1,20,12,17
1,1,1,3,2,0
1,1,1,10,13,11
1,1,0,11,11,-1
1,1,1,5,0,14
1,1,1,20,11,20
1,1,1,20,15,20
1,1,0,14,14,-1
1,1,1,18,20,12
1,1,1,14,16,8
1,1,1,20,12,19
1,1,1,19,19,12
1,1,1,0,1,2
1,1,1,20,14,8
1,1,0,12,12,-1
1,1,1,4,12,13
1,1,1,16,16,16
1,1,1,0,5,20
1,1,1,1,9,9
1,1,0,1,1,-1
1,1,1,19,5,15
1,1,0,2,2,-1
1,1,1,20,14,19
1,1,0,16,16,-1
1,1,1,17,11,14
1,1,0,8,8,-1
1,1,1,14,19,11
1,1,1,20,17,11
1,1,1,11,9,20
1,1,1,0,12,12
1,1,0,17,17,-1
1,1,0,5,5,-1
1,1,1,1,9,0
1,1,0,20,20,-1
1,1,1,19,20,13
1,1,1,16,17,15
1,1,0,11,11,-1
1,1,1,4,20,11
1,1,0,11,11,-1
1,1,1,17,8,11
1,1,1,11,2,15
1,1,1,20,20,20
1,1,1,19,11,11
1,1,0,19,19,-1
1,1,0,9,9,-1
1,1,0,13,13,-1
1,1,1,0,19,9
1,1,1,20,12,17
1,1,1,7,16,9
1,1,1,1,20,15
1,1,1,15,13,9
1,1,1,3,0,1
1,1,1,16,11,13
1,1,0,15,15,-1
1,1,0,12,12,-1
1,1,1,1,0,11
1,1,1,14,15,12
1,2,1,20,2,11
1,2,1,20,1,20
1,2,1,20,5,11
1,2,1,20,17,11
1,2,0,20,20,-1
1,2,1,20,16,19
1,2,1,1,0,11
1,2,0,11,11,-1
1,2,1,17,12,8
1,2,0,13,13,-1
1,2,1,11,20,11
1,2,1,20,5,19
1,2,1,18,1,11
1,2,1,20,20,20
1,2,1,20,5,5
1,2,1,20,20,11
1,2,1,20,13,15
1,2,0,20,20,-1
1,2,1,5,16,2
1,2,1,20,5,14
1,2,0,11,11,-1
1,2,1,20,13,13
1,2,1,12,12,9
1,2,1,9,8,8
1,2,1,0,9,20
1,2,0,12,12,-1
1,2,1,20,14,20
1,2,0,12,12,-1
1,2,1,11,12,11
1,2,1,18,5,2
1,2,1,20,11,11
1,2,1,1,12,11
1,2,1,20,16,20
1,2,0,1,1,-1
1,2,1,2,12,11
1,2,1,20,17,17
1,2,1,20,15,14
1,2,1,20,14,14
1,2,0,19,19,-1
1,2,0,9,9,-1
1,2,0,0,0,-1
1,2,0,2,2,-1
1,2,0,17,17,-1
1,2,0,20,20,-1
1,2,1,20,11,14
1,2,1,0,13,0
1,2,1,18,8,5
1,2,1,20,17,1
1,2,1,1,16,14
1,2,0,14,14,-1
1,2,1,2,2,20
1,2,0,15,15,-1
1,2,0,11,11,-1
1,2,1,3,11,16
1,2,1,13,12,20
1,2,1,20,11,8
1,2,0,8,8,-1
1,2,1,20,12,20
1,2,1,20,20,5
1,2,0,5,5,-1
1,2,1,20,2,14
1,3,1,14,2,11
1,3,1,1,12,5
1,3,1,18,13,12
1,3,1,20,1,11
1,3,1,0,11,11
1,3,0,12,12,-1
1,3,1,0,0,11
1,3,0,19,19,-1
1,3,1,2,1,9
1,3,1,20,1,5
1,3,0,13,13,-1
1,3,0,0,0,-1
1,3,1,0,12,2
1,3,1,20,16,17
1,3,0,20,20,-1
1,3,0,1,1,-1
1,3,1,18,19,11
1,3,1,20,12,1
1,3,0,14,14,-1
1,3,0,12,12,-1
1,3,1,20,17,20
1,3,1,11,11,20
1,3,1,19,11,17
1,3,1,12,20,12
1,3,0,15,15,-1
1,3,0,20,20,-1
1,3,0,16,16,-1
1,3,1,20,12,15
1,3,0,9,9,-1
1,3,0,11,11,-1
1,3,1,11,11,11
1,3,1,18,20,16
1,3,1,20,19,15
1,3,1,11,11,15
1,3,1,20,20,8
1,3,1,0,0,15
1,3,1,2,16,15
1,3,1,12,12,12
1,3,0,20,20,-1
1,3,1,20,19,19
1,3,1,20,1,20
1,3,1,14,0,8
1,3,0,17,17,-1
1,3,1,12,11,9
1,3,0,5,5,-1
1,3,0,2,2,-1
1,3,1,19,5,16
1,3,1,20,20,19
1,3,1,20,8,19
1,3,1,5,20,9
1,3,1,16,16,11
1,3,1,20,19,11
1,3,0,11,11,-1
1,3,1,18,11,11
1,3,1,17,11,15
1,3,1,20,11,13
1,3,1,17,17,20
1,3,1,20,19,20
1,3,1,20,20,14
1,3,1,20,1,12
1,3,0,8,8,-1
1,3,0,11,11,-1
1,4,1,10,12,12
1,4,0,5,5,-1
1,4,0,19,19,-1
1,4,1,10,12,8
1,4,1,20,20,11
1,4,0,12,12,-1
1,4,1,15,13,2
1,4,1,20,1,11
1,4,1,20,12,11
1,4,1,19,16,20
1,4,0,14,14,-1
1,4,1,7,11,11
1,4,1,1,0,0
1,4,1,20,11,20
1,4,1,16,13,16
1,4,1,20,1,14
1,4,1,14,11,12
1,4,0,11,11,-1
1,4,1,20,12,16
1,4,1,2,5,20
1,4,1,19,20,17
1,4,0,17,17,-1
1,4,0,2,2,-1
1,4,1,20,19,17
1,4,1,12,19,20
1,4,0,11,11,-1
1,4,1,16,5,13
1,4,0,20,20,-1
1,4,1,19,12,20
1,4,0,20,20,-1
1,4,1,0,11,14
1,4,1,1,2,2
1,4,0,8,8,-1
1,4,0,11,11,-1
1,4,0,12,12,-1
1,4,1,4,20,0
1,4,1,1,5,0
1,4,0,15,15,-1
1,4,1,20,20,20
1,4,1,20,20,13
1,4,1,16,16,11
1,4,1,12,17,9
1,4,1,20,12,11
1,4,1,20,14,13
1,4,1,20,15,15
1,4,0,0,0,-1
1,4,1,0,12,0
1,4,1,20,1,20
1,4,1,9,20,2
1,4,0,13,13,-1
1,4,1,20,11,5
1,4,1,20,17,13
1,4,0,20,20,-1
1,4,1,20,13,19
1,4,1,1,20,11
1,4,0,9,9,-1
1,4,1,19,20,12
1,4,1,20,12,5
1,4,1,20,14,9
1,4,0,16,16,-1
1,4,1,19,1,16
1,5,1,20,1,13
1,5,0,1,1,-1
1,5,0,19,19,-1
1,5,1,20,5,11
1,5,1,20,20,20
1,5,1,0,0,19
1,5,0,20,20,-1
1,5,1,20,20,20
1,5,1,18,17,5
1,5,1,12,20,2
1,5,1,9,9,8
1,5,0,13,13,-1
1,5,1,11,11,9
1,5,1,15,8,20
1,5,1,6,9,15
1,5,1,20,20,13
1,5,0,11,11,-1
1,5,0,2,2,-1
1,5,1,5,11,9
1,5,1,0,9,2
1,5,1,10,14,12
1,5,1,17,0,20
1,5,0,17,17,-1
1,5,1,11,16,0
1,5,0,12,12,-1
1,5,1,20,20,11
1,5,1,18,2,19
1,5,0,16,16,-1
1,5,1,0,9,12
1,5,1,20,1,19
1,5,0,12,12,-1
1,5,1,19,17,8
1,5,1,0,0,20
1,5,0,0,0,-1
1,5,1,8,2,8
1,5,1,17,1,8
1,5,1,20,15,1
1,5,0,5,5,-1
1,5,1,15,11,15
1,5,1,18,20,20
1,5,1,20,15,20
1,5,1,14,16,12
1,5,0,8,8,-1
1,5,0,15,15,-1
1,5,0,14,14,-1
1,5,1,20,13,8
1,5,1,14,9,5
1,5,1,20,1,1
1,5,0,20,20,-1
1,5,1,11,8,15
1,5,1,14,8,20
1,5,0,9,9,-1
1,5,1,20,17,14
1,5,1,15,8,11
1,5,1,11,17,2
1,5,1,11,12,0
1,5,1,20,14,12
1,5,0,20,20,-1
1,5,1,1,0,17
1,5,0,11,11,-1
1,5,1,9,11,2
1,5,0,11,11,-1
2,1,0,4,4,-1
2,1,0,1,1,-1
2,1,1,0,4,0
2,1,1,7,3,4
2,1,0,1,1,-1
2,1,1,0,0,1
2,1,0,3,3,-1
2,1,0,5,5,-1
2,1,1,4,1,3
2,1,1,3,4,1
2,1,1,1,4,2
2,1,1,0,4,0
2,1,1,0,4,0
2,1,0,4,4,-1
2,1,1,0,0,1
2,1,1,0,0,4
2,1,1,5,1,15
2,1,1,2,0,4
2,1,1,0,3,1
2,1,1,0,3,0
2,1,0,15,15,-1
2,1,1,0,0,4
2,1,1,2,4,4
2,1,1,4,4,11
2,1,1,0,1,0
2,1,0,3,3,-1
2,1,0,4,4,-1
2,1,0,11,11,-1
2,1,1,2,0,11
2,1,0,4,4,-1
2,1,0,1,1,-1
2,1,0,2,2,-1
2,1,1,0,4,4
2,1,1,1,0,3
2,1,1,0,0,3
2,1,0,4,4,-1
2,1,1,0,11,0
2,1,1,6,11,1
2,1,1,0,5,1
2,1,1,0,4,0
2,1,1,0,0,0
2,1,1,4,3,4
2,1,1,1,3,0
2,1,0,0,0,-1
2,1,1,3,4,0
2,1,1,5,15,4
2,1,1,0,0,1
2,1,1,5,4,1
2,1,1,1,0,3
2,1,1,1,1,1
2,1,1,4,11,11
2,1,0,0,0,-1
2,1,1,2,1,1
2,1,1,1,0,3
2,1,0,0,0,-1
2,1,1,3,1,3
2,1,1,3,0,2
2,1,1,2,1,11
2,1,1,7,15,4
2,1,0,0,0,-1
2,1,0,1,1,-1
2,1,0,0,0,-1
2,2,1,1,4,0
2,2,0,0,0,-1
2,2,1,2,0,0
2,2,1,6,15,2
2,2,1,1,1,0
2,2,1,1,0,4
2,2,1,2,0,4
2,2,1,0,1,0
2,2,1,3,1,5
2,2,1,0,1,0
2,2,0,5,5,-1
2,2,1,1,4,1
2,2,0,0,0,-1
2,2,1,4,15,0
2,2,1,4,15,3
2,2,0,4,4,-1
2,2,0,15,15,-1
2,2,1,0,0,4
2,2,1,3,1,2
2,2,1,3,1,4
2,2,1,7,3,11
2,2,1,0,0,4
2,2,1,0,4,0
2,2,0,0,0,-1
2,2,0,3,3,-1
2,2,1,3,4,1
2,2,0,4,4,-1
2,2,0,4,4,-1
2,2,1,0,0,15
2,2,1,2,1,1
2,2,1,2,4,15
2,2,0,1,1,-1
2,2,1,5,1,11
2,2,0,4,4,-1
2,2,1,1,11,0
2,2,0,2,2,-1
2,2,1,5,15,15
2,2,1,2,2,0
2,2,1,1,3,4
2,2,1,2,2,0
2,2,1,0,0,1
2,2,1,7,15,3
2,2,0,0,0,-1
2,2,1,0,1,3
2,2,1,1,4,1
2,2,1,1,4,4
2,2,0,1,1,-1
2,2,1,3,1,4
2,2,1,2,2,4
2,2,0,0,0,-1
2,2,1,2,5,4
2,2,1,0,4,4
2,2,0,1,1,-1
2,2,0,3,3,-1
2,2,0,11,11,-1
2,2,1,1,0,5
2,2,0,4,4,-1
2,2,1,5,4,4
2,2,0,1,1,-1
2,2,1,2,4,4
2,2,1,3,3,3
2,2,1,0,0,0
2,3,1,3,1,4
2,3,1,2,3,0
2,3,0,1,1,-1
2,3,1,3,1,1
2,3,1,6,1,15
2,3,0,0,0,-1
2,3,1,6,5,15
2,3,0,4,4,-1
2,3,0,1,1,-1
2,3,0,2,2,-1
2,3,0,15,15,-1
2,3,1,2,11,0
2,3,0,0,0,-1
2,3,1,4,5,1
2,3,1,0,0,0
2,3,1,2,4,3
2,3,1,0,0,15
2,3,0,4,4,-1
2,3,0,0,0,-1
2,3,1,1,1,2
2,3,1,0,0,1
2,3,0,1,1,-1
2,3,1,0,4,4
2,3,1,3,0,2
2,3,1,0,0,0
2,3,1,4,4,11
2,3,1,1,1,1
2,3,1,5,11,5
2,3,1,0,0,1
2,3,1,2,2,4
2,3,1,0,0,0
2,3,1,0,4,4
2,3,0,5,5,-1
2,3,1,2,3,4
2,3,1,4,3,4
2,3,0,1,1,-1
2,3,1,0,4,0
2,3,0,4,4,-1
2,3,0,0,0,-1
2,3,1,0,3,3
2,3,0,4,4,-1
2,3,1,0,0,0
2,3,0,4,4,-1
2,3,1,0,11,0
2,3,1,5,1,15
2,3,1,0,1,1
2,3,1,5,4,15
2,3,1,1,2,4
2,3,0,11,11,-1
2,3,1,0,0,4
2,3,1,2,1,4
2,3,0,0,0,-1
2,3,1,0,0,0
2,3,1,1,2,4
2,3,1,3,0,4
2,3,1,0,0,0
2,3,0,3,3,-1
2,3,1,1,0,4
2,3,1,0,1,2
2,3,0,3,3,-1
2,3,1,2,4,3
2,3,1,0,1,0
2,4,0,0,0,-1
2,4,1,0,1,1
2,4,0,5,5,-1
2,4,0,3,3,-1
2,4,0,2,2,-1
2,4,1,3,1,3
2,4,1,2,1,3
2,4,0,4,4,-1
2,4,1,0,4,0
2,4,1,2,3,4
2,4,1,0,0,15
2,4,0,0,0,-1
2,4,0,15,15,-1
2,4,1,3,0,5
2,4,1,0,0,5
2,4,1,1,4,1
2,4,1,3,3,5
2,4,0,4,4,-1
2,4,1,0,0,0
2,4,0,11,11,-1
2,4,1,1,4,4
2,4,0,1,1,-1
2,4,0,1,1,-1
2,4,1,2,0,4
2,4,1,0,1,0
2,4,1,4,15,0
2,4,0,1,1,-1
2,4,1,0,3,0
2,4,0,4,4,-1
2,4,1,3,1,15
