,Absolute_adjr2,Absolute_tval,Absolute_bic,Absolute_corr,ROI
rACC,0.05109045875598128,69.90499678396782,3553309.4782287804,0.14836760324535056,rACC
dACC,0.050264596583097676,69.04542629440218,3530167.2937396187,0.14664252223195726,dACC
vlPFC,0.05107333919885593,69.11094182676732,3658275.6982117537,0.1470057894123997,vlPFC
vmPFC,0.049980290760743284,67.15630856998473,3605101.763110078,0.14358201888119365,vmPFC
OFCant,0.05082556811515382,68.28111738722463,3528663.769090187,0.14551666714147482,OFCant
OFClat,0.048788778007896605,67.87844848302173,3309010.8655709075,0.1440935438805505,OFClat
OFCmed,0.05100493129809436,69.81668947956273,3565944.7391009973,0.14810990584533262,OFCmed
OFCpost,0.04995827798060948,67.04032285935506,3634812.492373027,0.14351675486140394,OFCpost
dmPFC,0.05016874979445629,69.74311522699789,3882391.4836159423,0.14751234171019667,dmPFC
dlPFC,0.05012587771968324,68.75196944390207,4019578.444009618,0.1460632942482928,dlPFC
MFG,0.051142532996465095,68.97119926253558,3961246.553480925,0.14664230961681698,MFG
IFG,0.050350695805059686,67.44934946149112,3682081.9965706933,0.14387608793220588,IFG
