,Subj,Mask,S2S,S2B,B2B,B2S
0,102,rACC,0.5850325728666561,0.22467589500158663,0.14556793730186196,0.4343995766750778
1,102,rACC,-0.3556916454639716,0.15549526403571767,0.1798653880059271,-0.5629860188770239
2,102,rACC,-0.18146118600959016,0.316538198930758,-0.033065365151197415,-0.4762740568378924
3,102,rACC,0.06993983475863239,-0.05510743250251817,0.21555334638666301,0.3174764905413455
4,102,rACC,-0.10202167188333393,-0.15914539658278135,-0.04787575395785369,0.11451579488407496
5,102,rACC,0.5780979049981015,0.14007918747568104,0.06490649272229645,-0.27239011646959127
6,102,rACC,-0.14272625863368144,0.4657790276076465,0.2582174599540637,0.3801227791103403
7,102,rACC,0.20924138001308717,-0.07988750547733718,-0.03536331069844138,0.4569747021777944
8,102,rACC,0.10618987617171335,0.12910279471921893,-0.23771184116528157,-0.09061534735905068
9,102,rACC,0.24506592535654517,-0.217104580671448,0.09327373146051816,0.26740618027159857
10,102,rACC,0.12285247780467795,0.2836632406595384,-0.10181992389020768,-0.011033980047824903
11,102,rACC,0.07473149349423365,0.21068143728115446,0.04398576127049299,0.41213454054385645
12,102,rACC,0.16938233378426373,0.15668562778808043,0.301201038907805,-0.165312348976672
13,102,rACC,-0.04215602718895261,0.06541652929435951,-0.12560475081106828,0.3346134366156248
14,102,rACC,0.1318925201296001,0.23325358778920796,-0.010272507762900635,0.32344740066168626
15,102,dACC,0.11060501372831405,-0.03654055075463894,0.5174715425222066,0.37225327419462
16,102,dACC,-0.49191654637177734,0.10840406448142441,0.2105728585091559,-0.4489662514387546
17,102,dACC,-0.2395560655892395,-0.015687408746876942,-0.2040022772115563,-0.10530836488722815
18,102,dACC,0.39625898771359963,0.06090908944800192,-0.07403835182953541,-0.1345559777596974
19,102,dACC,-0.18422144334825352,-0.07607409958992153,0.23276159846148373,0.10751015227994673
20,102,dACC,0.5456119454317705,0.08848138815646756,0.3961325069223019,0.09100125539999676
21,102,dACC,-0.07421178325479473,-0.030884785582994945,0.12459311044512475,0.1739961737341702
22,102,dACC,0.13246364626804902,-0.08412789087514541,0.30664684989199986,-0.015632646702352024
23,102,dACC,-0.09482353633369357,0.12894697727730212,-0.021732590813185272,-0.02664881702692658
24,102,dACC,0.3246087522317406,0.0020584946022005578,-0.034714696305782056,0.24967996813893678
25,102,dACC,0.3252118436813421,0.2123392060591597,0.0715494911601033,0.024728537046364525
26,102,dACC,0.22574508597719245,0.15109366555112064,0.28905919985024403,0.16730609140589775
27,102,dACC,0.3890968057147814,0.3753783024372469,0.21665565744390258,-0.11040155133101481
28,102,dACC,-0.0055319776079829856,0.16081854091576106,0.11938045312754543,0.08331200453126525
29,102,dACC,0.0305698127076528,-0.13612471229835904,-0.3040281895798488,-0.22035855288815814
30,102,vlPFC,0.2546185705068583,-0.08616365058830477,-0.021506518922686277,0.586795529964247
31,102,vlPFC,-0.44431101997698347,0.2875621332035205,-0.22507758620238622,-0.33519580194681303
32,102,vlPFC,-0.39248449023190257,-0.22808956293072316,-0.12004073306802981,0.3571658362507108
33,102,vlPFC,0.06695098889671398,0.15641362588585608,0.14551662617092143,0.012969010047434568
34,102,vlPFC,-0.4679261421433911,-0.3114805797874419,0.14828217739213406,-0.34065743764536927
35,102,vlPFC,0.22244896880469187,0.13988309871671,0.3574641140956575,-0.1741867362520985
36,102,vlPFC,-0.32987250833406195,-0.1526414748161845,0.2175044914808767,0.09400809511759736
37,102,vlPFC,-0.03506726918454892,-0.24227251378846218,0.04226766968138613,-0.1921314893087249
38,102,vlPFC,-0.2864516748500753,0.10198474095970353,0.023797652298659447,0.0560572659613261
39,102,vlPFC,-0.19262154015025634,-0.06543239661514746,0.2029885580084052,-0.15497577613542213
40,102,vlPFC,-0.11238341757603872,0.05933177574010145,0.23471502242550135,0.06937670513294862
41,102,vlPFC,-0.34575644171649533,-0.06211629143693105,0.06059586983093739,0.20442786655515652
42,102,vlPFC,-0.299696099915853,0.21021530901769603,-0.14312347305770293,0.0843133115903136
43,102,vlPFC,0.005937735818730298,-0.10994555638974712,0.04229446113220416,-0.042279560764064056
