4.6696	3.9858	1
15.336	2.1874	1
24.495	1.852	1
34.693	2.6266	1
72.476	2.9449	1
81.214	2.2832	1
89.524	2.2307	1
101.38	2.1848	1
111.25	2.7307	1
122.37	2.8764	1
147.19	2.2066	1
168.92	2.1831	1
187.43	1.8242	1
220.19	1.8233	1
229	2.5812	1
239.77	2.1157	1
251.04	2.0418	1
259.61	1.9469	1
270.81	2.1999	1
282.82	1.6649	1
290.88	1.6069	1
310.97	2.1146	1
334.08	2.002	1
343.87	2.3745	1
353.04	1.8684	1
362.48	2.3343	1
384.61	1.802	1
406	2.2915	1
415.65	2.6	1
428.06	2.7357	1
449.12	1.5812	1
469.04	1.9351	1
480.07	1.8839	1
496.2	2.7885	1
506.58	1.8662	1
515.88	2.3439	1
523.47	3.6544	1
560.1	2.2246	1
568.59	2.9965	1
585.8	1.6758	1
603.04	3.1607	1
609.64	3.1803	1
