5.7128	2.3105	0	5
15.842	1.8948	0	1
24.34	1.7972	1	3
36.261	4.1508	1	4
48.025	3.4308	1	2
60.017	2.257	0	2
72.199	3.713	0	4
80.999	1.786	1	1
90.309	2.7029	0	3
111.95	2.1654	1	4
123.3	3.0042	1	2
134.25	2.8819	1	3
144.29	1.8846	1	2
152.19	2.3668	0	5
159.7	3.7034	1	1
170.72	3.4799	1	5
179.62	1.6331	1	5
198.47	2.2479	1	5
206.78	1.4669	0	1
215.03	1.5716	1	3
222.6	3.1312	0	5
234.28	2.9034	0	3
244.66	4.8402	0	3
252.65	4.5889	0	5
263.93	1.9602	0	4
273.39	2.3237	1	1
283.66	3.5762	0	2
295.28	3.6398	1	5
303.1	2.8102	0	4
315.2	2.4165	0	4
322.94	4.8589	0	5
333.79	2.0154	1	4
344.33	3.7308	0	5
354.93	1.4661	0	1
363.01	3.4441	1	4
372.4	3.4285	0	5
380.56	3.2244	0	5
389.61	1.4596	1	3
401.47	2.2917	0	2
411.42	3.5089	1	5
422.94	3.3775	1	4
432.57	2.798	0	2
441.79	1.7853	0	2
454.2	2.9837	0	4
464.41	2.344	1	4
473.97	1.8659	1	2
482.69	2.2524	0	1
493.47	1.6995	1	5
505.81	1.8705	1	5
518.05	2.927	1	4
528.76	3.4512	0	3
537.32	2.3017	0	5
548.43	1.2804	0	2
558.23	3.0197	1	5
567.93	3.722	0	5
578.39	2.5277	0	3
594.69	4.5724	0	1
605.74	3.5155	1	3
612.7	1.4022	1	1
