5.0624	3.2058	1
15.856	1.5092	1
24.817	2.6305	1
34.613	2.0548	1
71.585	3.3605	1
80.636	3.3958	1
123.26	2.7757	1
134.94	2.4457	1
150.6	2.0177	1
161.54	2.5421	1
180.56	2.2751	1
192.65	2.2382	1
200.8	2.6673	1
210.03	1.9282	1
222.52	2.6057	1
234.44	1.7273	1
241.95	3.4912	1
252.23	3.0395	1
270.59	2.0714	1
279.08	1.6606	1
291.34	1.6627	1
300.8	2.376	1
308.72	1.7602	1
317.61	1.7757	1
325.43	2.2606	1
337.86	1.7318	1
366.58	1.9638	1
377.69	1.8317	1
397.79	1.5439	1
409.29	1.7986	1
420.47	2.4088	1
432.08	2.4063	1
444.24	2.256	1
465.89	2.0392	1
484.42	3.3514	1
517.32	2.2057	1
528.67	2.1457	1
538.3	2.3456	1
567.86	1.8607	1
578.46	1.9504	1
588.01	1.5351	1
604.92	1.669	1
