,Subtract Mean_adjr2,Subtract Mean_tval,Subtract Mean_bic,Subtract Mean_corr,Subtract Median_adjr2,Subtract Median_tval,Subtract Median_bic,Subtract Median_corr,Z-score_adjr2,Z-score_tval,Z-score_bic,Z-score_corr,ROI
rACC,0.009894118619646841,16.59138417913996,3240008.7028664984,0.02927876938924942,0.00977257867983361,15.49951084877073,3240043.7110341345,0.03525381817507911,0.013529287392443412,36.431594820108636,3238959.6434806013,0.06891521879612854,rACC
dACC,0.011281247247114323,18.8447891157595,3173660.90419208,0.032434405484797466,0.011277233893680516,18.814009875958245,3173662.061882427,0.04109212374398089,0.015402929879483107,39.376518642169,3172469.4777486073,0.07352007807355007,dACC
vlPFC,0.006495247686004957,6.907294046916794,3389301.099345956,0.01271131233136621,0.006447693190226422,5.8359080533072945,3389314.750516629,0.016951561353818482,0.008225072373838516,23.350227641767876,3388804.0847341036,0.04582570674270961,vlPFC
vmPFC,0.007706885636277527,15.111059671139314,3349824.0725797727,0.027004704461228362,0.007742999878796786,15.450974956808281,3349813.692394784,0.034508076220080695,0.010495026583234535,32.134126326541555,3349021.574024079,0.061170888222667835,vmPFC
OFCant,0.007304676960835588,13.555425188275146,3336757.113938595,0.023374912842849184,0.00733011425450647,13.822538587304173,3336749.8055917514,0.030830320920559266,0.009908783622742834,30.567294797227714,3336007.9588915086,0.057452036713260476,OFCant
OFClat,0.00470766567482217,5.070092209153985,3208160.3553043534,0.008866323978894147,0.004695931470972803,4.72685262032541,3208163.717779377,0.01361219080492883,0.006029065620056673,20.121891506860003,3207781.4499536734,0.03889627388620367,OFClat
OFCmed,0.009964269083265975,16.9308589926866,3100290.1290383665,0.029446706510106665,0.00996109550143287,16.903811761224993,3100291.043271158,0.03748601967431776,0.013554418973388382,36.40990059600486,3099254.0115607968,0.06845755363431863,OFCmed
OFCpost,0.008698427426671596,13.076217933445369,3295985.028485125,0.023050160260056976,0.00863181800261259,12.321262333692863,3296004.1919462727,0.029128430161414007,0.011710810347665634,32.26179882265136,3295117.0204473846,0.061377654116406846,OFCpost
dmPFC,0.006390431178132316,10.335583782208094,3766602.897810076,0.019469429358108803,0.006341498439211168,9.631941696405718,3766616.9431328457,0.024169464276788604,0.008350328588004663,25.898010803090457,3766039.7726816833,0.050896066851340925,dmPFC
dlPFC,0.006743862162894798,9.8432609851231,3966905.3605761398,0.017786808476350644,0.0067937920135464624,10.54666329163104,3966891.023236177,0.025439965068381046,0.008771228046588031,26.084692725859203,3966322.622846535,0.050540652074720804,dlPFC
MFG,0.0058324947069430255,8.40919697114505,3916681.3618751243,0.015456787885007471,0.0058454791543524065,8.627889011813473,3916677.636882634,0.021707097352685233,0.007615323290078968,24.149699027721862,3916169.446255692,0.04705993787960665,MFG
IFG,0.0066403344912793205,12.061326082497889,3649680.3877613167,0.021578778635792342,0.006539310546761268,10.791617670939688,3649709.3915261244,0.025715387114856447,0.008932895954016917,28.382146906091307,3649021.40393237,0.05433243848829286,IFG
