,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.03340431711719383,84.97572021560842,3233177.8696208573,0.16110292158456913,0.040482761658996,96.84056667818751,3231081.602138077,0.1777416986016882,0.04584778363454167,105.0499785389737,3229493.9940450233,0.19563032880912049,0.046504508093847985,106.0166602861987,3229297.6247020597,0.19655219883493974,rACC
dACC,0.03720656045829851,89.7017502351953,3166105.8106543804,0.16913397104698952,0.043878320297106144,100.46226567161067,3164122.5717034326,0.18368279048309868,0.05000047950040265,109.52942023863955,3162302.053402044,0.2032087895827154,0.05094372638893807,110.86961882479628,3162018.7339808363,0.20468254112555515,dACC
vlPFC,0.020204028353553838,63.56717934553599,3385361.430009026,0.1231183461408121,0.025470331206982277,74.85874990598306,3383824.3424571618,0.139731091391599,0.028663556266798618,80.99915624656637,3382899.8392379847,0.15335092737884692,0.029047305266614476,81.7078708783002,3382787.139726364,0.15409418236788844,vlPFC
vmPFC,0.02396642569370233,70.60656547309136,3345135.147541623,0.13553302991707084,0.03004231369674859,82.48051798276661,3343354.1679659192,0.15285731930678986,0.0317289085881125,85.51428132282845,3342869.3715008046,0.16151747582128084,0.03358304825461389,88.73500231795143,3342322.707741246,0.166433623369201,vmPFC
OFCant,0.02375093748598711,70.66458714273953,3332015.569743393,0.13453133138591664,0.029756090697827475,82.39897663110744,3330255.777968575,0.15157770124539838,0.031927444030720786,86.28755578041508,3329628.348043957,0.16188725898310588,0.03301341496040333,88.17141241143084,3329308.2281562244,0.16449057408611772,OFCant
OFClat,0.01590483226476025,57.21080701183583,3204956.6879434157,0.10977456874479598,0.02039287909798493,67.78431670249662,3203653.007521731,0.12552541626885852,0.02212649715727233,71.48072725086409,3203159.3901270907,0.13490713436628204,0.022964356991115764,73.20144124160971,3202914.915679866,0.13737631722457078,OFClat
OFCmed,0.03228359502307654,82.9045492977374,3093809.995119376,0.15730403182235467,0.0389713782587684,94.37003688741567,3091832.125029352,0.17332674445579835,0.042071369264166436,99.29002395872074,3090922.209681148,0.18572386765301674,0.044117632517218675,102.42140674662977,3090312.3200104465,0.19029009270153907,OFCmed
OFCpost,0.02894843574835715,78.25656132608721,3290121.7186432495,0.14911025190002802,0.03559433541733337,90.17574522165916,3288163.051841027,0.16611356056436394,0.03875261739025604,95.37543207520203,3287239.0737682516,0.1787845952025355,0.04004701102651831,97.4335754147869,3286854.7631125352,0.1816229886987284,OFCpost
dmPFC,0.018626006337386314,60.547593114406766,3763092.1127244597,0.1183983277493113,0.023967594637832046,72.43555773707925,3761535.505148957,0.13618638650384757,0.024865111391501604,74.2647857428838,3761284.682456962,0.14220097307154284,0.025833173311821,76.18499064695435,3761001.404513298,0.14512048350981674,dmPFC
dlPFC,0.02007722513456689,63.09386795477961,3963073.978473384,0.12239327609907696,0.025312100695701778,74.39072821654962,3961546.286530667,0.13901766569736645,0.028289690101144238,80.16168319283003,3960685.233612167,0.15198502775388434,0.02862049868776395,80.77877556604982,3960588.121688547,0.15259012645439726,dlPFC
MFG,0.018281599289027284,60.74744252455372,3913110.5451763826,0.11768856251090137,0.02299776087418537,71.30764782652015,3911737.117896329,0.133260079499291,0.025841625409658953,77.02748807107587,3910917.2887430023,0.14602616896668674,0.026214526745767963,77.74780280011761,3910808.0928851413,0.14681493254066857,MFG
IFG,0.021342253733436678,66.58929197338789,3645450.8562617735,0.1279314934566788,0.026490321043425413,77.23838724038926,3643946.617363167,0.14341478432939336,0.028800960589902336,81.60591057914813,3643280.4330288256,0.15415842774092847,0.029571641167161156,83.01391544289392,3643054.0221979325,0.15605567194382983,IFG
