3.9121	3.4716	0	4
14.292	1.879	1	3
24.764	1.6362	0	4
36.332	1.3869	0	2
46.218	4.3403	0	5
57.476	2.0901	0	4
66.374	1.4402	0	4
74.118	2.9485	0	5
85.891	2.8781	1	3
95.514	2.7828	1	4
105.23	1.7447	0	5
112.73	1.4932	0	4
120.64	1.8498	1	1
138.03	3.5392	0	3
146.42	3.0985	0	1
158.1	3.6781	1	3
169.94	4.0068	0	5
178.19	1.8991	1	5
187.73	2.4838	0	5
198.26	2.6408	1	5
209.46	1.6037	0	4
218.17	3.1483	0	5
226.16	1.8592	1	1
236.96	1.5494	1	4
246.75	1.8092	0	4
258.26	4.3226	1	1
267.73	4.0561	1	5
275.32	1.4593	0	2
287.23	1.7379	1	1
299.32	2.9933	1	5
309.36	2.3289	1	5
317.03	1.4652	1	3
329.29	1.893	1	3
341.29	3.1094	1	1
351.92	2.506	1	5
371.08	2.0131	1	5
379.89	1.7286	0	1
387.73	1.7044	0	4
397.03	1.8802	0	4
418.34	2.2085	0	5
426.66	1.2969	1	5
439.09	1.7802	1	2
449.38	1.8905	0	2
460.07	1.6789	1	5
470.19	1.3721	1	5
480.39	1.4683	0	1
499.98	1.3477	1	1
511.42	2.8422	0	3
520.55	1.9372	1	3
531.43	1.5068	0	2
539.89	1.2225	1	5
552.08	2.1366	0	4
561.13	1.7994	1	3
570.1	1.751	1	2
582.44	2.5389	0	3
594.94	1.8982	1	2
602.9	1.6633	0	2
608.16	2.3054	0	1
