11.834	1.2655	0.76049
41.867	1.1951	-0.1037
52.571	1.2707	0.76049
60.972	1.0517	0.76049
81.711	1.2457	-0.9679
102.44	1.316	-0.1037
118.36	1.7386	-1.8321
194.62	1.5332	-0.9679
222.86	1.1615	0.76049
239.25	2.0292	-0.1037
305.27	1.2118	-0.1037
333.18	1.1578	-0.1037
354.99	1.3211	1.6247
364.95	1.0507	1.6247
375.88	1.1338	0.76049
407.08	1.2963	-0.1037
439.82	1.0945	0.76049
462.19	1.5899	-0.1037
545.23	1.3925	-0.1037
556.74	1.2096	-0.1037
577.56	1.3468	0.76049
594.37	1.5688	-0.9679
602.98	1.2081	0.76049
607.38	1.2174	0.76049
