4.1572	1.8048	1
35.511	1.8933	1
46.297	2.1046	1
54.455	2.1291	1
62.938	2.8087	1
72.655	2.504	1
82.765	2.8318	1
106.46	1.9348	1
115.2	1.679	1
135.92	2.3972	1
154.04	2.1499	1
161.95	2.4736	1
178.75	1.9639	1
208.06	2.3737	1
217.37	3.2117	1
227.32	2.1538	1
238.19	2.4436	1
249.86	2.2487	1
261.87	2.3493	1
272.19	2.9352	1
290.11	1.6677	1
302.36	1.7955	1
321.3	1.8935	1
332.56	3.322	1
342.04	1.5654	1
359.49	2.1291	1
371.09	2.3993	1
401.86	1.458	1
413.77	1.9097	1
437.9	1.704	1
447.76	1.8916	1
458.79	2.0242	1
486.79	1.916	1
499.13	1.629	1
515.85	2.264	1
524.24	1.8799	1
544.82	2.9206	1
555.35	2.2291	1
565.8	1.8909	1
573.3	2.2661	1
583.92	1.6139	1
592	1.6087	1
