4.6147	3.3722	1	3
15.333	2.3935	1	5
24.509	2.3029	1	5
34.708	3.6354	1	1
45.008	2.0767	1	5
52.921	3.8537	1	4
64.819	2.3651	0	4
72.485	2.7958	0	4
81.231	3.2563	1	5
89.539	3.911	1	5
101.38	2.3149	0	2
111.25	2.0184	0	4
122.37	2.3196	1	3
134.7	2.4123	0	1
147.2	3.2531	0	3
158.8	2.9449	1	3
168.93	3.7206	0	1
176.91	2.2865	0	2
187.44	2.5027	1	5
199.61	2.0616	1	4
210.47	1.8265	1	4
220.19	1.8724	1	5
229	2.1051	1	3
239.78	2.3502	0	2
251.05	2.2674	1	5
259.61	2.9482	1	5
270.82	3.9493	1	4
282.81	3.2876	0	5
290.88	1.5128	1	1
303.13	2.6676	1	5
310.97	2.9252	0	5
322.32	1.733	1	1
334.1	2.8761	0	5
343.89	2.3603	0	2
353.02	3.4511	1	5
362.49	3.2443	1	1
374.17	2.2349	1	5
384.61	1.6067	1	2
394.58	2.154	1	3
406.01	2.8388	0	3
415.64	2.0388	1	5
428.06	1.4497	1	2
439.57	1.9519	1	3
449.11	1.7689	1	5
460.06	3.4399	0	5
469.05	1.5705	1	1
480.07	3.2989	0	5
488.71	2.6899	1	2
496.22	3.5554	0	4
515.91	2.4687	1	3
523.47	1.5331	1	2
531.22	1.5927	0	2
540.1	1.2015	1	1
549.51	1.6513	1	3
560.11	2.2497	1	4
568.59	1.7659	1	1
576.75	2.7011	1	4
585.8	2.3262	0	5
597.89	2.0192	0	1
603.21	2.5281	0	5
609.17	2.1525	1	2
