Day,fMRI Run,Trial Categ,Stimulus Value,Item 1 Value,Item 2 Value
1,1,1,3,2,2
1,1,1,10,5,10
1,1,1,12,10,0
1,1,1,10,7,2
1,1,1,8,2,6
1,1,0,12,12,-1
1,1,1,15,10,6
1,1,1,20,12,12
1,1,0,5,5,-1
1,1,1,15,10,10
1,1,1,9,6,10
1,1,1,16,7,10
1,1,1,12,15,0
1,1,0,0,0,-1
1,1,1,8,2,10
1,1,0,10,10,-1
1,1,0,2,2,-1
1,1,0,10,10,-1
1,1,1,13,10,7
1,1,0,2,2,-1
1,1,0,4,4,-1
1,1,1,17,15,10
1,1,1,11,7,2
1,1,1,20,10,10
1,1,1,15,12,12
1,1,0,10,10,-1
1,1,1,13,12,2
1,1,1,9,4,10
1,1,0,12,12,-1
1,1,1,12,4,10
1,1,1,20,12,15
1,1,1,10,10,6
1,1,1,13,12,4
1,1,0,6,6,-1
1,1,1,13,2,12
1,1,0,6,6,-1
1,1,1,20,10,12
1,1,1,12,10,4
1,1,1,20,12,10
1,1,0,10,10,-1
1,1,0,15,15,-1
1,1,1,12,10,6
1,1,1,12,12,6
1,1,1,10,12,10
1,1,0,10,10,-1
1,1,1,20,10,10
1,1,1,16,6,10
1,1,1,12,7,6
1,1,0,12,12,-1
1,1,0,12,12,-1
1,1,1,12,10,7
1,1,1,20,12,15
1,1,1,12,10,0
1,1,1,13,4,10
1,1,1,5,5,2
1,1,0,7,7,-1
1,1,1,14,10,2
1,1,1,13,10,12
1,1,0,10,10,-1
1,1,0,4,4,-1
1,1,1,17,10,12
1,2,0,12,12,-1
1,2,0,10,10,-1
1,2,1,10,0,10
1,2,1,20,10,10
1,2,0,10,10,-1
1,2,1,20,7,6
1,2,1,13,2,12
1,2,0,2,2,-1
1,2,1,10,2,12
1,2,0,5,5,-1
1,2,1,18,12,12
1,2,1,10,2,15
1,2,0,10,10,-1
1,2,0,4,4,-1
1,2,1,17,10,12
1,2,1,3,0,2
1,2,1,12,10,2
1,2,1,6,10,10
1,2,1,12,4,12
1,2,1,20,6,10
1,2,1,13,12,0
1,2,1,10,10,6
1,2,1,15,12,10
1,2,0,6,6,-1
1,2,1,20,12,10
1,2,1,9,10,5
1,2,1,16,12,10
1,2,1,10,12,10
1,2,1,20,12,10
1,2,1,13,10,10
1,2,1,11,10,10
1,2,0,6,6,-1
1,2,1,5,10,2
1,2,0,10,10,-1
1,2,1,14,2,10
1,2,1,11,10,12
1,2,1,18,6,12
1,2,1,20,15,10
1,2,0,12,12,-1
1,2,1,15,7,10
1,2,1,13,10,12
1,2,1,12,10,10
1,2,0,10,10,-1
1,2,1,7,4,6
1,2,0,7,7,-1
1,2,0,12,12,-1
1,2,1,15,12,10
1,2,1,15,12,6
1,2,0,2,2,-1
1,2,1,10,7,4
1,2,1,11,10,4
1,2,0,12,12,-1
1,2,1,8,6,5
1,2,1,10,6,2
1,2,1,15,12,10
1,2,0,15,15,-1
1,2,0,0,0,-1
1,2,1,5,0,10
1,2,0,4,4,-1
1,2,0,10,10,-1
1,2,1,10,4,12
1,2,1,12,2,12
1,3,1,7,2,5
1,3,0,10,10,-1
1,3,0,7,7,-1
1,3,1,10,15,15
1,3,1,15,12,12
1,3,1,16,10,15
1,3,1,10,2,10
1,3,1,9,2,6
1,3,0,2,2,-1
1,3,1,15,10,10
1,3,1,12,12,7
1,3,1,7,6,4
1,3,1,18,10,6
1,3,1,8,0,6
1,3,1,20,15,12
1,3,1,8,5,10
1,3,1,13,4,12
1,3,1,0,5,5
1,3,0,10,10,-1
1,3,1,16,12,6
1,3,1,5,4,4
1,3,1,8,0,10
1,3,1,20,12,12
1,3,1,17,15,7
1,3,0,6,6,-1
1,3,0,10,10,-1
1,3,1,17,10,12
1,3,0,5,5,-1
1,3,1,16,12,7
1,3,1,9,12,0
1,3,0,12,12,-1
1,3,1,20,12,10
1,3,1,10,2,12
1,3,1,10,12,2
1,3,0,10,10,-1
1,3,0,12,12,-1
