6.0507	2.1646	0	1
17.662	2.0003	0	3
27.371	2.0615	0	4
38.552	1.7031	0	5
47.762	2.4574	0	3
55.44	2.7178	0	3
66.21	2.1347	0	5
76.586	2.403	1	3
85.971	2.2428	1	4
96.819	1.567	1	1
105.23	2.3014	0	3
113.96	1.5184	0	1
122.28	2.2175	0	5
133.95	1.8021	0	1
142.13	2.2876	0	4
154.61	2.0837	0	1
164.09	1.4341	0	2
176.43	2.0028	0	4
187.69	2.6312	0	3
197.01	1.6543	0	1
206.54	1.9868	0	4
217.16	1.2643	1	2
224.99	1.8496	1	4
233.22	1.9473	0	1
245.39	2.0459	0	5
255.53	1.9816	0	3
264.49	1.5651	0	2
275.84	1.8889	0	5
286.14	1.5065	0	2
296.66	1.5808	0	1
304.4	1.728	0	2
313.55	1.539	0	2
324.25	1.8681	0	3
333.88	1.9206	0	5
341.87	1.5625	0	4
353.88	2.6162	0	5
363.91	1.8072	0	5
373.87	1.3156	1	2
382.92	2.1292	1	4
395.03	2.6614	0	5
403.67	2.2771	0	5
414.78	2.2864	0	1
423.35	2.4047	0	5
432.24	2.1903	0	3
444.17	1.4956	0	2
455.92	2.0198	0	4
468.34	1.783	0	5
480.2	1.6934	0	4
492.45	1.9178	0	5
502.9	1.4258	1	1
510.83	1.9826	1	5
518.31	1.8879	0	4
529.73	1.8944	0	5
538.56	1.4154	1	2
546.13	2.2086	0	5
554.61	2.0456	0	5
564.82	1.5191	1	2
574.61	1.9638	1	5
582.68	2.0276	0	3
593.63	2.4053	0	5
600.96	1.8172	0	4
608.84	1.842	0	4
