,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.030444436864130453,74.35308865014139,3178000.0840644287,0.12918753395246296,0.025642215442453042,63.87678276452119,3179424.513043153,0.11512480512660342,0.03605052618794946,85.07767210505055,3176339.831775908,0.16597208490736448,0.02695251785920194,66.89521963435705,3179048.1221344867,0.12059294561616742,rACC
dACC,0.054515533417625495,94.88160890342581,2944593.1425836324,0.16290789903512964,0.04842189250462292,84.25383833696365,2946445.272019319,0.15063065781883553,0.05337521723305627,92.9807579632323,2944952.213483406,0.21589034597191348,0.0520959456761837,90.80020235200057,2945341.559941143,0.1620455705879014,dACC
vlPFC,0.03208181649447761,75.89055437976452,3318617.5908263805,0.13119093729110803,0.029349366659257803,70.22529802740272,3319430.3200958753,0.12547293635613213,0.03248543206083121,76.70115100926726,3318508.9182662703,0.1630360022007039,0.031728143463811476,75.1863613612618,3318734.4868629896,0.13414668710084932,vlPFC
vmPFC,0.029094555977042136,75.87085576208678,3199311.1790139726,0.13085095108368455,0.025538290623026372,68.43431940056156,3200365.2447638437,0.12166146416013901,0.028996039401882445,75.68072822533128,3199352.0027053864,0.14932206694495778,0.025782151297099265,68.97542484904098,3200304.6599080525,0.1227815683415581,vmPFC
OFCant,0.03380418109727579,78.33742907735193,3053999.1012428715,0.1357116498426231,0.027923009820988165,65.99552060214563,3055748.6453466867,0.11875634524528011,0.03976660843639768,89.25251195412115,3052226.051684282,0.17471132984006027,0.030284012787864856,71.19657982364117,3055059.1356556835,0.12792325679620786,OFCant
OFClat,0.02843155272586284,71.6054111909963,2995586.0369809177,0.12439910012609277,0.022814974025759494,58.658568480658765,2997247.8830225775,0.10596669975820827,0.036705781799405646,87.45694182314239,2993131.8266942697,0.16494352516490748,0.02501078952152702,64.02243976747553,2996610.8918715203,0.1154453212423942,OFClat
OFCmed,0.05062645606386951,92.93020231356597,2780394.51573251,0.15916167004863935,0.04568176221557807,84.24670570200472,2781892.1935142307,0.14979607632016836,0.04755745944118972,87.63713083955724,2781336.558607837,0.2036563562177677,0.04827324588160353,88.89807334691808,2781119.8118710127,0.15799949720132994,OFCmed
OFCpost,0.04147643864842132,86.94528977256076,3088695.820489024,0.15037517007368514,0.032852380484070576,70.15232081637012,3091278.1228219476,0.1265001423274782,0.060920209025438155,116.98819094195656,3082799.060339224,0.2073407225027568,0.036142468683006634,76.96265757852765,3090307.2700935006,0.13840657771560083,OFCpost
dmPFC,0.019474917882583376,60.057325897955,3735926.2793114716,0.10444398869572726,0.017574539459802807,55.156458698081515,3736484.4994586944,0.0989642878996751,0.017802112412667825,55.7740790070087,3736429.2804913186,0.12142057119912772,0.017891891499350887,56.012379424357846,3736402.926847069,0.1006435218578718,dmPFC
dlPFC,0.028531944895917705,71.68494562252512,3785105.680441436,0.12440844176608588,0.02695572393467416,68.28910738078275,3785573.072286036,0.12226926902981444,0.02605522559210105,66.28386985174988,3785851.3262466914,0.14857926986094977,0.02761693222568884,69.73970966101275,3785388.670254899,0.12500781627791818,dlPFC
MFG,0.032680309321931444,76.13488273078084,3720440.893788308,0.1314661587359808,0.03081743442712348,72.32734130461269,3720995.5711671826,0.12896916186146953,0.025461043433663844,60.157616032870905,3722596.1065586386,0.15187368192572262,0.03216048873690103,75.0971717840084,3720607.351254798,0.13394424664609142,MFG
IFG,0.03673240116831544,78.84550066520895,3422229.2457192796,0.13536190305664977,0.03613930268794541,77.68776793892826,3422406.7017792957,0.13773117723102235,0.02892519523363901,62.04695310589337,3424568.0473024603,0.16344894888376157,0.0377824497004583,80.86427038379597,3421926.3730391236,0.1433891910433785,IFG
