,Subj,Mask,S2S,S2B,B2B,B2S
0,111,rACC,0.152258097858,0.0756598323226,0.159658867274,0.0107833705097
1,111,dACC,0.0816625001266,-0.0508361271758,0.0974163672526,-0.0231866564044
2,111,vlPFC,0.130911468605,0.104604618973,0.0333703890359,0.0937746621644
3,111,vmPFC,0.133369192852,-0.0231618235217,0.110901140169,0.0142863688029
4,111,OFCant,0.0630292155836,0.0326256915011,-0.0434344174931,0.0886340278677
5,111,OFClat,0.0953789845808,0.0986262523766,0.0133829125962,0.0114487832021
6,111,OFCmed,0.0650623130634,-0.0471767907891,0.0616630207939,0.0212782566186
7,111,OFCpost,0.0785738827649,0.0943104555775,-0.0501810463542,0.0772152662147
8,111,dmPFC,0.17880765433,0.100192896373,0.0967024045644,0.118180947054
9,111,dlPFC,0.17599289108,0.126552428047,0.187612383632,0.192940190775
10,111,MFG,0.126359121279,0.13433316599,0.221320351131,0.247256033241
11,111,IFG,0.166677182182,0.0721676607159,0.193903720106,0.141872026587
