3.9222	2.0768	1	5
14.288	2.1178	1	1
24.726	1.9001	1	4
36.319	1.7451	1	3
46.203	1.6028	1	5
57.472	1.9248	1	5
66.379	1.2168	1	1
74.107	1.742	1	5
85.876	1.5762	1	5
95.504	2.1867	0	3
105.22	1.2954	1	5
112.73	1.4541	1	3
120.62	2.7494	1	4
128.79	1.4419	1	5
138	2.0179	1	5
146.42	2.3039	0	5
158.09	1.3654	0	2
169.94	1.2673	1	2
178.16	1.621	0	3
187.72	2.1274	1	3
198.26	1.1099	1	1
209.45	1.2514	1	4
218.18	1.8798	1	5
226.17	1.6792	1	2
236.94	1.5872	0	2
246.73	1.953	0	4
258.26	1.5325	0	2
267.72	1.2871	1	3
275.3	2.6058	0	5
287.22	1.6381	0	1
299.33	2.3635	1	3
309.35	1.3148	1	2
317.03	1.4292	1	3
329.27	1.3553	0	1
341.3	1.8954	0	3
351.89	1.8818	0	4
363.01	1.4839	0	2
371.08	1.4407	0	2
379.89	1.5609	1	5
387.72	1.1947	1	1
397.03	1.1751	1	1
406.98	1.8898	1	5
418.34	1.5941	1	5
426.65	1.1211	1	3
439.07	2.3841	1	1
449.36	2.2526	1	5
460.06	1.7334	1	5
470.17	2.1117	1	2
480.39	1.74	1	3
491.33	2.4585	1	2
499.97	1.2284	1	1
511.41	1.4176	1	3
520.55	1.4735	1	4
531.41	1.4003	1	3
539.9	1.2724	1	4
552.06	1.5629	1	5
561.12	1.6943	1	5
570.11	2.4639	1	4
582.43	2.2905	0	1
594.93	2.5199	1	4
603.51	1.871	1	5
608.97	2.1266	1	5
