3.1849	2.8247	-0.37145
96.824	2.7499	-0.77963
129.26	2.3275	-1.1878
151.14	1.9153	-0.37145
161.18	2.005	0.8531
220.19	1.4411	1.2613
241.58	2.8943	1.6695
251.04	3.1358	-0.77963
262.48	2.1384	-0.37145
273.18	3.5033	0.44492
291.71	2.4096	-0.37145
323.71	3.2139	0.44492
343.22	2.9182	0.8531
366.58	2.863	0.036736
383.55	2.3409	0.44492
400.52	1.422	-1.596
412.52	2.0285	-0.37145
420.43	2.5551	-1.596
429.66	3.3094	0.44492
477.41	2.2783	1.2613
489.74	1.3659	0.036736
582.44	1.6318	-0.77963
609.14	1.9954	-0.77963
