4.2347	2.6281	1
11.836	1.7808	1
20.397	1.9953	1
30.183	2.1136	1
41.875	1.968	1
52.558	1.6208	1
60.973	2.0369	1
93.561	2.6584	1
102.44	2.0862	1
110.28	2.2916	1
118.34	1.7125	1
129.45	3.0395	1
138.75	1.6369	1
151.08	1.5465	1
186.87	1.701	1
194.61	2.8439	1
239.24	3.1306	1
258.35	2.6254	1
278.42	1.955	1
285.92	1.993	1
305.27	1.6674	1
313.92	1.5808	1
323.96	2.3096	1
333.18	1.9579	1
354.98	1.5186	1
364.95	1.7928	1
407.07	2.0814	1
419.16	2.9869	1
429.61	2.0203	1
439.81	1.9433	1
462.19	2.0947	1
473.82	1.8584	1
494.45	2.0883	1
503.19	2.0621	1
523.02	3.4716	1
533.3	2.3854	1
545.23	1.5576	1
556.74	1.6649	1
585.23	1.5537	1
594.37	1.7313	1
603.14	2.1927	1
608.52	2.6476	1
