6.7047	1.944	10
14.794	1.4442	19
36.338	2.0274	14
47.357	1.8008	20
64.404	1.858	18
83.339	2.0543	12
94.696	1.4844	10
104.81	2.2807	12
115.43	1.7992	11
124.89	2.5428	4
136.58	2.4294	13
148.52	2.3155	16
158.88	1.8671	10
169.66	1.7515	16
177.31	1.9027	17
215.28	2.1151	15
222.85	1.6236	17
231.82	2.2336	12
254.13	1.5829	12
272.15	1.8996	14
281.37	1.931	12
311.17	1.7877	10
321.46	2.4128	12
329.46	3.1737	11
357.68	1.4998	19
367.25	1.934	10
390.44	3.0657	10
399.82	1.4837	10
411.11	2.155	12
419.99	2.6677	10
431.58	2.3411	14
439.98	3.0318	16
461.3	1.9016	6
469.21	2.4536	10
481.22	2.602	8
490.02	1.5734	20
499.66	2.6424	12
509.86	3.0306	12
563.18	2.2816	11
574.61	2.1002	7
582.77	2.4952	8
600.39	2.1331	16
