,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.032672641417662796,33.16561944062089,3215901.483565382,0.07611327865300556,0.032873679495324604,34.058573371984,3215841.6892833943,0.07925784636747955,0.03405093447972052,-38.897438090719234,3215502.8609842407,0.08056698404390167,0.03501935619435226,42.4644549020545,3215214.2999031427,0.09481837921281691,rACC
dACC,0.04627953966774323,40.633596301215924,3027160.307614717,0.09179724684227807,0.047865770298373134,46.18548275500672,3026681.43906763,0.10380509252546653,0.04906866556545786,-50.00704694645623,3026329.333359733,0.09219352557094143,0.05130761857782207,56.440511461309285,3025651.19663668,0.12274865295107129,dACC
vlPFC,0.02962371079499726,32.84636795387683,3349010.7702894714,0.07345937627755796,0.030076874113251773,34.839549904529974,3348876.3930642325,0.0793766465410364,0.031273573665743015,-39.64433778083612,3348532.801421235,0.07539385653259699,0.031619304468249676,40.92603357346989,3348430.112378178,0.09154221338401003,vlPFC
vmPFC,0.023326441550728494,24.240356882633577,3495797.8357417504,0.056386979019286895,0.023571101403412786,25.687033656731,3495725.761953164,0.0612285418595837,0.03346447370842531,-60.101631075794266,3492807.633070176,0.04042756571603786,0.02445778847506619,30.37925915478834,3495475.97299667,0.07096506553210488,vmPFC
OFCant,0.015666184296509233,16.660556012218738,3579313.775170872,0.03892631241401916,0.016865008298880935,25.073897391193373,3578963.1950443806,0.05708065505858517,0.0327896779679383,-73.32466044758439,3574276.81626521,0.0071794794611386515,0.016475433980548293,22.70473439463455,3579088.737313672,0.05459954742548946,OFCant
OFClat,0.01763962254043061,19.86575671821824,3350201.0744365756,0.045066088129599544,0.0187972053600588,27.101679796366046,3349861.8814135427,0.061297367736746995,0.02952295102556224,-62.63406740453759,3346711.4430551585,0.024706650525855828,0.019002088095309677,28.208837863765638,3349813.37490928,0.06536632344844329,OFClat
OFCmed,0.021925853866577527,20.25603019335935,3326379.9289578716,0.04812587791229191,0.023466060457782878,29.40544162857795,3325926.552419513,0.06740258464973077,0.03789922730664019,-72.07142070377138,3321654.4783274084,0.025020983893414644,0.02306052241336698,27.311292253210855,3326057.565840701,0.06514509445541414,OFCmed
OFCpost,0.029145153230172416,29.913710664367745,3290656.836811546,0.06717963165283533,0.02990182014840137,33.46508148891012,3290432.5367413457,0.07649844560926385,0.032547387204788336,-43.71096291134851,3289658.4988331464,0.07215960031242327,0.03144337291872823,39.75628979323192,3289986.599399713,0.08960729722204386,OFCpost
dmPFC,0.019117194391330528,24.541775387238896,3892202.080886532,0.05646938808614588,0.018364304580918756,19.52427526554123,3892422.808845195,0.0488240558243417,0.020903515634568715,-33.60435596373172,3891689.2683547717,0.058375184161684926,0.01942185116470274,26.3223537581062,3892124.284768916,0.0619011202691896,dmPFC
dlPFC,0.023648119531819445,30.09884358791499,3952418.6359036015,0.06696630087373456,0.02305037216264416,27.006886502313847,3952594.7069994374,0.06344899984445107,0.02794185759452672,-46.7082077677368,3951162.2746549444,0.053823001092466786,0.02451540617504111,34.110362176845435,3952174.5477548726,0.07750211548867289,dlPFC
MFG,0.025829208839929785,29.439218407511575,3843908.7480005287,0.06652308560721294,0.026046222174909484,30.511629462780434,3843844.655182791,0.07062036482666582,0.0304931715176191,-47.494734305997774,3842539.7065710523,0.0587158256141527,0.027766690309830255,37.982665370214036,3843347.5949325487,0.08527532146276069,MFG
IFG,0.029135990442684556,31.03560631966111,3550184.249145562,0.07139753770570618,0.030392886209104852,36.570053362735585,3549811.5728193847,0.08295535533326741,0.030400512120087986,-36.61484064941956,3549820.8797997744,0.0763855038587132,0.03280811944670636,45.38817253331376,3549105.6547695794,0.09929867818656334,IFG
