,Subtract Mean_adjr2,Subtract Mean_tval,Subtract Mean_bic,Subtract Mean_corr,Subtract Median_adjr2,Subtract Median_tval,Subtract Median_bic,Subtract Median_corr,Z-score_adjr2,Z-score_tval,Z-score_bic,Z-score_corr,ROI
rACC,0.02940390682020788,11.199674256865269,3216848.8166433494,0.018525918733304718,0.02935864183946968,10.583543400433769,3216862.232652454,0.018479735981698355,0.030333737116831294,20.03521095896072,3216573.0873334706,0.039927054609796474,rACC
dACC,0.04116591725675067,10.298738235540323,3028675.5197659936,0.015964839788402223,0.04117681156029773,10.456281559862491,3028672.2511180537,0.01754631244809051,0.04229264203434657,21.086323614101396,3028337.268565705,0.041815948923795594,dACC
vlPFC,0.026479176150708272,12.007885870765362,3349918.3599250317,0.018216546437630144,0.026389743421276535,10.851321180423971,3349944.7865050184,0.017234024914123278,0.027481869637514644,20.99854721462136,3349621.906570707,0.03977947626886255,vlPFC
vmPFC,0.021577881034028357,8.392480606500863,3496289.276019648,0.011645180522738174,0.02158390007063249,8.497287092054076,3496287.5062704333,0.012867635640922423,0.022135928578999597,15.31810423712745,3496125.149602071,0.029017212108211933,vmPFC
OFCant,0.014725341247815882,0.7790670599866611,3579565.4741282887,-0.0037272113772306406,0.014725795971512246,0.8600659940747438,3579565.341358262,-0.0026383018717885693,0.014845190477751458,5.966924346052738,3579530.4784818417,0.009778003174176327,OFCant
OFClat,0.01632056232955781,2.5224239261496324,3350563.9572576582,-0.0009953724512466787,0.016313868883188087,2.0988349286148744,3350565.9147694516,-0.0007629392273286736,0.016565840363669704,8.838164363244314,3350492.2160167703,0.014789957202591053,OFClat
OFCmed,0.020550705028199334,1.9581499882951883,3326760.976913471,-0.0010216232644600315,0.020547914337537665,1.7362852107321018,3326761.796583004,-0.0003878586852993561,0.020761507712065197,8.109473818209887,3326699.054113193,0.014888224071050315,OFCmed
OFCpost,0.02645601931969266,9.784612507152714,3291429.4300080067,0.012833382270707808,0.02639959087049837,8.891561883448857,3291446.104001321,0.012395443830364531,0.027230904038461956,18.026923364405288,3291200.3621870596,0.03312095531584826,OFCpost
dmPFC,0.017656628363728943,13.102732165786747,3892606.9878793187,0.0216838054298802,0.017551644909554742,11.871081672652515,3892637.7307206234,0.020313746520704678,0.018440052871257495,20.035573384961975,3892377.469886119,0.038535408987720926,dmPFC
dlPFC,0.021253983106012675,14.072439414944606,3953100.060444448,0.02222828918600218,0.02123128143868558,13.833170022380234,3953106.733002809,0.02280866614839179,0.02216644745437235,21.602360259054507,3952831.7373290826,0.0406187777984213,dlPFC
MFG,0.023225758526991602,9.777569486864229,3844653.401896595,0.014402202033087796,0.023191322713394746,9.244240202718345,3844663.5437695216,0.014480496183026397,0.023997733201240323,17.978172792078396,3844425.949666485,0.03423661008056854,MFG
IFG,0.02625801999113153,10.397852227967395,3551012.6296684775,0.017089438193283703,0.026199249150757553,9.526124039640267,3551029.9922609343,0.016523453700072785,0.027079343538902845,18.736517376543492,3550769.8774136016,0.03732718499933921,IFG
