Day,fMRI Run,Trial Categ,Stimulus Value,Item 1 Value,Item 2 Value
1,3,1,0,0,0
1,3,1,0,1,0
1,3,1,0,0,0
1,3,1,0,0,0
1,3,0,0,0,-1
1,3,0,1,1,-1
1,3,1,0,1,0
1,3,1,0,0,1
1,3,1,2,2,3
1,3,0,1,1,-1
1,3,1,0,0,2
1,3,1,11,1,1
1,3,1,2,2,1
1,3,0,1,1,-1
1,3,1,0,0,0
1,3,1,4,5,1
1,3,0,0,0,-1
1,3,0,5,5,-1
1,3,0,0,0,-1
1,3,0,5,5,-1
1,4,1,0,0,0
1,4,1,8,5,5
1,4,1,2,0,1
1,4,1,2,1,3
1,4,0,3,3,-1
1,4,1,0,0,0
1,4,1,0,0,1
1,4,1,0,0,0
1,4,1,1,1,1
1,4,0,0,0,-1
1,4,0,5,5,-1
1,4,1,6,5,5
1,4,1,4,5,0
1,4,1,2,5,0
1,4,1,5,0,5
1,4,1,2,1,1
1,4,1,1,2,0
1,4,0,2,2,-1
1,4,1,5,0,5
1,4,1,8,5,5
1,4,0,0,0,-1
1,4,1,3,5,0
1,4,0,5,5,-1
1,4,1,2,0,1
1,4,0,5,5,-1
1,4,1,4,5,5
1,4,1,0,0,0
1,4,1,4,0,5
1,4,1,4,3,5
1,4,0,5,5,-1
1,4,1,1,3,3
1,4,0,0,0,-1
1,4,1,0,1,1
1,4,1,4,5,5
1,4,1,1,0,0
1,4,1,1,0,3
1,4,1,4,5,1
1,4,1,2,1,5
1,4,0,0,0,-1
1,4,1,1,1,3
1,4,1,3,0,0
1,4,1,2,0,5
1,4,0,0,0,-1
1,4,0,1,1,-1
1,4,0,0,0,-1
1,4,1,4,0,5
1,4,1,4,5,0
1,4,1,0,0,0
1,4,1,0,0,0
1,4,0,0,0,-1
1,4,1,5,5,1
1,4,1,0,1,0
1,4,0,3,3,-1
1,4,1,4,0,5
1,4,1,6,5,5
1,4,0,5,5,-1
1,4,0,1,1,-1
1,4,0,0,0,-1
1,4,0,0,0,-1
1,4,1,0,0,0
1,4,0,1,1,-1
1,4,1,4,5,5
1,5,1,0,0,0
1,5,1,1,5,1
1,5,0,0,0,-1
1,5,0,3,3,-1
1,5,0,5,5,-1
1,5,1,2,0,3
1,5,0,1,1,-1
1,5,0,0,0,-1
1,5,0,5,5,-1
1,5,1,5,5,2
1,5,1,4,0,5
1,5,1,8,5,5
1,5,0,5,5,-1
1,5,1,0,0,1
1,5,1,4,5,1
1,5,1,0,0,0
1,5,1,2,3,3
1,5,1,2,0,5
1,5,0,1,1,-1
1,5,1,2,3,5
1,5,0,0,0,-1
1,5,1,0,0,0
1,5,1,4,5,1
1,5,0,5,5,-1
1,5,0,2,2,-1
1,5,1,1,1,0
1,5,1,0,0,0
1,5,1,1,0,3
1,5,0,0,0,-1
1,5,1,0,0,0
1,5,1,0,0,2
1,5,0,0,0,-1
1,5,1,7,5,5
1,5,0,0,0,-1
1,5,1,4,1,5
1,5,1,0,0,0
1,5,1,4,3,5
1,5,1,0,0,0
1,5,1,5,0,5
1,5,1,1,0,3
1,5,1,0,0,0
1,5,0,0,0,-1
1,5,1,2,0,1
1,5,1,1,1,0
1,5,0,0,0,-1
1,5,1,4,5,0
1,5,0,3,3,-1
1,5,1,0,0,0
1,5,1,0,0,0
1,5,1,4,3,5
1,5,1,4,0,5
1,5,0,0,0,-1
1,5,1,0,0,3
1,5,0,1,1,-1
1,5,1,1,1,0
1,5,1,4,5,0
1,5,1,0,2,0
1,5,1,0,0,2
1,5,0,5,5,-1
1,5,1,6,2,5
1,5,1,0,1,0
1,5,1,8,5,5
2,1,1,0,0,0
2,1,0,1,1,-1
2,1,1,2,4,0
2,1,1,4,1,1
2,1,0,1,1,-1
2,1,1,2,1,4
2,1,1,1,1,2
2,1,0,2,2,-1
2,1,1,2,4,1
2,1,1,6,2,1
2,1,1,1,1,1
2,1,1,0,0,0
2,1,1,2,0,2
2,1,0,0,0,-1
2,1,1,4,2,0
2,1,1,5,1,2
2,1,0,4,4,-1
2,1,1,4,4,0
2,1,1,1,0,0
2,1,1,1,0,1
2,1,0,0,0,-1
2,1,1,2,1,1
2,1,1,1,0,1
2,1,0,2,2,-1
2,1,1,2,1,1
2,1,0,1,1,-1
2,1,0,3,3,-1
2,1,1,1,1,0
2,1,0,0,0,-1
2,1,1,3,1,0
2,1,1,0,3,0
2,1,1,3,1,2
2,1,0,0,0,-1
2,1,0,0,0,-1
2,1,1,4,1,1
2,1,0,1,1,-1
2,1,1,1,1,0
2,1,1,2,2,0
2,1,0,4,4,-1
2,1,1,1,1,0
2,1,1,4,4,2
2,1,1,5,1,0
2,1,1,1,1,1
2,1,0,0,0,-1
2,1,1,3,1,1
2,1,1,0,0,0
2,1,1,2,3,0
2,1,0,2,2,-1
2,1,1,1,0,1
2,1,0,0,0,-1
2,1,1,1,1,0
2,1,0,0,0,-1
2,1,0,1,1,-1
2,1,1,5,2,0
2,1,1,0,3,0
2,1,1,2,1,0
2,1,1,2,0,1
2,1,1,6,4,1
2,1,1,0,2,3
2,1,1,0,0,0
2,1,0,1,1,-1
2,1,1,3,0,4
2,2,0,0,0,-1
2,2,1,5,0,4
2,2,1,3,0,4
2,2,0,4,4,-1
2,2,0,4,4,-1
2,2,1,4,1,1
2,2,1,1,1,1
2,2,1,0,0,0
2,2,1,6,0,4
2,2,1,4,2,3
2,2,1,1,1,0
2,2,1,0,0,3
2,2,1,1,0,1
2,2,1,12,2,2
2,2,1,0,0,0
2,2,1,1,1,2
2,2,1,2,1,1
2,2,1,0,0,0
2,2,0,1,1,-1
2,2,0,1,1,-1
2,2,0,2,2,-1
2,2,0,0,0,-1
2,2,1,2,4,0
2,2,1,0,2,0
2,2,1,7,2,2
2,2,1,5,1,1
2,2,1,1,1,0
2,2,0,1,1,-1
2,2,1,5,0,2
2,2,1,4,3,1
2,2,0,0,0,-1
2,2,0,0,0,-1
2,2,1,3,0,1
2,2,1,6,1,4
2,2,0,0,0,-1
2,2,1,2,1,2
2,2,0,3,3,-1
2,2,0,1,1,-1
2,2,0,0,0,-1
2,2,0,2,2,-1
2,2,1,15,2,4
2,2,0,1,1,-1
2,2,1,2,2,0
2,2,0,0,0,-1
2,2,1,6,2,1
2,2,1,1,2,0
2,2,1,4,0,1
2,2,1,2,4,2
2,2,1,2,2,0
2,2,0,0,0,-1
2,2,1,4,0,4
2,2,1,2,0,4
2,2,1,3,3,4
2,2,1,1,1,0
2,2,1,1,1,0
2,2,1,2,0,1
2,2,0,2,2,-1
2,2,1,2,1,4
2,2,1,0,0,0
2,2,0,1,1,-1
2,2,1,1,0,0
2,2,1,4,4,1
2,3,1,2,1,2
2,3,0,1,1,-1
2,3,1,1,2,0
2,3,0,1,1,-1
2,3,1,4,2,4
2,3,0,4,4,-1
2,3,0,0,0,-1
2,3,1,2,0,2
2,3,1,2,0,2
2,3,1,0,0,3
2,3,1,3,2,0
2,3,1,0,0,0
2,3,1,0,0,0
2,3,0,1,1,-1
2,3,1,5,1,2
2,3,0,0,0,-1
2,3,0,0,0,-1
2,3,0,2,2,-1
2,3,1,3,1,3
2,3,1,0,0,0
2,3,1,0,0,0
2,3,1,0,0,3
2,3,0,2,2,-1
2,3,0,3,3,-1
2,3,1,1,1,1
2,3,1,0,0,0
2,3,1,0,0,0
2,3,1,1,0,1
2,3,0,0,0,-1
2,3,1,2,0,4
2,3,1,4,4,0
2,3,0,1,1,-1
2,3,1,2,1,0
2,3,1,0,0,0
2,3,0,1,1,-1
2,3,0,0,0,-1
2,3,1,1,2,1
2,3,0,0,0,-1
2,3,1,0,0,0
2,3,1,0,0,2
2,3,1,1,1,0
2,3,0,1,1,-1
2,3,0,4,4,-1
2,3,1,0,2,0
2,3,0,0,0,-1
2,3,1,0,3,3
2,3,0,0,0,-1
2,3,1,2,1,0
2,3,1,1,0,1
2,3,1,2,0,4
2,3,0,2,2,-1
2,3,1,4,0,4
2,3,1,0,0,2
2,3,1,2,0,1
2,3,1,5,4,1
2,3,1,4,1,2
2,3,1,5,1,2
2,3,1,0,0,0
2,3,1,1,0,1
2,3,1,3,1,0
2,3,1,2,2,2
2,3,1,1,1,0
2,4,0,0,0,-1
2,4,1,1,1,0
2,4,1,3,0,0
2,4,1,1,1,1
2,4,1,1,0,1
2,4,0,1,1,-1
2,4,0,4,4,-1
2,4,0,1,1,-1
2,4,1,1,1,0
2,4,1,1,1,3
2,4,1,4,0,4
2,4,1,2,2,0
2,4,1,2,0,0
2,4,1,1,0,1
2,4,0,0,0,-1
2,4,0,4,4,-1
2,4,1,2,3,2
2,4,1,0,0,0
2,4,1,1,0,1
2,4,1,4,1,1
2,4,1,3,4,1
2,4,1,0,0,0
2,4,1,4,4,4
2,4,1,6,1,2
2,4,1,1,0,0
2,4,1,1,0,0
2,4,0,1,1,-1
2,4,1,8,1,2
2,4,1,3,1,0
2,4,1,1,0,1
2,4,1,0,0,0
2,4,1,4,1,1
2,4,1,0,0,0
2,4,0,1,1,-1
2,4,1,1,2,1
2,4,1,0,0,3
2,4,1,2,2,0
2,4,0,1,1,-1
2,4,1,5,2,0
2,4,1,1,1,2
2,4,1,1,2,2
2,4,1,2,2,1
2,4,1,3,1,0
2,4,0,2,2,-1
2,4,0,0,0,-1
2,4,1,5,1,4
2,4,0,0,0,-1
2,4,0,1,1,-1
2,4,1,2,1,0
2,4,1,1,1,0
2,4,0,0,0,-1
2,4,1,0,0,0
2,4,0,0,0,-1
2,4,0,2,2,-1
2,4,1,2,2,2
2,4,1,5,1,4
2,4,0,0,0,-1
2,4,1,1,1,1
2,4,0,0,0,-1
2,4,1,1,0,1
2,4,0,3,3,-1
2,4,0,2,2,-1
2,5,1,4,0,2
2,5,1,3,3,1
2,5,0,4,4,-1
2,5,1,6,2,0
2,5,0,0,0,-1
2,5,1,0,0,0
2,5,1,2,1,0
2,5,0,0,0,-1
2,5,0,1,1,-1
2,5,1,10,2,4
2,5,0,2,2,-1
2,5,1,1,0,1
2,5,1,1,1,3
2,5,0,2,2,-1
2,5,1,3,1,1
2,5,0,1,1,-1
2,5,1,4,4,0
2,5,1,1,1,3
2,5,1,0,0,0
2,5,1,2,1,0
2,5,1,1,0,1
2,5,1,10,2,2
2,5,1,1,2,0
2,5,1,5,4,4
2,5,1,1,0,0
2,5,0,2,2,-1
2,5,1,2,4,1
2,5,1,2,0,1
2,5,1,4,4,3
2,5,1,2,2,0
2,5,0,1,1,-1
2,5,0,0,0,-1
2,5,1,2,0,1
2,5,1,8,1,4
2,5,0,0,0,-1
2,5,1,2,1,1
2,5,1,0,0,0
2,5,0,1,1,-1
2,5,0,0,0,-1
2,5,1,2,2,1
2,5,1,1,1,0
2,5,1,0,0,0
2,5,1,12,4,4
2,5,0,0,0,-1
2,5,1,0,0,0
2,5,1,1,4,2
2,5,1,2,1,1
2,5,0,3,3,-1
2,5,0,4,4,-1
2,5,1,4,4,0
2,5,0,1,1,-1
2,5,1,1,2,0
2,5,0,0,0,-1
2,5,0,1,1,-1
2,5,1,0,0,0
2,5,1,4,1,1
2,5,1,0,0,3
2,5,0,0,0,-1
2,5,1,3,1,0
2,5,1,2,0,1
2,5,1,0,0,0
2,5,1,4,1,1
3,1,0,0,0,-1
3,1,1,10,6,4
3,1,1,6,0,4
3,1,1,2,1,0
3,1,0,3,3,-1
3,1,1,14,6,6
3,1,1,4,4,1
3,1,1,3,3,0
3,1,1,4,4,0
3,1,1,4,4,0
3,1,0,6,6,-1
3,1,1,0,0,0
3,1,0,4,4,-1
3,1,0,1,1,-1
3,1,1,2,0,2
3,1,0,2,2,-1
3,1,1,6,0,4
3,1,1,6,4,0
3,1,1,1,1,0
3,1,0,0,0,-1
3,1,1,3,0,3
3,1,0,4,4,-1
3,1,1,2,1,1
3,1,1,4,2,3
3,1,1,0,0,0
3,1,1,2,0,1
3,1,1,1,0,1
3,1,1,1,1,0
3,1,1,4,1,3
3,1,1,0,0,0
3,1,1,0,0,0
3,1,1,2,1,1
3,1,1,0,0,0
3,1,0,0,0,-1
3,1,1,8,4,1
3,1,1,2,2,2
3,1,0,1,1,-1
3,1,1,2,2,0
3,1,1,2,0,2
3,1,0,2,2,-1
3,1,1,2,2,0
3,1,0,1,1,-1
3,1,1,1,0,1
3,1,1,2,1,0
3,1,0,0,0,-1
3,1,1,4,1,3
3,1,1,4,1,3
3,1,1,6,4,0
3,1,1,0,0,0
3,1,0,0,0,-1
3,1,0,0,0,-1
3,1,1,2,1,1
3,1,1,0,0,0
3,1,0,0,0,-1
3,1,0,4,4,-1
3,1,1,0,0,0
3,1,0,1,1,-1
3,1,0,0,0,-1
3,1,1,4,4,0
3,1,1,4,0,2
3,1,0,0,0,-1
3,1,1,4,1,2
3,2,1,8,4,2
3,2,0,0,0,-1
3,2,0,0,0,-1
3,2,1,6,0,6
3,2,1,6,4,0
3,2,1,14,4,6
3,2,1,2,2,0
3,2,1,10,4,3
3,2,0,0,0,-1
3,2,0,4,4,-1
3,2,1,2,1,0
3,2,1,2,0,2
3,2,1,7,1,6
3,2,0,1,1,-1
3,2,1,0,0,0
3,2,1,5,2,1
3,2,1,1,0,1
3,2,1,0,0,0
3,2,0,2,2,-1
3,2,1,6,6,0
3,2,1,4,1,2
3,2,1,2,0,1
3,2,0,0,0,-1
3,2,1,2,2,0
3,2,1,0,0,0
3,2,1,3,0,3
3,2,0,0,0,-1
3,2,1,2,0,1
3,2,0,1,1,-1
3,2,1,8,4,2
3,2,1,10,4,4
3,2,1,4,0,4
3,2,1,6,0,4
3,2,1,0,0,0
3,2,0,1,1,-1
3,2,0,4,4,-1
3,2,1,2,0,2
3,2,0,0,0,-1
3,2,0,2,2,-1
3,2,1,6,6,0
3,2,1,8,4,1
3,2,1,5,4,1
3,2,1,0,0,0
3,2,0,6,6,-1
3,2,1,6,4,1
3,2,1,6,3,3
3,2,1,4,4,0
3,2,0,0,0,-1
3,2,1,5,4,1
3,2,1,4,3,1
3,2,0,4,4,-1
3,2,0,0,0,-1
3,2,1,2,1,0
3,2,0,3,3,-1
3,2,1,4,4,0
3,2,1,4,4,1
3,2,1,8,3,4
3,2,1,1,1,0
3,2,0,0,0,-1
3,2,0,1,1,-1
3,2,1,2,1,0
3,2,1,0,0,0
3,3,0,1,1,-1
3,3,0,4,4,-1
3,3,1,6,4,3
3,3,1,2,2,1
3,3,1,6,0,6
3,3,0,1,1,-1
3,3,1,0,0,0
3,3,1,0,0,0
3,3,0,0,0,-1
3,3,1,2,0,2
3,3,1,4,2,2
3,3,0,0,0,-1
3,3,1,4,0,4
3,3,0,2,2,-1
3,3,1,6,0,4
3,3,1,0,0,0
3,3,0,0,0,-1
3,3,1,0,0,0
3,3,1,2,1,1
3,3,1,0,0,0
3,3,1,2,0,1
3,3,0,0,0,-1
3,3,0,0,0,-1
3,3,1,0,0,0
3,3,1,6,0,6
3,3,0,6,6,-1
3,3,0,3,3,-1
3,3,1,2,2,0
3,3,1,7,4,4
3,3,0,0,0,-1
3,3,0,4,4,-1
3,3,0,1,1,-1
3,3,1,0,0,0
3,3,1,4,1,4
3,3,1,2,1,0
3,3,0,1,1,-1
3,3,0,0,0,-1
3,3,1,3,2,0
3,3,1,1,0,1
3,3,1,2,3,0
3,3,1,4,0,4
3,3,1,12,6,4
3,3,1,8,4,4
3,3,1,2,1,0
3,3,1,0,0,0
3,3,0,0,0,-1
3,3,0,4,4,-1
3,3,1,1,1,0
3,3,1,2,1,0
3,3,1,5,3,2
3,3,1,0,0,0
3,3,1,4,1,4
3,3,1,6,4,4
3,3,1,0,0,0
3,3,1,2,0,1
3,3,1,6,0,6
3,3,0,2,2,-1
3,3,1,8,1,6
3,3,1,7,2,4
3,3,1,9,3,6
3,3,0,0,0,-1
3,3,1,6,4,0
3,4,1,2,1,0
3,4,1,1,0,1
3,4,0,6,6,-1
3,4,0,1,1,-1
3,4,0,0,0,-1
3,4,0,4,4,-1
3,4,1,7,4,1
3,4,1,0,0,0
3,4,1,2,2,1
3,4,0,0,0,-1
3,4,1,0,0,0
3,4,0,0,0,-1
3,4,1,3,0,3
3,4,1,12,4,4
3,4,1,0,0,0
3,4,1,2,0,1
3,4,0,0,0,-1
3,4,1,2,1,2
3,4,1,6,0,4
3,4,1,7,6,2
3,4,1,1,1,0
3,4,1,4,0,3
3,4,1,6,4,0
3,4,1,1,0,1
3,4,0,2,2,-1
3,4,0,0,0,-1
3,4,1,0,0,0
3,4,1,3,0,3
3,4,1,4,1,2
3,4,1,3,2,1
3,4,0,0,0,-1
3,4,1,6,0,6
3,4,1,0,0,0
3,4,0,4,4,-1
3,4,0,3,3,-1
3,4,1,6,0,4
3,4,1,0,0,0
3,4,0,0,0,-1
3,4,1,3,0,3
3,4,1,2,1,0
3,4,1,2,0,0
3,4,1,4,1,1
3,4,1,0,0,0
3,4,1,0,0,0
3,4,0,1,1,-1
3,4,1,2,2,0
3,4,1,2,1,0
3,4,1,0,0,0
3,4,1,0,0,0
3,4,0,0,0,-1
3,4,1,6,4,0
3,4,0,1,1,-1
3,4,1,6,0,6
3,4,0,1,1,-1
3,4,1,4,4,0
3,4,1,0,0,0
3,4,1,0,0,0
3,4,1,6,1,6
3,4,0,0,0,-1
3,4,0,2,2,-1
3,4,1,7,4,1
3,4,0,4,4,-1
3,5,1,2,1,1
3,5,1,0,0,0
3,5,1,0,0,0
3,5,0,1,1,-1
3,5,0,6,6,-1
3,5,1,4,2,2
3,5,1,8,6,1
3,5,0,0,0,-1
3,5,1,0,0,0
3,5,0,1,1,-1
3,5,1,2,1,0
3,5,1,8,2,4
3,5,1,6,6,0
3,5,1,2,0,2
3,5,1,8,2,4
3,5,0,4,4,-1
3,5,0,0,0,-1
3,5,1,1,1,1
3,5,1,2,1,1
3,5,0,0,0,-1
3,5,0,2,2,-1
3,5,1,4,4,0
3,5,1,4,4,0
3,5,1,1,1,0
3,5,1,1,1,0
3,5,1,6,4,0
3,5,1,3,0,3
3,5,1,2,1,0
3,5,1,0,0,0
3,5,0,3,3,-1
3,5,0,2,2,-1
3,5,0,4,4,-1
3,5,1,0,0,0
3,5,1,4,0,4
3,5,1,1,0,1
3,5,1,2,0,1
3,5,1,4,0,4
3,5,0,0,0,-1
3,5,1,2,0,2
3,5,1,12,4,4
3,5,1,3,2,0
3,5,1,4,0,4
3,5,0,0,0,-1
3,5,1,7,4,2
3,5,1,1,1,0
3,5,0,1,1,-1
3,5,0,0,0,-1
3,5,1,2,0,2
3,5,1,0,0,0
3,5,1,2,2,0
3,5,1,0,0,0
3,5,1,3,1,1
3,5,1,8,6,2
3,5,1,2,1,1
3,5,1,0,0,0
3,5,0,1,1,-1
3,5,0,0,0,-1
3,5,1,7,1,4
3,5,0,0,0,-1
3,5,0,4,4,-1
3,5,1,2,1,0
3,5,0,0,0,-1
