65	-1
121	121
1	70
64	-1
64	64
103	-1
131	-1
64	23
105	-1
22	130
62	103
121	23
46	105
1	40
70	131
70	64
103	104
1	-1
23	70
121	131
62	-1
1	103
139	139
139	-1
22	-1
46	131
64	104
103	103
64	1
62	1
140	-1
102	70
121	-1
102	-1
40	-1
130	130
121	22
103	102
70	-1
23	-1
140	130
130	66
66	126
126	-1
102	102
104	-1
46	-1
23	66
105	139
46	65
22	22
103	65
65	139
103	40
62	62
131	105
130	121
140	22
103	66
66	-1
130	-1
64	139
62	-1
23	40
23	65
46	-1
23	-1
104	102
1	-1
66	64
102	66
22	62
65	130
22	64
23	131
140	140
126	-1
46	46
103	139
23	103
140	-1
22	-1
70	139
103	-1
40	22
40	-1
126	1
131	103
70	-1
66	22
1	22
62	70
121	-1
139	-1
66	-1
121	139
64	130
130	-1
130	103
22	104
64	-1
46	130
65	66
102	40
121	46
40	66
102	-1
23	102
65	-1
105	-1
121	40
62	121
103	64
140	139
64	102
131	-1
104	-1
105	102
102	46
65	22
104	140
140	70
103	105
105	140
126	-1
131	-1
46	70
23	22
70	105
126	126
62	102
40	-1
126	70
70	130
104	139
65	-1
104	121
102	-1
102	1
46	-1
66	46
104	40
66	-1
126	22
104	126
64	40
140	66
121	64
40	46
70	-1
126	140
1	139
103	-1
23	1
130	104
104	46
22	-1
62	-1
131	130
40	40
66	70
70	22
105	104
121	-1
64	131
131	65
102	139
1	130
22	102
130	126
139	-1
1	-1
1	131
130	23
40	70
23	-1
126	40
140	23
40	140
140	-1
102	126
62	23
130	-1
104	-1
105	-1
64	-1
126	46
64	62
46	23
140	121
121	-1
139	130
102	140
105	105
1	1
103	-1
62	-1
66	62
62	139
64	46
131	62
1	140
40	130
40	-1
126	62
66	66
130	-1
104	131
66	-1
46	1
104	-1
104	104
131	126
46	62
121	65
65	-1
70	121
126	-1
23	23
104	66
22	46
105	121
65	140
23	104
102	-1
1	121
46	139
105	64
22	-1
23	-1
131	-1
102	65
65	126
139	22
103	22
105	-1
64	140
23	139
70	-1
105	66
65	64
64	-1
140	-1
139	-1
46	-1
139	126
1	-1
104	65
130	105
104	1
130	-1
121	-1
64	-1
103	70
1	-1
102	-1
62	-1
65	40
105	62
65	65
66	-1
131	140
65	1
130	102
70	70
126	64
140	-1
70	104
131	-1
131	131
