18.318	2.7436	0.65048
27.694	3.0134	-0.60401
56.579	2.7431	-1.0222
64.829	1.6314	-0.60401
75.026	1.9841	2.3231
86.226	2.2421	0.65048
136.1	2.2035	-0.18585
164.75	3.4235	-1.4403
197.33	1.9519	-0.60401
208.1	2.279	-1.8585
229.57	2.789	-1.0222
242.09	1.9509	-1.0222
284.04	3.0247	-0.60401
314.74	1.747	1.0686
343.63	2.9977	1.0686
352.45	2.4041	0.65048
446.38	3.4641	0.65048
523.89	3.2577	0.23231
533.6	1.9265	-0.60401
551.06	3.3289	1.0686
558.54	1.7887	1.4868
569.16	2.4339	-0.60401
608.73	1.9464	-0.60401
