5.7345	2.6648	1	5
15.853	2.0873	1	3
24.324	1.5299	1	3
36.25	1.43	1	2
48.013	1.5277	1	3
60.021	2.1002	1	3
72.206	1.4922	0	1
81.018	1.5496	0	2
90.315	1.6786	1	3
99.457	2.493	0	5
111.96	1.2536	1	2
123.31	2.434	0	4
134.25	2.2298	0	5
144.28	1.884	1	5
152.2	2.1283	1	3
159.7	1.5379	1	4
170.73	1.0894	1	1
179.62	1.9254	0	4
189.5	1.5985	1	4
198.47	1.6472	1	5
206.8	1.1855	1	1
215.03	1.8543	0	5
222.61	1.3786	0	1
234.28	1.2405	1	2
244.66	1.9301	1	4
252.65	1.7924	1	3
263.91	1.5812	0	2
273.39	1.2665	0	1
283.68	1.8577	1	4
295.27	1.8042	1	3
303.1	2.4585	0	5
315.19	1.3768	1	1
322.94	1.7652	1	3
333.8	1.402	0	2
344.33	2.2833	1	3
354.95	1.8834	1	4
363.02	1.9317	0	4
372.4	2.1473	0	4
380.56	1.9385	0	5
389.61	1.2816	1	1
401.47	2.3922	0	3
411.42	1.435	1	2
422.94	2.3736	0	5
432.57	1.9454	0	1
441.78	1.3868	0	2
454.21	2.0985	0	4
464.4	1.7472	1	5
473.96	1.357	0	1
482.68	1.6192	0	3
493.47	1.8645	1	5
505.8	1.8306	1	4
518.07	2.2786	0	5
528.76	1.6932	0	4
537.31	1.5812	1	5
548.43	2.2284	1	5
558.22	1.7573	1	5
567.94	2.1105	0	3
578.38	1.5464	1	1
587.03	1.2585	1	2
594.7	2.3221	1	3
603.48	1.8466	1	5
608.76	1.471	0	2
