4.2347	2.6281	12
11.836	1.7808	17
20.397	1.9953	18
30.183	2.1136	0
41.875	1.968	10
52.558	1.6208	20
60.973	2.0369	2
93.561	2.6584	13
102.44	2.0862	9
110.28	2.2916	8
118.34	1.7125	10
129.45	3.0395	7
138.75	1.6369	10
151.08	1.5465	12
186.87	1.701	9
194.61	2.8439	7
239.24	3.1306	10
258.35	2.6254	8
278.42	1.955	15
285.92	1.993	14
305.27	1.6674	17
313.92	1.5808	18
323.96	2.3096	13
333.18	1.9579	14
354.98	1.5186	12
364.95	1.7928	12
407.07	2.0814	8
419.16	2.9869	13
429.61	2.0203	12
439.81	1.9433	12
462.19	2.0947	10
473.82	1.8584	4
494.45	2.0883	20
503.19	2.0621	20
523.02	3.4716	10
533.3	2.3854	16
545.23	1.5576	12
556.74	1.6649	20
585.23	1.5537	10
594.37	1.7313	17
603.14	2.1927	10
608.52	2.6476	8
