5.7129	2.3161	-1.4929
15.853	2.0781	-0.65791
24.33	2.6281	0.17713
60.031	1.927	0.17713
99.456	1.8855	0.17713
111.95	2.1682	-0.65791
123.3	2.5393	1.0122
179.61	2.0461	-1.4929
234.29	1.8874	0.17713
244.67	2.3661	-0.65791
252.65	1.8437	0.17713
263.92	2.1222	-0.65791
344.34	1.9587	-1.4929
354.95	1.9125	-1.4929
372.4	3.0663	-1.4929
380.56	2.0962	0.17713
401.46	2.6792	0.17713
441.79	1.7362	-1.4929
493.46	1.8571	-0.65791
505.8	2.0474	0.17713
537.31	2.1072	-1.4929
578.39	1.8096	-0.65791
603.53	1.7806	1.0122
