24.505	2.4846	-0.65791
34.701	2.3205	1.8472
52.927	1.9671	1.8472
111.26	2.3805	-0.65791
187.44	2.7236	-0.65791
199.62	2.5305	1.0122
210.47	2.1916	1.0122
220.18	2.3982	-1.4929
259.61	1.8557	-0.65791
270.8	2.9113	0.17713
343.89	1.9794	1.0122
353.02	3.7083	-1.4929
374.16	2.4029	0.17713
415.65	2.3654	0.17713
469.04	3.1725	-0.65791
496.28	2.6796	0.17713
506.58	2.0868	0.17713
549.5	2.0469	0.17713
560.14	2.3395	1.0122
568.59	2.2273	1.0122
576.75	3.0585	0.17713
602.71	1.7528	1.8472
607.91	2.0309	1.0122
