3.174	1.8742	1	1
12.493	1.6097	1	3
22.607	2.4168	1	3
32.163	3.0871	1	5
44.32	2.3028	0	2
56.826	4.9108	0	5
68.502	2.8071	0	4
76.336	2.0103	0	1
88.107	1.6594	1	3
96.828	4.4089	1	5
106.63	2.5008	0	1
117.43	2.9806	0	3
129.25	2.3844	1	3
139.2	3.3079	0	4
151.13	3.8565	1	2
161.17	3.3276	0	1
170.89	2.8052	0	2
180.76	2.102	1	5
192.29	2.8119	1	3
203.47	3.5283	0	4
212.52	3.3444	1	5
231.3	2.5979	1	5
241.58	2.7214	0	4
251.05	1.6945	1	1
262.49	1.4185	1	1
273.19	4.2206	0	4
313.09	3.4554	0	4
323.72	1.3458	1	1
334.08	3.2214	1	4
366.57	1.9323	1	3
375.15	1.3238	1	3
383.55	4.3307	1	5
412.53	3.268	1	1
420.43	2.2619	1	2
429.65	1.6705	1	3
451.22	3.2154	0	4
466.95	2.0173	0	2
477.41	2.9676	0	2
489.73	1.4674	1	5
497.81	2.424	1	2
526.06	1.7541	1	3
535.03	2.0933	1	5
545.97	2.4062	1	4
565.83	1.8191	1	1
573.95	2.4801	1	4
582.45	1.9428	0	1
594.69	3.1612	0	5
604.48	3.6993	0	5
611.45	4.7169	1	3
