5.3904	1.7183	6
14.617	1.8011	3
22.839	1.7853	2
35.024	1.6565	10
44.819	2.0459	3
64.395	1.7777	3
85.87	1.8973	5
117.56	1.3137	4
126.44	2.1674	6
157.07	2.0344	13
169.39	2.801	1
191.04	1.5514	5
212.76	1.1995	10
240.84	1.6205	10
251.28	1.8211	8
263.05	1.9872	3
274.15	3.5815	8
285.59	1.2567	6
305.66	2.5026	2
314.32	2.6266	10
324.04	1.3987	8
350.38	2.9292	0
370.22	1.7714	5
379.86	2.3736	4
392.35	1.7019	5
403.55	2.2262	10
424.28	1.5713	3
433.74	2.2751	8
443.8	2.0049	5
455.05	2.3377	2
465.59	2.3575	5
483.71	2.545	1
493.25	1.8129	5
509.73	1.4981	5
518.29	1.3996	5
527.36	1.7367	6
536.33	1.585	5
545.46	2.1533	2
573.71	1.6016	5
584.31	1.7509	8
596.25	1.9197	4
601.1	1.5223	5
