4.1572	1.8048	1	3
14.873	1.8973	1	2
24.43	1.934	1	2
35.511	1.8933	1	4
46.297	2.1046	0	4
54.455	2.1291	0	5
62.938	2.8087	0	4
72.655	2.504	1	4
82.765	2.8318	1	4
94.949	1.8361	0	1
106.46	1.9348	0	4
115.2	1.679	0	5
127.27	1.5346	1	2
135.92	2.3972	0	4
143.67	2.2818	0	1
154.04	2.1499	0	5
161.95	2.4736	0	5
171.17	2.2992	1	2
178.75	1.9639	0	5
187.81	1.2755	0	1
196.13	1.431	1	1
208.06	2.3737	1	4
217.37	3.2117	1	3
227.32	2.1538	1	4
238.19	2.4436	1	5
249.86	2.2487	1	3
261.87	2.3493	0	5
272.19	2.9352	0	4
280.72	2.1027	1	2
290.11	1.6677	0	3
302.36	1.7955	1	3
310.35	1.6099	0	1
321.3	1.8935	0	5
332.56	3.322	0	3
342.04	1.5654	1	4
349.7	1.5471	0	1
359.49	2.1291	1	4
371.09	2.3993	1	5
381.12	1.5649	1	1
389.37	2.1266	0	2
401.86	1.458	1	5
413.77	1.9097	0	4
426.13	1.5919	0	2
437.9	1.704	0	5
447.76	1.8916	0	5
458.79	2.0242	1	5
469	1.6995	0	2
477.97	2.7891	1	2
486.79	1.916	1	3
499.13	1.629	1	5
506.95	2.6031	0	1
515.85	2.264	0	5
524.24	1.8799	1	3
533.39	1.1852	1	1
544.82	2.9206	1	3
555.35	2.2291	0	4
565.8	1.8909	1	5
573.3	2.2661	0	3
583.92	1.6139	1	5
592	1.6087	1	4
599.83	1.3399	1	1
607.55	1.1842	1	2
