,MC_adjr2,MC_tval,MC_bic,MC_corr,MC by day_adjr2,MC by day_tval,MC by day_bic,MC by day_corr,RW Update_adjr2,RW Update_tval,RW Update_bic,RW Update_corr,RW Update by day_adjr2,RW Update by day_tval,RW Update by day_bic,RW Update by day_corr,ROI
rACC,0.06803815127344359,67.32677778614868,3696632.1176242405,0.12366258541432151,0.06752332884074552,66.12040632924689,3696790.648403918,0.25765773160602445,0.06566166608899071,61.5812734006354,3697374.7534888857,0.11324175993763273,0.07131463839459029,74.58328736615752,3695632.689910038,0.25882157080778145,rACC
dACC,0.06866335075105368,67.6847988337602,3684751.9978127484,0.12416543205894956,0.06559659881542135,60.20021695780014,3685695.693768713,0.2550214815566725,0.06582049932066203,60.784439344477605,3685638.467773611,0.11185841084371498,0.06785644271127422,65.80115461835045,3685012.166582088,0.25551868834034125,dACC
vlPFC,0.06579916876099878,62.680844625724156,3839482.567861734,0.11613084445875706,0.06345620057377421,56.57672879771122,3840201.613242304,0.2512357551587864,0.06375532678411289,57.39924725433666,3840121.4805398295,0.10649145661405095,0.06751151280042322,66.81499986775076,3838967.4838227136,0.2543930176257256,vlPFC
vmPFC,0.06371307715412,68.23647358966272,3813393.5493120397,0.1253798517361287,0.059036738374187325,56.6258217758359,3814823.723376536,0.2419818855361317,0.0609104425601259,61.53567018504737,3814263.1073277625,0.11340349900642092,0.06286960431543798,66.29233273198001,3813663.6049761185,0.24464675458943547,vmPFC
OFCant,0.07040723104525282,69.55838318655404,3753943.6484166626,0.12761282104527322,0.06655268461649111,60.27461930975516,3755131.4827960697,0.2569670059673767,0.06794670672482739,63.78723932969891,3754714.02923431,0.11715220598095266,0.06968370106029598,67.91444087766148,3754178.5571372556,0.2584984545989721,OFCant
OFClat,0.04614650341368176,53.058980061164185,3544526.2434343104,0.09870542535618708,0.04280659800379871,42.47136136013596,3545529.628085645,0.20665015248766833,0.044354409241106674,47.67259399698799,3545076.6333166375,0.08891363021767412,0.044681401686010425,48.70019972618949,3544978.393088296,0.20869929764373377,OFClat
OFCmed,0.072327972860314,69.13630374402248,3740341.6846815697,0.12712328346218862,0.06710338442654828,56.08415932447148,3741953.857958045,0.2586525078429042,0.0699864395520372,63.60876948483069,3741076.9087387063,0.1170679965434921,0.06817510555379869,58.99334586254914,3741635.457211639,0.2584733071967333,OFCmed
OFCpost,0.059783301626073704,62.84315328832778,3833171.879904195,0.11578204605251867,0.05463377140763881,48.622208922753,3834739.8119722796,0.2334724006373411,0.05761966375916994,57.29001730773626,3833843.276608328,0.10567889143548995,0.055413420872946206,51.02951966838022,3834514.5407122145,0.23343073937450917,OFCpost
dmPFC,0.056668291368532686,62.40161926270011,4114434.0861163912,0.1151079236392083,0.051498210347099005,48.04223015115152,4116003.074427631,0.22662394578073974,0.05434132399743408,56.38295124391172,4115152.8905107053,0.10424711151708366,0.053624304485483276,54.39798928966797,4115370.4640929536,0.22845283239656305,dmPFC
dlPFC,0.05533416468046293,61.617876741581256,4279303.051527751,0.11364528357398586,0.04963060074846293,45.290548188650725,4281031.014870914,0.22260595931903318,0.053006494349966626,55.52359485054636,4280021.071424878,0.10265825031807253,0.05172895234956265,51.884341955026656,4280408.070209912,0.22482741715764304,dlPFC
MFG,0.055809228244339315,59.70222693407046,4233793.872968379,0.10996954731922752,0.0520334921422374,49.05934639006313,4234939.5155970305,0.22767901123989667,0.05365651332219912,53.8912906277964,4234459.182330652,0.09943795965188088,0.055337901489864616,58.48390044580042,4233948.701452358,0.2308985944578068,MFG
IFG,0.056314872802582294,57.742845805036204,3924417.375818403,0.10699491144934639,0.057088515078722146,59.77036321623562,3924181.9438914577,0.2369957689852578,0.054348580749548625,52.26315753385332,3925026.4503067518,0.09702651418827456,0.06357238400472831,74.73848529711833,3922212.7370295073,0.24169530702356473,IFG
