,Subtract Mean_adjr2,Subtract Mean_tval,Subtract Mean_bic,Subtract Mean_corr,Subtract Median_adjr2,Subtract Median_tval,Subtract Median_bic,Subtract Median_corr,Z-score_adjr2,Z-score_tval,Z-score_bic,Z-score_corr,ROI
rACC,0.053786199669800694,11.788029424136154,3700965.6125713936,0.002625245755683402,0.05376978976639757,11.574842879591092,3700970.590941432,0.0015955959091307555,0.0597855620971276,44.40162267247664,3699139.7400054256,0.07074561573505206,rACC
dACC,0.05413369204066687,9.96635047724085,3689172.6889529615,-0.0005631255274328266,0.05411977937724255,9.752151648278629,3689176.9112766343,-0.0015954456230994976,0.05985463074748998,42.97342658097356,3687431.169064276,0.06828574291483125,dACC
vlPFC,0.053164146193434014,6.621848346434082,3843315.8987412984,-0.005723064279804688,0.05315137949044468,6.322800348396116,3843319.7693148567,-0.006885787341244239,0.0580325166523562,39.0853808792908,3841836.102131864,0.06223435302454854,vlPFC
vmPFC,0.049082147090162676,12.880134823959455,3817821.498530687,0.005790076415129857,0.04906159190281245,12.636826117709115,3817827.703618587,0.004740599719312412,0.05509311665996264,44.643511122116905,3816001.160727431,0.07195898579666972,vmPFC
OFCant,0.05514953095994313,11.080561738268454,3758593.8878089394,0.001482809529823585,0.05512967478106989,10.804807669170781,3758599.9203769052,0.00034328160536543234,0.06131807917467558,44.83273564127644,3756713.637743271,0.07163178271573477,OFCant
OFClat,0.03692324388907209,6.098866667108247,3547265.50280523,-0.004102881082780749,0.036908261767995776,5.721020326055374,3547269.968440164,-0.005289946675717798,0.04027263531038172,32.235606926264204,3546265.421088249,0.051409271202468874,OFClat
OFCmed,0.05725386440686786,10.559229548053006,3744945.6245830967,0.0003787699689981174,0.05723701226438571,10.313298805013106,3744950.7559216972,-0.0007235438673128036,0.0632959499399589,44.31515850180483,3743099.9219369884,0.0707833349089855,OFCmed
OFCpost,0.04710281539589145,8.646838390807494,3836994.3958866773,-0.0015972663364887318,0.04708427509059243,8.317528740834,3836999.981113383,-0.0027745865639445004,0.05193171858976375,39.20769522231399,3835535.9866876313,0.06247652685308263,OFCpost
dmPFC,0.044206676606337925,9.9278113728345,4118178.259758426,0.001318064137084645,0.04418571410992522,9.605399093532464,4118184.555522424,0.00017048140525453799,0.0490789712128874,39.621629750235975,4116711.1823173533,0.06358399453814631,dmPFC
dlPFC,0.04312093448546894,9.079164237724244,4282967.434415777,-1.9611277197392e-06,0.0431011427483865,8.74598648883764,4282973.371819247,-0.0011597294394102887,0.047779171524280684,38.56299016461145,4281566.563942137,0.06179825368108325,dlPFC
MFG,0.044339919647059856,8.63070750012156,4237236.7272316655,-0.0016232251664172479,0.04432405617760393,8.350028235465134,4237241.492258169,-0.002703441798835002,0.04880389719760925,37.70937278592052,4235892.696977191,0.05966361459233049,MFG
IFG,0.045500517618732084,6.492477767980227,3927665.1696000337,-0.005194331046983697,0.045488650337876746,6.211507384760709,3927668.7386038885,-0.006280348849743455,0.049678445599922516,36.11551931840171,3926405.9204797554,0.057189987704514854,IFG
