3.1839	2.4435	7
32.155	3.3397	10
44.334	2.2173	15
56.827	1.8211	16
68.509	2.0686	10
76.34	2.7424	9
96.821	1.7006	15
106.61	2.5317	12
117.4	2.4573	7
129.25	2.4922	18
139.21	1.8991	8
151.13	2.1619	20
161.17	2.6469	8
170.89	2.0448	13
180.77	1.9326	0
203.46	1.7644	16
212.52	1.9617	5
220.2	1.782	8
231.29	2.8116	20
241.59	1.4015	17
273.18	1.9157	17
291.7	2.0202	16
302.56	1.8916	9
323.72	1.5573	20
334.07	1.6272	10
343.22	1.5217	10
391.13	2.4651	10
400.52	1.6883	3
412.53	1.7648	13
429.66	2.2282	4
439.86	1.6834	12
459.21	2.0957	15
477.4	1.2001	20
497.82	2.6906	18
510.23	1.6838	7
517.72	1.7592	16
526.05	1.512	17
554.77	1.9269	15
573.96	1.9107	5
582.44	1.8827	10
602.78	2.5907	6
608.63	1.9629	17
