5.2096	2.0251	1	5
16.889	1.9338	1	5
27.417	1.8655	1	5
38.034	1.7544	1	2
47.577	1.337	1	5
55.651	2.0788	0	5
67.17	2.4302	1	5
79.669	1.7559	1	5
91.103	1.9456	1	5
98.931	1.5399	0	2
109.38	1.7283	1	5
117.37	1.6101	0	4
126.35	1.8071	1	5
135.73	1.8753	1	1
145.2	1.8567	1	5
157.62	1.4859	0	2
166.19	1.3945	0	2
177.13	1.1039	1	3
189.22	1.5484	1	5
200	1.6892	1	4
208.73	1.5907	0	4
219.59	1.2766	1	4
227.82	1.4001	1	1
236.14	1.6566	0	3
245.94	1.593	0	4
257.95	1.2815	0	4
270.29	1.9875	1	5
280.57	1.6219	1	1
292.33	1.6589	1	5
304.18	1.4201	1	2
313.4	1.601	1	2
323.52	1.856	0	1
333.48	1.5134	1	3
342.62	1.9218	0	5
350.77	1.1607	0	2
359.83	1.4754	1	5
370.94	1.5417	0	4
378.6	1.6542	0	2
388.48	1.3446	0	4
398.19	1.2668	1	1
408.23	2.1099	1	5
415.73	1.2256	1	5
424.14	1.723	0	3
432.79	1.1024	1	1
444.96	1.6856	0	5
452.54	1.2711	1	1
464.14	1.5595	0	4
472.05	1.3475	0	4
482.25	1.7452	1	5
494.51	1.3102	0	2
505.53	1.1516	1	3
514.01	1.3754	0	2
525.2	1.7482	1	5
534.09	1.8876	0	4
542.91	1.849	1	5
554.83	2.1684	0	1
564.14	1.76	0	4
575.41	1.8422	0	4
585.04	1.4879	0	4
592.78	1.4639	0	1
600.61	1.4043	0	5
607.38	1.4606	1	1
