20.019	0
29.436	1
41.09	1
49.572	1
57.406	1
68.147	1
78.272	1
88.195	0
98.516	0
106.94	0
115.82	0
123.99	0
135.96	0
143.92	1
156.86	0
166.16	0
178.24	1
189.45	1
198.68	0
208.84	1
219.05	0
227.5	0
235.45	0
247.17	0
256.89	0
266.21	1
277.6	0
288.51	1
298.37	1
306.2	0
315.65	0
325.8	1
335.07	0
344.19	1
355.58	1
365.69	1
376.65	1
384.58	0
397.19	0
405.89	0
416.33	0
425.64	0
434.12	0
446.04	0
457.48	0
470.9	0
481.7	1
493.86	0
504.69	1
512.27	1
519.76	0
531.39	0
540.79	1
547.82	1
556.76	1
566.46	0
576.66	0
584.71	0
595.33	1
602.13	1
610.14	1
7.7205	1
17.523	0
26.093	0
38.309	1
49.858	0
61.517	0
74.234	0
82.812	1
92.162	1
100.8	0
113.72	0
125.41	1
135.84	0
145.95	0
153.68	0
161.6	1
171.99	1
181.11	1
191.19	1
200.12	0
208.84	1
216.74	1
223.72	0
235.75	1
246.06	0
254.54	0
265.98	0
275.42	0
285.71	1
296.7	0
305.12	0
316.75	0
324.54	0
335.55	1
346.26	0
356.28	0
364.96	0
373.95	1
382.15	0
391.29	0
403.14	1
413.01	1
424.75	1
433.83	1
443.28	1
455.93	1
465.74	0
476.14	0
484.78	0
494.85	0
507.67	0
520.57	0
530.23	0
539.41	0
550.17	0
560.3	1
569.82	1
579.78	0
588.61	1
596.77	0
605.63	1
610.9	0
5.6232	1
16.159	0
26.719	0
37.672	1
47.783	1
59.013	1
68.396	1
76.081	0
87.792	0
96.583	1
106.95	0
114.07	1
121.96	1
130.52	1
139.48	1
148.28	1
160.1	0
171.86	1
179.69	1
189.51	0
199.94	0
210.92	1
219.58	1
228.1	0
238.49	1
249.02	1
259.71	0
269.23	1
277.01	0
289.13	0
300.73	1
310.91	1
318.89	0
330.64	1
343.16	1
353.29	1
365.35	0
373.06	1
381.75	0
389.5	0
398.84	0
409.03	0
420.18	1
428.84	0
440.72	1
451.54	0
462.22	0
471.95	1
482.67	0
492.6	1
501.7	0
513.22	1
522.71	1
533.24	0
542.03	1
553.76	1
563.13	1
571.3	1
583.8	1
596.99	1
605.32	0
610.74	1
8.9805	0
20.297	1
29.679	1
40.137	0
49.22	0
59.308	0
66.822	1
76.911	0
87.417	1
97.589	1
106.9	0
119.05	1
127.09	0
138.13	0
145.9	0
154.3	1
166.62	0
177.92	1
189.57	0
198.79	0
210.61	0
222.22	0
231.01	1
244.31	1
256.18	1
268.27	1
277.36	1
286.38	1
296.22	1
307.6	1
316.95	1
326.46	0
337.49	0
345.3	0
354.54	1
362.65	1
370.66	1
381.7	1
389.19	0
399.23	1
408.31	0
416.41	1
425.41	0
435.56	1
448.68	1
460.59	0
469.54	1
481.99	1
490.86	0
502.97	1
513.96	0
525.52	1
535.09	0
544.97	1
552.68	1
560.19	0
570.9	0
579.22	1
589.07	1
597.05	0
603.31	1
609.45	1
4.8094	1
14.438	0
23.912	1
34.002	0
45.738	1
58.869	0
70.87	1
78.119	0
90.326	0
98.738	0
109.09	0
118.78	0
131.61	0
141.1	1
153.14	1
162.92	0
173.74	1
182.27	0
193.3	1
206.13	0
214.24	1
221.74	0
232.85	0
243.23	0
253.17	0
264.06	0
275.15	1
284.03	0
293.75	0
303.86	1
314.63	1
325.14	1
335.55	0
344.79	1
356.09	0
368.17	1
376.8	0
385.19	0
393.69	1
402.85	1
414.56	0
422.68	0
431.49	1
441.15	0
453.2	1
461.05	1
468.83	1
479.56	0
491.49	0
499.54	0
512.38	1
519.67	1
528.02	0
536.22	0
547.94	0
556.08	0
567.35	1
575.53	1
584.18	1
596.34	0
604.07	0
608.55	0
7.6754	0
17.788	1
26.137	1
35.875	1
46.636	1
54.957	0
66.416	0
74.418	1
82.504	1
91.48	1
103.33	0
112.87	0
124.29	1
136.35	0
149.13	0
160.54	0
171.84	0
178.59	1
189.69	0
201.53	0
212.82	1
221.41	1
230.33	1
241.4	0
253.04	0
260.76	1
272.22	0
284.65	0
293.32	0
305.13	1
313.46	0
323.96	0
335.81	1
345.63	0
355.19	0
363.95	0
376.34	0
386.39	0
396.74	0
407.33	1
418.02	0
429.67	1
441.54	0
451.05	1
461.86	0
471.71	0
482.04	1
490.9	1
498.9	1
509.33	1
517.47	0
526.02	0
533.53	0
542.17	1
550.61	1
561.74	0
570.17	0
578.36	0
587.74	0
600.22	1
604.83	1
609.76	0
8.6376	1
19.066	1
28.86	1
40.338	0
49.025	1
57.426	0
67.633	0
78.215	0
88.213	1
99.043	1
106.69	1
116.92	0
124.05	1
135.35	1
144.33	0
155.88	0
165.48	1
177.67	1
189.33	0
199.31	0
209.18	0
218.83	1
226.68	1
234.45	1
247.29	0
257.05	0
265.63	0
277.49	1
288.01	0
298.54	0
306.06	1
315.41	0
325.53	0
335.32	1
343.27	0
355.77	1
365.4	0
375.36	0
385.15	1
397.36	1
406.21	0
417.33	0
425.35	1
433.9	0
445.95	0
458.24	1
470.58	0
482.28	0
494.4	0
504.55	0
511.94	0
520.44	0
530.92	0
540.68	1
547.51	0
556.09	0
566.38	1
576.43	1
584.66	1
595.8	0
603.01	1
611.37	0
7.3783	1
17.894	0
26.389	1
38.266	1
50.079	0
62.188	1
74.161	1
83.646	0
