3.9164	3.8823	1
14.285	2.7553	1
24.744	2.9178	1
36.337	3.1307	1
46.207	2.3947	1
66.38	2.536	1
74.116	2.0614	1
95.515	3.1181	1
105.22	3.8679	1
112.73	2.5527	1
120.65	2.7373	1
138.02	3.8657	1
178.17	2.2022	1
209.44	2.621	1
218.18	1.9378	1
226.17	2.0379	1
236.96	3.3405	1
267.73	2.1352	1
275.31	2.0905	1
299.33	3.1197	1
309.36	1.9465	1
317.03	2.8086	1
329.29	2.6052	1
351.92	1.8764	1
371.09	2.0642	1
379.91	1.6603	1
387.73	2.5457	1
418.35	4.0414	1
426.66	2.3439	1
439.08	2.9884	1
460.07	1.7866	1
470.18	1.8022	1
480.39	2.2173	1
511.42	1.9072	1
520.56	1.671	1
531.42	2.1512	1
539.9	2.5813	1
552.07	2.4254	1
570.1	2.3908	1
582.43	2.3619	1
608.86	2.5191	1
